alpha,beta,gamma,delta,epsilon
35.0078,35.6918,43.6298,56.3455,65.2311
33.4808,36.2157,62.3605,64.5824,93.4525
29.0742,32.1238,67.4353,62.1543,62.2233
20.7309,33.7332,59.7347,84.986,85.5311
24.3778,33.5964,48.7949,53.7839,64.5875
21.3322,31.3206,49.8327,51.138,90.4454
23.7283,41.172,51.2165,52.9446,70.06
24.1518,37.7466,54.6922,64.1064,70.8232
20.6864,36.2757,50.326,58.5593,106.1816
27.6614,39.1145,47.8246,50.9108,69.7886
26.0192,37.1211,45.2929,64.8433,100.141
34.1326,30.5254,41.1302,67.4765,65.6563
29.8342,52.7771,42.1621,51.6115,79.0511
24.2283,39.7667,47.2307,81.798,63.5479
33.3572,32.4839,41.7764,54.8355,86.8423
24.8992,31.5166,43.2639,52.0648,65.7616
24.787,34.1743,51.9323,53.5854,77.1099
35.2631,30.7584,52.0371,57.512,85.8336
21.4761,31.1301,54.5932,65.0781,61.9972
28.6235,33.3606,50.2461,52.9501,65.8653
27.1543,31.4093,72.1811,90.8342,95.2677
21.3501,64.0194,61.7096,53.082,71.1313
20.2507,47.8602,50.0011,61.9254,83.8919
22.104,34.4989,49.1411,62.1564,84.3387
29.2494,49.0974,46.0888,85.8217,62.4448
20.7298,40.0548,73.4473,60.0492,72.2123
27.6002,42.2622,67.8661,57.4167,78.1431
31.66,36.4214,44.1529,54.4471,87.3975
24.0111,33.6716,52.4479,63.7769,65.5432
31.7062,47.0,61.6191,61.1976,67.3133
22.2361,42.6681,54.9951,68.4653,75.3187
31.0911,41.8256,42.5763,54.9107,73.9842
21.6665,44.6578,45.093,52.9001,70.323
27.5825,41.4607,47.2082,70.5545,85.0671
33.1185,37.8978,40.1983,85.1156,71.7889
27.5157,45.8029,41.9996,67.2922,66.4601
21.128,50.0559,73.1041,94.6179,79.2854
37.4248,37.3048,55.3666,62.3583,103.2644
21.8294,46.6443,41.7372,69.6285,68.3362
30.8476,48.5404,57.2227,57.4979,87.4322
39.576,30.8486,61.7219,62.6283,63.2165
24.2388,35.6464,47.0959,65.8032,81.7759
20.2275,35.5554,69.912,70.3033,67.8087
40.283,49.0092,40.0564,82.109,67.0995
29.6605,36.7575,61.5722,53.4395,61.7753
30.2086,36.0743,48.4548,57.2345,79.6981
34.814,32.9231,76.6084,62.5487,67.3434
24.1896,39.1593,55.6475,65.9276,71.4604
20.3713,32.6177,40.8004,52.8225,82.2619
20.6094,41.5448,47.4725,57.9656,86.1944
25.3319,39.6098,45.9031,52.8651,75.9983
35.6849,43.3705,72.1912,75.9121,87.1107
22.8001,31.9743,46.5183,65.306,87.0082
20.8093,37.1189,62.1578,59.8664,85.1605
21.1839,37.4,50.9953,60.6019,72.01
26.2128,32.8907,50.5612,58.7779,67.7192
23.2204,32.8113,55.3879,50.5765,71.4852
22.2204,42.6095,42.1391,54.7598,60.3136
20.5885,47.2639,50.6441,57.3686,101.0986
22.7485,42.3448,45.0794,58.4826,76.6608
24.03,31.8862,63.8467,60.6901,75.2852
30.3056,42.7224,50.2233,67.1987,62.5663
20.786,39.6384,40.4337,76.5588,66.0906
24.3882,34.3056,48.062,58.468,62.658
29.3608,30.9998,66.1767,72.2787,69.3326
21.0645,45.6014,44.3583,57.0856,82.515
20.6002,34.8653,46.7758,83.6695,74.3904
22.0048,45.298,40.842,59.8267,72.1184
20.2252,43.6789,44.8769,52.5991,69.6327
21.0505,35.8406,56.4217,55.564,62.8422
24.5283,35.8715,45.2023,55.8135,73.8578
32.3708,35.2113,66.0623,56.4069,71.8268
30.5054,37.5783,45.652,73.8277,68.7282
25.0097,37.5844,55.2657,66.3071,62.0935
31.8475,48.8565,46.5996,63.4044,61.3311
32.3536,57.0714,41.4736,55.6023,67.963
53.7919,45.6501,50.0888,71.3885,71.3354
20.0917,38.8512,50.8501,53.5762,92.492
33.5772,33.1852,52.903,51.3882,88.7566
30.0121,33.4055,58.4291,84.17,92.525
22.6325,37.0095,48.7257,62.718,101.1417
23.8132,35.9675,74.8904,73.8811,75.6385
20.817,35.3952,40.9276,67.0641,77.0577
30.8041,50.8043,44.4584,56.3682,75.7269
22.4268,49.9304,41.0777,53.7913,69.2442
23.1806,38.6076,57.9859,58.4237,64.3837
20.1979,37.2728,44.886,61.0525,70.6812
29.4427,37.6918,44.3439,69.9685,65.9249
23.2617,39.5814,40.5611,70.2355,100.0962
25.6225,46.9312,45.2708,50.5206,87.3135
29.5309,30.7148,56.4092,62.7322,92.9271
29.1742,41.8959,45.0883,53.4733,94.1045
36.6601,34.6221,52.2264,67.9075,65.7111
23.0631,34.1967,44.4544,57.5533,67.9123
22.2833,35.3784,61.2433,66.1846,63.878
39.807,50.9379,41.7718,58.7226,81.3997
22.937,41.7993,63.8815,59.035,70.1814
34.5337,37.1131,51.9204,61.0628,65.1641
22.8058,45.7507,47.1942,57.3921,80.3746
33.5476,34.903,55.9519,66.1503,69.2674
31.4711,39.3527,53.0815,78.3557,62.4335
42.1792,40.2536,40.3288,53.6674,75.5996
29.4425,38.7221,52.6108,54.3674,64.6127
20.7416,33.4645,62.0436,54.8498,89.3744
23.3644,34.6034,42.8981,52.6077,69.3363
29.3176,44.1675,45.1415,63.7236,60.484
25.8546,36.0303,49.8903,55.7784,75.2744
26.8868,50.0768,61.1555,57.1853,68.2059
27.8653,35.7177,68.6376,64.1564,76.9829
31.6703,32.5105,48.0809,52.4859,60.0024
26.4483,33.5376,46.2297,55.4138,77.2983
23.2453,32.0641,62.8235,68.3018,77.0753
25.8369,31.4517,58.6497,69.1436,85.7322
38.2814,34.6303,44.4007,58.0807,61.6029
30.8469,49.4702,58.5029,69.3083,81.9424
43.143,59.0519,59.596,95.3077,63.772
28.1752,37.4987,66.3591,55.5528,83.3947
37.3999,44.8301,42.7282,73.6382,68.7233
27.2707,33.2819,50.0406,53.2804,93.5189
25.1843,35.4149,42.3,77.2904,72.3782
22.5718,31.8334,52.81,77.2491,99.2626
44.0025,36.9174,65.9845,52.1976,84.1685
22.1726,49.396,53.878,50.3894,86.5369
35.4729,30.4595,48.127,56.5888,62.37
31.5272,36.3185,47.5653,58.1797,84.8106
21.5811,36.4052,48.8132,83.0339,63.8355
34.9767,36.9703,40.5074,53.785,95.2745
23.2675,34.2815,42.1494,52.816,61.6607
20.1572,32.4907,52.8065,55.0329,85.3781
25.2673,31.7535,51.1343,69.4227,62.8787
23.461,30.5881,52.0887,74.1683,64.6894
21.798,37.5533,46.7047,53.6776,94.2049
24.9862,30.4151,51.7168,71.93,74.8208
31.4182,33.2536,57.359,52.1397,75.1137
24.9116,36.0436,61.7936,73.9817,87.0159
27.0726,39.4758,58.4205,73.4455,65.1301
25.4319,35.8003,45.9574,67.5075,86.417
24.2119,53.8191,44.1417,77.9942,78.2145
30.4779,33.1661,72.4016,59.9687,65.9185
44.4832,37.7936,44.5933,50.2964,68.6257
28.8158,41.0876,50.7553,58.0244,74.0437
28.2896,41.9349,55.662,51.7461,72.1002
29.091,34.5397,57.3308,65.069,83.8401
30.3774,32.5888,40.7972,61.8413,60.0436
20.3798,40.4445,49.6406,63.517,69.1452
22.0669,46.6825,57.4946,59.7394,67.5823
21.4783,40.117,43.3106,66.6504,79.508
26.2612,40.9872,55.8567,68.7193,77.7532
23.6181,40.5572,52.216,56.6015,84.4787
34.5981,46.4117,55.4925,52.1955,79.2684
25.0226,46.7766,55.1047,57.6447,85.8618
31.5236,40.7367,41.8837,65.0162,82.4394
33.0873,36.5244,52.0348,83.9593,71.4595
26.6804,66.6788,44.7732,50.102,73.0668
34.8546,47.8197,53.3078,72.4156,71.1403
20.7548,36.0776,50.0842,71.5894,73.2178
25.3058,32.1232,53.7719,50.6373,70.333
26.2427,49.9551,64.0298,56.5993,62.7137
24.6371,36.8984,50.6326,74.356,61.5871
27.5421,36.1102,47.853,84.4267,99.6724
36.307,41.761,53.7569,61.1657,78.4104
29.1557,36.1902,54.3566,65.8444,65.1733
30.0623,35.4038,41.7462,52.6754,70.5322
30.2747,41.195,41.6884,76.422,76.4757
23.7379,30.5544,67.2326,53.5688,67.7303
20.8815,38.6121,73.1086,91.7557,84.7615
22.4454,49.2432,45.5091,72.3275,72.614
27.3697,37.0329,55.2542,71.0372,72.8282
22.9195,32.7402,54.4012,69.6568,83.8243
24.8988,54.4643,71.688,54.1005,101.9435
22.5408,43.843,54.6651,74.3513,82.2102
27.0671,30.2362,49.0621,63.7288,73.4153
22.3601,42.3829,40.2356,53.802,79.924
30.6711,47.3873,66.3206,58.7487,63.858
24.7774,58.6045,43.0277,53.9069,90.2879
27.5559,31.5675,54.9012,68.9662,66.8337
23.1,46.5603,63.9419,64.8073,84.4482
24.2111,43.0206,48.7582,72.5485,66.5097
35.7903,36.4667,68.7388,61.15,96.1502
37.9026,31.7787,54.8016,51.2348,68.5126
25.8698,40.5035,43.7425,67.9366,67.7748
22.5521,33.5778,64.0021,71.7808,63.8656
20.6766,39.0076,56.0847,57.2233,62.4635
27.3329,50.0382,45.4806,71.3252,67.0339
37.4321,42.3252,51.1358,77.131,69.8842
31.4648,56.0829,42.8021,73.6577,84.7738
25.5715,48.5407,44.2504,65.1394,102.2166
27.4467,31.941,56.3155,55.4804,66.5575
26.2318,31.3251,47.5141,52.0494,78.2875
29.4857,38.5167,58.8807,57.3713,67.8141
37.2815,46.2383,48.4615,56.7682,83.1359
29.1907,43.9282,58.6593,61.4118,80.1743
32.6994,48.0035,51.4699,69.847,80.7276
20.6108,35.9486,47.577,59.3637,64.2443
43.9285,34.4041,59.1721,61.738,104.3619
27.4423,33.1661,56.3023,51.7312,84.821
24.1523,43.2922,48.036,64.5321,88.4486
21.2404,34.4356,41.5852,64.6005,95.0154
20.324,38.6972,53.8114,72.5124,73.2559
40.2566,34.5688,44.6377,86.9715,80.0485
31.6375,31.7989,52.9425,67.2384,94.7844
24.0907,36.4849,47.236,55.1986,69.5508
34.683,40.4549,47.4765,81.4575,107.1822
22.0704,37.3951,42.7067,50.1036,76.7772
21.139,37.7092,46.1798,63.3893,109.2543
23.0727,43.305,41.0028,58.373,70.2014
22.0025,41.6039,56.3126,55.2525,73.7774
22.1871,38.2841,40.1793,63.4968,70.4072
21.1289,42.0985,44.7157,63.4892,85.2252
30.1878,48.6188,42.14,55.3259,74.6018
35.2533,40.6395,70.4243,58.604,66.6625
25.077,32.7178,71.9817,59.29,64.4188
22.457,38.9405,45.1279,52.2346,66.6077
25.9726,32.2193,57.7817,87.9266,63.9699
26.4352,58.3215,49.2183,52.3567,63.374
29.9262,36.0436,43.7462,78.038,82.0643
35.113,31.4607,42.9798,59.306,70.1063
31.8626,48.206,40.3726,52.9015,61.1518
30.8115,37.201,50.2038,50.7235,90.6975
24.0787,39.4488,56.8803,73.0161,63.7586
38.4178,49.7366,61.9419,59.3906,75.3521
20.3303,33.4035,53.7995,77.3726,70.5949
28.8304,36.4166,45.9119,53.538,73.1913
45.0964,43.2299,41.7925,84.8757,65.7674
32.813,32.0833,54.3545,50.6532,86.8019
20.8555,40.5503,65.8428,70.9983,68.5875
23.1541,38.697,43.1168,53.5652,69.2853
32.0778,46.4722,48.144,60.4807,80.8181
21.1273,31.172,41.2496,67.3464,60.6605
22.2235,46.4723,41.4723,80.9014,65.7204
33.3109,36.2005,55.1545,54.6794,81.4093
24.7956,39.2967,42.6214,71.5087,83.5515
26.1469,46.2646,53.4023,62.3397,77.4599
28.4006,46.4664,45.7789,53.7536,62.89
24.1203,43.4687,49.3246,52.6569,74.8826
25.6653,35.2129,57.9278,51.912,87.9951
24.953,35.405,44.6001,68.2638,60.9861
26.6636,44.3818,51.2606,71.3123,76.2098
32.359,55.7443,59.9083,52.1542,89.9704
29.625,45.4718,49.4011,60.4657,63.8365
22.7068,42.0413,48.7452,74.1711,80.4469
32.5254,31.5229,42.0644,66.2526,68.4309
33.5918,52.1566,83.1091,55.1884,64.8862
31.9026,36.4769,70.957,56.0847,68.9273
22.2801,34.373,46.6145,70.8489,62.8687
20.303,46.7573,49.6169,53.915,66.7563
23.7301,38.5337,57.2652,60.2447,67.6087
23.4143,44.0819,55.7456,60.2111,81.704
34.5465,30.2815,41.2823,57.207,71.2747
34.7759,51.1288,52.9059,81.3927,82.4725
23.1664,44.0614,46.4649,63.431,63.2904
23.8133,41.9048,49.4095,62.9056,72.7247
23.628,48.6638,41.7149,64.4205,73.1572
21.6751,39.6383,40.9071,53.6678,93.5443
20.5711,53.0877,41.0126,50.0099,68.3176
28.5295,32.0424,43.9265,57.7494,85.3686
20.5889,35.8994,61.4212,83.6341,79.7046
24.9311,34.9527,40.3363,54.4956,66.327
23.5616,31.6625,44.3943,60.9171,77.2976
26.2222,38.4185,53.9581,51.9649,67.5275
33.4736,30.1333,42.2947,70.7391,63.0252
22.8131,31.4485,43.5497,72.8224,66.9298
29.6172,56.9889,49.0602,57.9036,77.5767
32.8279,51.8389,40.2361,76.8017,67.1708
32.6107,47.9211,48.7521,55.7373,73.3976
27.6222,33.1004,47.1256,51.6881,64.6161
27.3394,45.8118,47.7556,58.0485,91.4892
20.3061,39.3822,57.0856,61.6993,71.2331
26.9586,31.6129,47.7771,61.5504,100.017
21.9378,35.5021,70.6619,75.4138,69.7442
20.1033,45.6218,47.9526,56.5576,68.4222
31.1605,45.2231,45.756,61.2609,91.4637
26.5754,37.2273,61.8121,59.5516,69.7131
20.0286,47.2961,43.0404,68.6243,92.8445
20.3262,35.0446,74.4192,63.7855,80.8555
25.0474,41.5506,56.8238,50.6503,69.231
25.3764,55.184,40.317,58.7746,74.4634
30.4446,45.3613,64.3269,61.4755,75.6069
29.8287,35.9248,49.6405,60.5728,62.6478
32.9022,39.5958,46.6316,52.9694,85.2552
34.0346,34.8746,44.6454,77.5253,95.5397
36.092,41.7782,50.9499,50.7492,68.0746
42.1143,33.6216,53.5651,52.8302,96.0035
30.1168,35.7865,53.5421,61.9108,64.4997
24.7418,46.3961,53.086,52.2294,97.7625
28.4854,30.5519,41.0939,74.5365,74.0852
24.7325,43.4098,57.2914,64.9298,80.4486
27.7542,34.3094,52.2953,66.8877,65.9856
29.9963,34.8206,57.5559,51.2931,69.2897
25.1834,37.3152,48.3162,55.1219,60.8522
30.3229,40.4906,51.9243,52.4584,65.8288
25.7024,45.5033,40.924,59.7301,82.7812
27.5212,46.5681,47.8358,56.5353,63.5757
26.7278,40.4673,54.2665,56.6101,90.353
25.4714,43.4817,41.3331,64.1633,61.832
26.2557,31.7097,69.0434,65.48,67.7947
26.4574,35.989,74.7371,77.4137,61.0753
21.4911,50.223,47.6805,59.9826,61.1244
28.8411,47.2939,58.1925,110.3232,93.5063
30.2906,41.6308,42.7193,65.5067,87.3404
31.1814,40.7303,56.179,79.8945,61.4404
37.7542,32.8583,69.7925,83.7633,77.175
27.6141,43.5961,46.9737,69.6565,70.94
22.7541,37.8563,47.9158,78.008,104.0081
34.4285,36.9996,47.65,53.6042,72.1113
25.747,32.3664,77.6538,62.9127,75.1166
29.2732,30.908,44.1612,83.7786,78.1813
34.837,45.7887,40.252,63.7337,92.1422
26.9848,37.0829,43.5356,61.1784,71.8568
47.2517,37.7958,49.2062,64.0661,68.1783
46.8988,40.4366,45.8649,60.2985,76.6706
28.6111,42.2171,45.5173,54.3288,75.0633
37.9004,42.4533,44.8177,58.497,73.3657
30.5009,50.9534,43.3064,64.4571,65.2164
20.2648,35.6109,46.5741,67.0702,61.8337
28.1021,41.9459,57.4177,55.4845,61.462
35.0188,41.0512,52.1637,61.4174,75.4273
40.3391,46.4799,51.9926,73.0677,61.3117
30.2301,40.0829,51.6637,68.1456,75.3384
24.2705,34.7973,43.9884,54.8653,64.6735
32.2151,41.9408,54.1301,53.4898,76.2226
20.749,33.4467,58.1309,54.6486,67.2031
26.5973,44.8904,40.6471,87.1067,66.198
24.2966,36.4433,44.3587,60.0509,76.219
27.1834,39.586,40.4671,56.8973,63.4291
27.7745,61.8474,42.3788,55.3886,71.3975
24.3188,36.3111,47.4184,52.0684,66.6958
28.9796,35.0362,57.7665,58.4059,68.3273
37.1136,31.4741,54.4661,66.269,75.3544
21.5029,36.4246,50.7385,59.36,85.9666
21.2716,43.3207,64.7184,75.4909,61.048
21.9346,41.7292,43.5619,63.6705,79.946
20.945,51.4529,42.4151,72.8068,92.1295
35.6142,41.105,62.1344,55.9092,75.3107
28.196,30.0347,52.4155,66.0035,60.0621
30.2964,31.1052,46.8061,53.4552,63.8597
20.3945,33.2576,44.8771,67.7142,68.5003
34.4698,34.6586,42.1246,53.3775,72.5942
24.0967,34.4452,42.3144,58.628,67.0612
28.0479,33.1658,61.6888,57.6691,79.9355
23.7997,48.758,52.7707,63.4323,65.5949
24.8239,38.4017,41.9781,52.2792,76.9953
34.1456,33.6849,54.792,68.5758,83.7712
25.1376,39.979,42.23,57.2781,87.166
27.5341,43.2421,45.6808,60.1577,66.2321
27.3178,30.9435,50.2912,60.545,95.5562
32.2386,42.64,44.1937,62.9798,72.9815
30.0175,38.0602,59.4686,70.5463,64.6066
25.1703,39.5266,44.4395,78.6431,87.2059
25.2397,44.3656,53.7042,61.2038,69.1431
22.9784,37.8588,78.5731,76.5233,68.4356
27.9992,31.2746,63.1554,55.0828,67.6011
27.3744,35.8538,47.1897,55.0325,80.9704
24.5372,30.4154,58.4197,62.506,63.7777
22.8663,32.8637,54.3691,52.6289,63.699
25.0567,47.0096,59.7976,69.4251,62.1269
20.5036,35.2774,60.4054,82.754,65.429
26.2978,35.4568,43.9265,53.2718,64.7617
22.443,54.2219,58.7313,64.8962,73.6047
22.2906,34.8024,63.4657,52.3492,85.9279
29.7391,50.9106,42.1961,50.4945,89.0315
23.1866,33.6196,55.9892,65.6452,75.7295
25.9647,36.0988,65.6717,85.5766,75.0295
33.2063,47.1529,47.7846,51.9679,66.0196
23.4866,36.5922,40.5066,52.7979,76.1339
26.7084,39.5823,74.2226,70.34,78.6917
23.909,35.424,49.3805,54.2154,76.4046
34.3171,40.4956,43.5874,56.5122,60.5987
29.4408,37.2356,67.1711,88.2193,82.2302
27.7383,40.8016,48.1401,54.5194,74.4204
31.6213,34.8287,44.7301,50.2978,63.2976
33.8354,43.8622,66.4335,60.4954,67.3191
20.4093,48.1395,60.2882,65.5476,90.8807
31.2858,44.1475,63.696,57.7423,60.1253
25.0486,40.944,54.7013,69.0529,79.7597
36.2629,39.4813,51.6172,62.0882,71.173
32.5385,35.4655,40.4331,57.5533,79.0078
33.3856,32.2861,43.6837,78.7428,90.93
33.0527,33.0569,43.5291,72.4034,94.2944
32.4968,34.6787,44.971,70.199,62.6606
20.1957,53.332,43.6889,83.2389,76.7946
23.6964,36.9303,47.6554,68.3978,81.0761
30.3562,33.82,46.8857,53.5002,61.0405
23.1006,37.7694,79.0592,62.3866,76.9802
20.7755,57.9433,67.8481,87.9527,81.5078
25.4176,30.0568,57.4958,61.719,72.8384
24.4635,55.9915,43.6224,64.1219,110.371
21.9011,40.6946,40.2582,56.2668,63.2299
21.4269,46.015,46.863,54.7503,73.6832
27.9696,54.3139,57.34,69.7872,69.8605
23.3535,38.4113,40.6035,56.1112,102.4217
25.5442,30.5232,48.4048,79.0549,69.2398
20.9994,33.7356,61.2993,52.4611,91.9672
21.4699,35.9603,43.9169,52.5595,79.0609
20.6519,43.0768,58.602,52.4578,67.2157
20.3585,31.9053,53.7397,57.0124,67.471
24.336,36.7975,65.2428,50.0395,62.3114
22.4976,43.1995,47.3518,65.2623,91.6722
26.355,52.9653,59.555,56.05,76.8605
33.6209,48.6782,44.2212,52.4859,89.9082
22.6036,40.989,50.5098,50.9546,70.477
21.1016,35.7875,62.1942,57.2454,76.3131
33.834,42.2808,49.6848,63.6136,67.83
25.0205,46.7479,40.1929,58.8522,63.2966
26.133,31.993,46.442,53.2533,61.3551
21.9507,32.0146,40.8397,72.4193,61.0325
22.6811,42.782,47.9025,54.3558,60.2726
25.1732,34.4017,42.6479,62.6209,84.3549
21.2604,34.2059,44.6951,60.4181,61.6979
22.2041,41.8059,40.9392,72.3721,70.4191
29.4031,59.7053,49.9723,67.1762,65.6942
27.274,37.6138,42.6434,59.1341,78.535
25.0568,31.7567,60.3862,60.0616,65.6581
25.8493,44.0397,64.4561,56.4208,75.8889
27.9249,31.9511,59.0085,68.3285,74.7947
27.5835,33.8425,47.8299,52.7852,91.3284
31.8737,31.2242,44.3527,53.5523,81.757
32.1107,41.7447,57.3053,80.9626,91.2344
24.0285,42.1938,46.6491,63.2176,63.8248
23.4729,41.6629,44.9092,52.609,79.2347
21.2859,39.7338,51.6663,56.5347,65.9207
23.6169,72.5276,43.3646,71.8213,94.5626
23.7224,36.3105,71.1747,74.4895,74.0164
29.8297,30.5831,45.6044,70.8728,62.148
32.0077,30.1611,45.5465,58.8952,63.9376
32.3242,31.1207,44.9759,61.8387,80.3312
23.7433,44.0059,51.5242,51.8755,88.4248
22.5232,33.5472,58.7172,59.9932,62.7585
39.2515,31.3485,72.6882,69.0312,62.3116
