alpha,beta,gamma,delta,epsilon
87.6258,27.2459,67.888,72.9881,46.3751
8.0472,52.9267,100.7817,70.4752,64.5426
76.2103,20.6358,37.8173,54.1762,73.6098
25.9893,55.8601,53.2371,77.5929,90.913
14.1096,84.8099,98.3572,49.8099,42.922
79.8301,60.9608,71.0651,43.4115,81.8557
4.688,29.9913,44.5092,59.7355,54.2011
58.7364,52.0045,39.0288,56.9867,102.4595
76.1307,51.1215,94.7866,93.311,44.082
99.2549,82.6417,61.2761,40.5555,85.0815
95.3086,61.031,88.277,84.0981,103.5309
36.2997,10.8099,51.4952,72.417,98.6194
27.3019,99.3557,73.1755,102.7721,82.8323
41.9391,100.0495,43.4035,98.0481,50.7516
34.5611,55.2598,30.4132,50.1667,83.3518
46.7107,60.7361,87.3213,65.9107,84.7552
78.2393,96.9177,60.4261,68.9599,51.0923
62.1447,79.6993,84.7203,53.5215,87.6351
78.5078,54.6411,49.9416,83.1655,80.1437
91.0664,83.5841,39.5949,96.6182,107.5828
97.6592,87.1082,72.0493,86.4828,106.4484
42.7242,75.4609,45.5948,37.0573,77.0267
5.2355,58.9347,87.6387,39.4251,49.3911
60.2779,63.1341,64.9972,30.2294,68.8793
8.6893,42.5716,27.0983,66.9508,53.153
24.2636,24.4042,80.4867,89.6053,67.5425
53.4047,96.9907,48.2085,76.5748,40.2187
21.9733,31.9656,42.2542,58.1594,74.6202
75.1551,15.3615,38.9269,60.4512,49.6091
98.527,23.576,25.3504,53.9294,69.5591
37.6363,31.4181,70.0356,33.9606,101.1563
57.5897,35.0483,82.7542,59.8404,95.5713
34.5487,16.1336,89.9043,34.9686,43.3607
69.5877,90.6498,56.0311,93.103,43.3253
63.428,11.1508,89.2621,44.9444,69.0487
13.3509,50.963,74.0363,39.5511,76.0873
83.0816,64.1931,73.009,51.5971,87.0545
43.6337,83.0075,28.814,86.3074,80.8774
56.1224,84.293,68.7096,60.5871,107.9703
94.924,11.257,84.0911,31.5604,41.2268
25.9497,24.0945,51.1894,41.495,66.8881
48.4912,12.2443,103.4781,69.1205,107.2294
39.3819,69.7283,22.5706,90.6257,85.3745
28.8683,78.6651,66.6822,70.435,72.7499
68.8175,38.9577,36.0543,105.2651,69.205
51.2185,79.545,77.9663,83.3779,80.0209
76.3676,23.5743,62.4332,68.3419,50.9883
99.2946,56.9539,85.1676,46.6841,48.9114
37.5255,54.8171,94.7753,44.2447,73.4822
31.7093,86.6446,57.6758,48.7242,47.1806
54.5787,27.9612,20.988,46.5732,95.6758
65.6595,70.4765,33.7287,51.0032,94.2713
85.5101,21.6432,32.0311,89.7361,61.9518
46.1843,91.385,95.7844,97.0137,87.6643
40.5222,21.6335,79.4709,64.8614,106.719
87.2113,30.4687,70.0043,93.3028,82.8706
82.0548,98.3677,72.8241,73.3443,92.3606
71.0017,63.6672,46.9283,104.8401,70.6609
26.5379,32.6109,87.2794,37.3109,54.3789
68.2123,31.9928,103.5018,39.4242,63.5732
15.4027,64.438,45.6575,35.0107,58.4436
94.701,84.1403,100.0087,73.2145,103.6152
7.17,72.4161,68.1072,45.3745,41.8677
80.3855,79.9009,60.232,76.3063,60.4225
87.9913,78.4546,45.6885,62.0721,80.335
88.6327,87.8451,21.1265,90.4082,81.4156
86.6981,85.0191,48.8766,68.8845,87.0247
10.7639,42.7389,37.152,32.5261,53.6363
56.639,58.1825,29.5465,41.6499,78.5635
53.2765,15.2138,51.7783,92.8011,96.2005
85.7047,28.8318,70.2301,83.7539,72.5912
62.5499,90.7451,64.4554,66.7492,104.5337
87.9209,98.0129,43.0196,82.0795,61.5539
2.6018,92.7409,64.9216,31.8557,58.8011
98.6518,64.0002,86.69,47.6858,102.0616
71.0198,30.1385,77.3334,82.6014,52.6756
36.3706,55.7239,73.52,66.6275,106.877
97.1635,41.8983,50.6223,50.542,80.4648
55.2256,39.4918,91.5765,98.075,86.1742
1.2045,45.9274,33.1761,80.3745,61.0594
55.6452,89.3841,25.572,79.2269,48.6999
13.1481,84.3582,68.6194,68.6709,51.5463
68.6166,96.2856,53.6122,78.1011,88.1435
65.258,15.8856,102.8058,51.4009,97.9119
6.3267,80.8258,39.8458,50.5933,89.4429
62.2641,85.0405,80.4515,85.9301,49.3142
72.5506,29.6205,46.3291,50.1125,69.7175
62.2713,55.0644,38.1214,65.8723,101.5336
45.1952,58.4402,100.4448,78.4128,78.2967
93.1398,100.3098,84.8895,87.6089,42.8283
14.463,59.5849,78.6131,44.9681,70.427
44.6327,67.4473,37.6614,47.9619,97.1056
62.169,18.6933,59.2354,85.0292,99.7303
96.5956,78.4916,31.2989,87.9596,89.8869
99.1844,65.0149,81.073,82.3571,81.6981
66.2309,13.6436,48.4531,47.4765,82.8753
97.946,87.4318,83.956,64.6422,42.451
37.9847,32.3543,62.435,102.8837,67.4817
20.824,99.8995,68.3028,56.9249,56.0209
24.4433,75.957,37.199,30.6721,79.5265
46.7289,99.4963,100.1133,55.2352,77.0863
44.6738,83.9715,45.2889,44.0766,44.2639
28.1295,51.6835,103.6533,30.3374,48.7524
2.2469,86.6817,64.7031,85.0758,67.1924
52.4567,31.5059,90.828,80.439,95.0922
76.8668,36.4351,81.3086,102.5109,88.5067
64.7412,74.9471,76.4841,59.6272,76.6208
16.4983,69.0451,92.9389,33.2172,82.0135
95.3361,32.1509,90.4092,51.9498,90.5955
77.9485,18.6218,97.2018,84.8275,104.9459
22.2742,41.2818,69.1293,85.5564,48.0261
15.8295,97.1963,101.9929,86.4987,72.6875
25.1009,40.373,72.7303,69.6933,99.2843
37.1377,70.8299,38.5483,95.0982,82.155
50.9047,52.1436,73.1504,34.2406,74.5988
78.2576,59.3591,92.5857,55.2397,42.0409
98.8811,66.8319,87.243,72.306,85.7395
79.1589,91.6828,40.6075,50.7316,64.6061
71.9219,58.4746,60.0785,89.6136,82.7867
3.7263,63.761,46.4355,40.2317,40.7773
18.3428,29.9611,85.4681,105.3628,45.1925
0.3051,42.2548,98.5204,94.7303,104.2313
81.5762,29.7128,95.4907,36.4347,97.1239
12.0475,76.3461,66.9136,69.4857,55.4604
54.7556,14.3727,42.8368,37.6403,55.1329
49.7781,65.9772,68.3359,35.5555,56.2895
80.5663,66.9886,91.8951,105.4098,40.1344
65.8809,46.2611,92.6325,82.3925,53.0029
58.4234,35.1667,90.8595,40.9788,101.1015
66.8138,51.636,100.9973,84.9771,48.5367
85.5492,101.5359,20.9774,61.455,70.538
29.7069,84.948,24.2426,68.6523,77.7086
77.6859,58.6421,25.8805,61.5816,83.068
13.3295,83.8055,98.1117,72.3495,67.7143
25.2452,67.9312,91.8242,34.9455,103.796
42.9514,36.8089,87.7199,65.0012,102.9159
46.5519,80.6178,55.9557,32.2712,102.2458
13.8305,12.4349,38.1007,38.7252,98.5016
87.0534,19.5112,20.1102,38.1154,89.4117
14.0596,67.8986,79.8425,76.176,67.9652
21.2828,25.4982,56.708,62.3733,106.1298
14.8686,84.5058,89.5075,44.6513,69.751
31.29,45.9414,102.7638,37.6292,81.1972
98.6213,71.5848,44.6349,38.9699,85.2571
39.5488,13.7947,83.1226,37.58,75.6675
6.6079,49.9576,48.1669,54.9817,69.5597
78.4956,67.6995,87.5319,36.5684,71.7507
70.2631,85.532,43.1918,54.3798,52.9548
29.5295,46.6483,60.7759,62.9103,103.436
27.5276,78.3584,51.7406,101.7647,78.0175
35.6743,25.7272,49.7547,79.9244,78.1244
39.725,37.8704,81.009,58.5537,50.7858
77.2473,39.0696,80.0203,31.7128,41.4806
93.2637,49.8265,95.7778,75.1591,105.5844
90.172,57.3158,47.3127,84.1428,105.717
22.4638,39.1208,56.0739,31.7512,76.8313
28.2659,28.1783,92.1072,64.4037,80.918
10.1715,24.3265,73.5734,80.7334,71.3899
90.7985,93.1713,100.5609,82.0184,103.7743
31.5265,77.8542,38.0192,32.7187,91.2473
27.9835,71.0556,67.6711,91.5561,49.1665
77.7332,101.1693,49.3603,31.8651,64.0179
36.7386,30.5015,28.3334,80.6112,71.9778
96.7082,23.4843,66.5303,50.247,43.8867
46.9935,90.101,98.5887,90.7603,84.8555
55.8192,42.1719,93.8578,103.6718,79.3145
87.0235,47.2853,49.6693,57.2958,82.9318
3.9153,64.2283,97.5462,93.0028,104.7495
97.1123,42.6537,37.0422,87.397,88.4158
45.2035,33.0786,92.3804,73.0285,84.024
50.7791,59.5564,48.2949,36.0089,97.1633
15.4585,89.6763,90.9352,83.8768,93.2493
37.3682,34.642,103.2047,76.6872,83.1495
24.7415,24.8918,78.7071,53.8319,101.5836
81.8395,17.6297,57.8026,63.4274,80.7041
16.7561,36.8793,26.6309,99.5073,98.9912
64.5856,90.5779,79.8644,67.3258,82.5432
22.3464,96.8912,60.48,84.3317,41.3849
8.4962,32.4795,71.2949,31.849,50.5626
37.0551,53.0773,27.9676,58.4352,102.773
93.6815,49.1249,33.3322,45.293,102.6394
73.6032,17.6095,57.8174,81.7693,65.9782
63.5838,70.5717,23.2925,71.253,47.912
55.4728,80.1283,34.8497,68.8102,75.011
97.8755,29.0849,79.3893,77.2654,50.5279
86.8728,39.6905,74.8655,55.5001,42.6422
52.8843,37.8299,71.5559,39.9245,82.3971
17.2912,75.5287,67.9743,88.8621,52.3408
70.0529,40.2059,56.8853,84.1685,102.9292
71.9052,74.9341,74.132,66.4021,99.6261
11.8389,49.8366,75.7708,48.3392,49.6574
81.2389,17.6816,90.6238,53.4348,93.1723
0.8639,92.8848,83.7407,67.9209,88.2916
8.4794,77.2622,36.6641,90.6025,103.5575
70.1972,14.9214,54.5402,103.9929,80.9264
53.1224,22.3043,100.265,76.3429,48.0597
26.0076,40.1033,85.4805,44.2895,63.5581
37.8139,44.4727,67.9631,103.7943,62.8089
79.2339,65.5828,41.19,83.2108,51.9277
48.8177,51.9464,101.4153,81.5547,107.1906
71.9426,60.3242,27.6079,48.7672,63.6837
46.3781,50.0522,69.0423,44.7034,59.4573
54.7645,79.4888,103.0735,89.43,72.294
98.9368,95.9462,22.8026,52.2878,74.6555
83.578,24.2159,22.9649,48.8253,107.5294
90.3297,98.5699,45.3204,50.1569,64.4632
14.2097,42.927,90.1458,75.3191,98.1156
45.6313,34.7623,70.4853,74.2803,70.9714
59.0626,92.9124,32.3426,55.1611,77.2975
27.0537,30.9986,40.6266,39.9361,71.7401
77.6947,42.0823,82.4921,69.3076,86.5682
54.0629,13.4949,27.7256,36.0612,42.1836
94.6094,20.6528,72.7554,43.7412,76.4408
2.6484,50.4294,62.3798,61.149,73.427
11.5389,21.22,48.0117,53.1399,85.7461
83.6046,90.3489,68.5267,100.2361,63.2649
41.7351,89.552,80.1136,58.1619,56.772
48.479,46.9521,21.4126,87.2652,79.6993
98.19,32.9267,44.7501,71.7162,101.36
92.2561,76.2855,87.0119,78.7379,55.6864
93.5558,91.4812,36.0828,35.2739,50.6955
28.8305,84.0809,27.9349,94.1026,65.6368
75.2589,52.0827,81.0382,55.3679,69.7279
82.7879,72.4476,67.9333,65.8032,90.6475
38.5831,84.4595,47.6493,41.513,98.2649
1.1429,17.0569,80.4424,46.3586,41.4915
32.3921,78.4186,45.4466,49.5589,55.873
9.6139,67.0938,48.4538,93.4783,52.9796
19.8446,26.2998,21.5276,49.8668,89.3651
81.2918,91.5224,73.9673,80.556,41.8121
11.723,21.1431,25.0036,40.8766,68.5067
6.2058,98.6152,45.7976,95.8838,42.1921
89.2333,54.2279,85.9249,83.591,83.9667
4.084,52.2374,58.9396,48.3879,59.8826
89.7547,34.4456,21.6397,104.3765,68.4905
73.2235,45.5025,56.012,48.5553,52.9751
49.1518,79.055,26.6325,52.975,105.1296
54.6138,12.865,27.2456,95.2984,90.9756
63.7195,46.3565,28.905,71.8291,59.8996
73.4626,53.7564,84.0616,59.9115,57.8849
70.7562,18.5386,43.2072,42.8269,94.7592
12.245,65.6965,56.5716,63.5873,73.8699
25.6118,41.586,46.3437,41.2551,42.1018
38.5208,48.015,28.7432,98.8899,41.2855
2.087,55.6289,64.9044,48.4629,72.9446
33.9279,86.2112,56.2334,41.9226,80.7367
44.1696,76.5491,87.1324,58.8118,46.9319
61.0426,76.5866,86.722,102.1263,87.1529
20.1915,82.9492,74.8384,46.7468,90.3785
55.0724,35.29,97.0534,51.8239,62.6001
55.6163,20.0112,37.805,100.9286,104.2116
63.9305,12.5049,70.5981,66.6778,82.8563
35.0758,91.7271,55.8772,30.1912,73.1291
23.6778,34.1301,23.9361,59.2185,58.4104
90.6066,34.0912,21.4186,55.2987,61.582
55.534,66.7332,92.3259,74.3027,61.1693
78.705,49.7427,95.867,41.2572,58.1623
5.9006,19.1772,44.5175,90.5483,98.5967
18.9498,30.0813,94.1436,102.5742,92.5487
71.8922,100.3618,81.0259,76.465,47.6714
59.7048,53.8604,35.6001,78.4265,46.6405
82.9849,84.263,71.8876,104.6792,77.8901
25.9656,80.4304,45.1298,104.7119,84.5699
77.8048,28.8169,66.0231,82.0229,40.1154
1.5848,87.3725,60.9547,72.3461,99.2047
92.1599,37.0272,23.6759,66.1371,74.4444
87.2836,77.5583,101.8612,86.1893,47.1909
77.2878,21.1301,68.209,45.1203,90.2961
84.7767,55.4739,33.106,84.9863,84.6118
40.3413,21.2041,63.288,95.4147,69.5519
65.5816,48.5392,100.7928,48.1079,100.1838
62.0202,47.8757,45.3584,67.6644,61.5142
48.218,62.4922,85.2814,102.6349,97.3465
67.1775,77.0034,60.3781,41.1713,61.4766
61.1892,54.9778,72.4356,64.4219,41.1787
62.2726,39.1709,42.3422,83.925,83.4996
23.1589,41.4735,39.4672,56.0419,92.6292
47.3561,50.2876,86.8077,41.5341,82.6759
30.5272,91.5031,52.1495,88.8883,95.85
91.6748,16.6477,98.8238,66.0066,93.2925
81.9545,93.8372,70.5297,66.4744,90.2688
38.2226,58.1691,99.9106,68.2334,52.3776
32.1898,99.9607,47.8142,94.5186,51.4409
9.8858,38.9067,59.443,57.1188,92.0081
64.8619,96.505,22.9917,80.2996,64.5241
4.3759,77.8936,46.2279,78.8084,86.1123
16.2975,62.5539,89.7007,61.5719,51.7926
45.776,11.8589,29.7857,65.312,65.1794
96.2126,58.0717,87.7727,88.6395,63.3753
18.3467,64.4765,101.4366,92.0485,89.7569
69.5657,34.1737,33.112,35.926,86.1474
49.6708,75.7845,46.2336,74.4473,90.6582
92.2541,67.0768,95.8421,34.9442,52.3738
86.0629,65.7896,100.6529,66.815,86.3135
24.5157,43.478,32.0121,56.6077,100.7061
76.7536,11.026,92.8196,38.4738,99.364
28.8589,59.6668,63.5373,66.8879,54.2475
32.6711,100.9747,73.902,89.003,70.9292
76.0717,54.8263,40.6797,37.4938,76.2506
8.6183,66.848,34.4532,79.4922,88.7705
96.3307,40.4265,20.1846,40.6104,99.4295
82.1325,75.0422,80.194,96.0334,40.0091
68.4695,42.4398,61.6206,75.5746,88.228
85.2837,13.3611,57.0991,55.2863,87.5555
37.0693,83.3691,47.153,99.5578,88.5032
86.2265,33.5508,20.9783,98.9399,70.0753
73.2758,48.7838,67.4965,62.765,73.4227
77.727,19.539,27.6963,59.5289,84.3073
48.3729,14.6111,39.8061,64.6747,49.8953
35.9012,36.6675,94.472,92.0115,71.929
32.2815,69.5124,35.9837,69.7941,50.7475
0.7367,27.5525,69.7988,30.7782,93.691
26.7835,29.6925,54.4872,52.3793,76.7851
58.774,91.2891,66.5103,34.7601,57.2719
4.8941,62.0809,42.5008,58.7056,60.0676
92.3027,53.7901,67.6815,66.9809,86.254
63.9884,38.8822,90.6602,97.7876,49.8106
30.8859,62.6546,59.0056,31.3287,70.6224
51.7069,68.5501,63.3446,31.5187,98.8419
13.4053,94.6118,41.1119,100.4101,85.6817
33.1115,58.3999,26.422,47.6574,104.6774
96.4369,81.2403,40.2261,105.3544,82.5682
34.6321,40.8146,66.5527,92.5961,97.0822
24.9607,70.3762,103.578,96.2565,74.1792
78.5015,13.384,44.9408,83.9371,71.2619
17.2973,31.5548,49.1924,59.809,61.1228
50.942,91.9346,63.3067,85.2074,106.9223
91.6231,80.7084,36.9751,96.9077,92.2911
72.1579,28.9207,56.992,46.683,46.1731
61.8463,14.4577,83.7591,62.4311,44.2831
74.2693,82.767,20.5844,70.0845,98.1463
54.4343,31.73,56.7479,54.4619,74.0805
74.6064,39.509,60.9497,31.4634,79.2347
42.171,10.2025,28.0665,90.1148,74.9064
44.2826,45.689,26.0236,78.4889,96.7165
9.0331,92.4801,45.9492,43.7606,55.6129
49.8659,93.8132,95.3402,41.2811,48.7723
37.1014,28.4428,44.7495,97.283,63.9102
19.1528,26.0585,54.9654,93.6151,60.087
42.3091,71.6598,52.2078,33.2014,50.7005
90.7384,32.3743,78.6361,62.4663,105.867
70.6298,60.1131,66.1401,105.4585,59.0897
17.385,66.9942,47.0395,63.5599,81.9365
75.2922,77.3847,86.468,62.5183,73.0229
10.4817,69.511,84.9858,101.3264,73.7239
87.3403,40.0438,45.9156,36.5495,68.9664
53.7121,58.265,100.9209,62.2195,71.1448
71.2149,80.8637,81.0717,62.3319,98.707
92.5536,92.2625,46.7008,80.7362,104.0705
29.2465,28.2374,60.5655,104.8125,73.5899
35.106,22.0122,91.3479,102.7086,99.535
56.4014,83.9432,44.9459,98.5373,78.9536
80.4055,100.6459,54.7365,96.1996,99.9762
98.7018,67.6546,95.747,100.64,74.0856
99.4355,44.3265,33.5367,72.9118,58.6256
85.5756,65.3197,84.1317,55.7022,61.7599
71.3014,45.7584,58.9243,35.7181,47.7457
46.8736,27.26,84.3731,35.2814,85.7558
43.1519,74.4004,79.6258,99.9038,53.0298
37.8169,65.4865,61.8654,50.4359,45.1588
17.1864,84.6419,50.34,105.9443,68.9206
30.8407,66.4753,89.3912,79.6378,91.1571
46.4219,37.1319,48.5326,104.1155,86.4159
37.6418,81.5702,43.7482,103.7521,60.711
89.8745,45.6391,64.9955,59.122,52.5234
6.5266,52.2532,51.716,45.8986,88.5936
72.2882,81.2603,94.6831,54.0453,53.4402
92.0735,58.3643,62.7643,53.3348,49.5845
2.663,47.6963,23.2454,64.5054,90.8487
57.76,37.6915,96.2938,46.2367,61.0193
8.7789,36.9344,20.6513,65.5061,84.9962
37.196,93.2543,99.7881,55.8988,41.5616
51.6782,45.3075,73.379,57.2779,81.0754
96.7783,27.0232,72.1881,41.1865,100.3589
35.3631,58.4996,66.6733,52.4894,85.6623
99.5783,59.8474,75.7802,103.7399,79.8469
77.5414,43.2679,86.5714,40.8038,54.4021
20.7312,62.3831,38.8409,96.2341,41.3118
78.641,76.0389,65.3849,78.3641,91.1676
66.599,53.2867,68.5094,93.0535,79.4375
18.6615,77.6901,59.5941,44.0577,87.1073
93.4737,23.9351,46.4919,46.1211,107.7359
58.5799,94.3429,40.1698,38.9365,53.5907
50.5149,20.6264,97.2666,80.3195,90.0281
26.1194,99.2055,90.1752,41.3712,85.9557
36.1614,70.4426,47.0662,105.9429,46.129
87.8594,52.7768,76.7214,76.4833,41.6615
35.8974,23.6639,100.0673,73.3454,46.2312
35.9154,72.2616,72.1447,65.2111,69.1428
87.3366,76.794,63.8148,45.7147,44.5637
89.715,17.1861,90.5517,99.9294,92.8806
88.0631,67.3061,68.4674,81.3451,60.4967
14.489,36.2875,50.439,48.439,69.2868
2.944,20.3254,41.7551,77.1806,99.6651
76.992,69.0996,82.065,86.9502,98.6364
74.7527,67.9331,48.3316,32.9507,76.0877
32.6385,64.3961,51.9991,44.7,49.1479
89.392,24.5281,64.5851,84.5502,91.2932
36.0354,96.7392,32.5838,99.9131,69.2176
28.2505,66.3107,46.6109,76.2097,103.2875
78.3621,78.2603,37.3771,102.2685,71.5036
10.9789,55.3096,85.5126,101.2245,72.2766
21.2904,70.3983,83.2626,88.8245,82.5972
6.3364,58.0475,25.2915,63.5954,80.8525
3.0666,49.7242,42.1176,41.0139,69.6
49.8121,45.7992,56.9119,55.515,94.5697
22.1606,54.8057,66.2819,54.7132,98.6028
67.7299,50.0028,41.082,44.1717,66.8161
99.4896,82.5478,88.4002,32.6769,44.4976
11.7424,59.974,50.3651,37.1958,47.0664
0.9582,62.7101,46.2998,60.1784,63.2784
55.3567,21.7909,34.3374,101.0814,74.7586
58.0337,50.8006,27.9111,36.4323,68.335
82.474,99.067,36.561,105.3979,89.7806
81.6154,66.3508,65.5533,63.6751,90.8023
63.9381,67.2867,28.4436,99.9594,41.3759
79.746,77.4743,73.7223,62.6719,65.3217
92.608,87.1391,103.9744,67.2588,82.0344
53.002,19.3776,54.7177,63.2228,104.9652
58.1972,52.7987,50.5518,77.2835,86.2755
97.8247,80.0137,91.7002,74.3185,61.8555
71.4258,24.0965,90.9283,79.7007,104.5243
1.3656,71.1912,49.4779,105.2783,75.3406
97.4361,42.6207,30.9577,49.1497,57.414
15.9806,64.7161,86.738,40.6013,61.5374
89.7622,65.6515,91.2606,78.9284,41.4109
68.8255,75.7491,42.7225,83.2711,99.956
4.5478,85.0884,23.1916,97.77,51.6516
15.331,34.6836,68.0866,34.6671,91.5382
46.646,14.3663,38.4797,82.7127,66.0851
59.4673,84.9764,99.964,79.1988,107.4327
