alpha,beta,gamma,delta,epsilon
33.5305,64.2711,44.7713,59.4768,66.6158
22.6552,38.7091,54.1171,77.6892,66.2016
24.6803,53.228,47.8939,64.3982,65.2663
26.716,63.8389,51.8536,58.5954,67.3683
50.0445,43.3306,48.6362,72.9272,67.38
37.1999,63.5412,63.1249,59.0869,66.4285
68.1973,43.4123,62.7678,66.8642,63.4433
31.5401,59.602,45.8297,65.0659,71.8502
56.7451,54.0073,49.8658,72.1086,63.8223
53.9688,58.0516,56.2516,54.7741,62.1958
74.4172,56.5945,49.496,67.0431,66.2244
34.5004,44.8929,55.9169,65.0196,66.9634
30.2874,33.9911,56.1847,57.643,62.1926
34.2399,55.0197,48.7617,62.0015,66.7716
60.7932,36.8143,52.1486,65.3825,65.8294
62.3144,32.7282,59.6405,58.1507,77.4071
27.9555,63.1566,69.8371,56.9998,81.5053
38.2626,59.4115,50.1085,65.7659,70.3485
27.1023,69.9672,52.5585,70.5067,64.1792
66.7881,39.3639,54.1852,58.2002,60.4866
64.2802,43.7895,73.5919,57.8645,70.5956
54.1625,32.4301,49.3183,69.177,69.5492
65.6137,38.322,55.9954,56.6442,74.3176
60.6794,44.0252,63.7284,55.8762,69.5638
63.5975,46.873,57.2646,62.2779,60.3329
31.0519,35.3255,68.2791,57.7241,74.6126
29.5658,47.5948,58.1648,70.6481,70.4077
29.7236,67.058,67.2639,67.7712,71.5763
53.6899,58.3251,44.7879,58.0914,74.236
34.135,71.5798,57.7981,74.2408,66.8576
60.9732,37.339,50.0588,65.5918,61.8688
31.1325,38.3229,62.136,62.7346,62.5868
62.0996,55.6275,49.1917,72.1176,65.7815
37.0758,38.1264,62.7381,65.1489,67.9799
30.3024,51.7378,55.116,71.2785,71.4826
55.6886,43.6417,47.8071,55.8147,76.668
60.934,38.5912,59.272,55.49,74.397
36.5232,39.9548,66.0379,65.0829,57.5787
59.1277,34.7985,44.02,59.7081,66.0188
47.2235,67.302,50.1971,54.8288,63.1171
32.8289,52.3334,57.8851,60.0403,62.541
65.3039,38.6417,74.5829,58.9585,65.1417
59.7206,46.4209,57.818,67.8753,60.6729
55.9699,26.1123,55.9115,64.5839,67.219
52.1039,44.1658,47.5707,61.9566,68.3336
63.8523,41.9769,55.5524,76.6174,65.6258
54.5131,33.8716,46.2129,65.4803,70.2218
68.7495,64.657,55.7031,63.3851,78.0587
29.2861,41.309,50.6705,56.9967,69.3666
40.3313,63.9763,62.7045,60.2131,66.083
25.7494,67.1429,71.9303,50.3333,71.4186
26.32,69.2586,51.6759,72.5507,75.8411
65.7284,44.3448,57.762,63.4915,73.8752
56.6134,61.5089,53.3033,60.0502,66.9274
26.2746,39.5853,42.7885,55.9704,70.6852
26.4933,66.5769,42.9335,67.676,66.4712
58.3749,42.037,65.0442,62.1678,77.7252
56.4375,61.0726,51.1575,61.2514,72.6967
58.6253,58.3265,50.7055,61.6915,65.9593
34.1872,55.8334,48.0938,73.4671,68.9311
29.3918,36.2156,66.7544,57.63,63.3024
35.1461,58.3996,55.7621,62.4627,65.8144
67.7686,41.6284,71.1957,56.4622,67.6077
32.5933,61.5465,49.8497,59.215,65.6009
33.0924,69.5583,62.8415,80.1687,72.0649
61.4221,62.3161,51.8991,60.6828,68.9398
53.7457,68.0085,62.7868,64.2514,71.2895
60.8416,62.8506,53.3191,59.7256,71.0824
30.5978,60.8142,43.5689,64.8389,72.24
53.5963,48.7073,55.5323,70.8802,70.1114
25.5434,57.928,68.3123,63.5453,72.4937
31.0572,35.1687,47.8273,61.6343,69.3446
51.6814,42.6254,68.2575,60.9033,63.2328
60.5735,69.1571,50.4859,69.587,74.4478
38.7248,34.2754,57.5204,70.3889,76.5829
53.3408,57.0004,69.8739,51.8107,62.9364
63.9008,39.7395,62.2411,68.6035,85.5755
23.0157,44.9999,48.6536,69.433,75.2565
62.2398,68.7463,55.2517,66.9522,71.7281
57.9588,64.7437,54.8561,61.0754,65.5303
68.6727,51.3689,65.7787,71.882,70.7678
53.5854,50.4402,48.5897,68.4753,71.9293
61.6156,59.862,53.4141,56.0036,68.7601
32.5199,37.8621,50.7272,69.7691,61.3383
54.8555,43.8556,64.4369,67.7215,68.6507
32.1994,61.406,67.6741,63.0787,65.3103
33.7614,64.8385,55.6343,75.3092,71.8503
33.9325,62.2906,58.8555,66.3758,64.0864
60.7243,66.2696,58.1716,56.8804,65.9696
66.5116,62.063,59.9266,59.77,65.3447
28.7065,48.216,46.7878,65.3465,69.7172
24.8606,62.8365,54.7674,68.4304,62.0747
58.7907,41.7487,56.7882,53.1978,69.1917
24.7862,34.5514,66.4703,53.5562,71.4408
23.8026,59.6065,45.7224,78.0774,82.1581
38.9686,62.6882,59.7717,67.1514,73.7999
24.4086,58.5762,61.8777,62.0414,64.4619
31.9209,46.8565,51.3213,67.6567,68.4645
25.9624,56.7711,46.4654,69.6922,65.5442
31.4838,45.1555,68.5518,62.7024,65.8301
60.9219,43.8894,62.6274,66.0901,76.2985
42.64,34.0897,46.6381,69.3976,72.8374
57.8917,60.6849,64.4325,65.9,65.3487
39.3327,48.048,46.0978,61.8716,64.7354
32.6043,47.622,46.1844,57.3863,65.1605
26.3439,50.477,63.0634,63.1007,73.3052
31.0399,43.4327,61.4352,60.9464,67.1018
30.0525,41.7536,71.5784,60.1463,69.4387
60.3185,43.0586,70.3612,66.4491,62.9007
55.9347,34.5297,60.1637,64.2002,70.5098
57.8422,35.6675,49.5376,57.7539,71.5874
30.1767,32.1826,64.4466,65.7982,67.5038
24.0893,57.6029,39.5302,60.6453,66.1974
31.2373,60.3226,52.8257,71.8757,76.7004
29.3055,41.1622,52.5573,61.2413,68.6889
34.0672,29.1666,55.6457,59.9861,67.9833
62.9458,33.2479,55.4137,53.4441,61.7283
33.3819,34.9525,47.4837,62.105,66.5405
31.3941,37.6583,44.5989,61.7421,70.2311
27.0386,62.2659,45.7269,52.9522,68.629
55.7605,43.4459,42.8239,79.012,68.0923
65.0572,40.9798,47.8453,65.3467,68.4045
38.0165,61.9611,72.7903,71.9261,64.6276
52.995,67.4906,63.9086,61.8058,68.5648
37.3726,64.1871,46.3033,68.8968,69.0812
32.6931,59.0738,42.9701,68.8204,64.2928
27.4167,40.007,58.2904,53.7996,68.7053
28.0406,60.3157,63.4456,61.6723,67.4742
30.5747,61.9197,67.0988,60.6047,74.4739
28.4637,57.9788,68.5008,57.7,72.1289
36.6436,54.2443,47.6268,55.1984,76.1381
57.2623,62.8065,68.3348,50.027,61.575
30.1141,56.5883,67.8618,58.7924,65.8928
37.4782,62.9946,70.716,62.4748,66.6147
32.1469,38.0919,54.7291,61.9755,70.9732
33.5037,40.4581,55.973,64.0708,81.6054
23.2794,62.8268,55.0785,65.1331,64.4961
24.2208,59.9114,59.0259,66.268,73.6382
26.7093,36.4488,57.2306,67.5694,68.3829
58.9473,62.7758,63.7833,70.9605,62.0006
60.9405,64.1389,68.9167,69.0318,71.7105
28.0406,61.4789,51.683,59.6997,68.9833
25.7531,43.1988,54.3684,60.7304,74.2457
50.0104,62.1743,56.652,54.8995,77.8946
26.2189,38.0297,46.5543,62.5953,67.638
56.9007,58.5847,45.6177,64.8414,61.6543
26.8026,60.466,59.5199,61.6756,55.8518
55.2322,37.64,66.482,69.3007,69.7593
23.2841,57.5248,66.8304,63.9078,67.7803
66.7768,67.5509,51.0954,56.3942,79.0585
54.975,64.9721,63.5593,57.6317,69.4393
29.8682,49.7488,44.9894,69.4154,76.0752
55.6031,36.5735,43.6348,64.0244,72.3788
59.6059,40.8519,45.1264,59.7658,69.6108
25.2855,40.9682,44.3241,62.4771,75.4642
64.6733,67.4715,53.7248,74.3304,78.8462
68.855,54.1946,67.2136,69.4002,73.0515
36.4831,36.9959,64.3192,58.742,65.3472
61.0979,44.2636,57.1581,57.7318,63.0835
32.0811,40.4332,68.8208,68.7197,61.6269
59.8969,66.4671,46.9112,54.863,64.8112
66.4748,37.5411,67.6806,65.0179,57.6641
20.3797,35.882,51.9606,79.3496,70.9801
61.0757,57.4027,51.3168,61.5944,71.4894
60.1699,58.7191,58.7744,57.3,71.0481
59.3375,37.9415,64.864,67.1684,62.3936
59.7553,39.4476,42.3262,55.7944,59.2651
56.8613,58.8523,52.3369,69.3599,64.8856
53.6213,45.4189,59.174,50.0515,61.2936
61.3004,72.2572,42.6291,62.8261,66.6208
32.2141,55.3735,73.1145,61.777,71.4334
61.8348,62.3791,66.2845,66.0005,64.5916
61.3797,31.3274,55.6489,71.4797,71.9419
29.4094,61.6706,54.3117,62.4071,69.5575
64.9853,69.3731,51.0105,61.9375,68.0901
62.5935,66.7054,51.1063,57.9735,67.443
63.1829,63.9172,48.9314,72.3607,64.8234
62.1649,48.0078,47.7907,73.3652,76.8318
64.935,38.9742,66.3426,71.3488,74.9486
26.9393,42.4106,41.4655,74.3084,62.7933
22.8613,60.2431,48.7948,71.7834,69.5513
55.914,38.4721,58.2135,55.8856,73.1554
29.4255,61.9067,60.3528,69.8622,67.6778
22.8667,61.2074,65.1298,62.7425,68.3821
28.1892,62.777,55.2685,63.0408,68.1904
24.9805,33.5033,62.1123,68.9806,68.7001
31.0364,33.8018,46.216,61.3616,77.4694
66.5138,58.7,58.0409,58.294,69.9832
26.2096,46.3302,53.528,66.1212,59.6816
38.5752,28.6712,60.1114,59.1574,64.0686
58.9228,63.6658,67.1977,58.2084,73.6614
54.9152,35.626,65.3757,69.5319,65.225
54.4738,39.2056,67.7936,53.9418,81.2128
60.4873,33.7732,59.599,68.7668,71.3134
57.8661,58.2391,42.6763,66.3825,70.4238
34.046,40.1134,53.8954,60.914,71.8057
33.9297,45.0745,64.0226,59.3534,74.0535
54.3587,55.4549,54.2466,59.2007,74.2446
32.2594,44.0489,68.9274,64.3649,58.735
27.3009,44.0478,42.831,57.4474,85.1146
31.3789,43.1379,63.5379,70.48,66.8803
57.8904,55.5149,58.2571,63.1387,70.4143
27.5804,68.7064,51.8783,60.2175,67.8987
31.796,44.1952,45.2846,60.6905,73.2369
29.0272,35.6927,65.6358,69.5248,57.1401
32.5884,35.2216,50.0459,62.7924,70.8413
26.4914,39.5923,43.3881,63.9198,58.3511
33.291,70.165,72.4962,70.5284,67.4084
61.9604,42.2257,46.2039,71.3253,74.3591
58.1139,57.7871,45.3953,66.6619,70.2269
31.2331,63.3364,61.3588,73.0295,69.2711
61.2024,43.4415,56.5332,70.3375,58.5991
52.0814,69.1633,46.667,68.3493,72.882
63.3259,53.7181,55.0157,68.5046,65.7658
27.4378,36.4491,68.2165,57.857,59.7648
54.7759,46.7448,60.449,72.8832,69.6434
27.2862,68.22,55.2877,70.0531,79.0
33.8071,39.4489,48.178,78.3649,68.3632
31.5158,57.1123,65.913,67.7924,68.0769
21.4468,60.9765,56.2372,65.7671,62.669
28.5143,31.7754,66.4712,62.5944,74.7449
27.4156,67.6972,58.3133,60.896,67.9808
61.6004,41.2927,51.5808,58.0789,75.3612
30.9762,65.3377,52.034,70.4276,66.1876
24.8697,41.4383,50.0649,62.1561,70.4209
65.2438,35.1506,43.6154,62.7732,66.1347
68.5884,37.0559,43.0892,70.5129,73.1272
63.0155,35.1468,62.8286,63.9193,62.7717
30.3812,52.1535,50.4526,73.0201,71.6013
26.1279,40.4286,42.8539,71.1856,62.105
32.6791,66.6993,67.1748,55.7282,65.1372
63.1484,53.7247,51.5259,59.8986,73.8791
50.474,60.5402,46.8682,62.8079,66.863
31.2071,65.6567,49.3871,62.567,67.7574
60.2448,66.1874,55.846,63.4301,69.1341
29.958,44.2351,49.4974,70.3807,63.1114
31.013,42.856,52.4515,72.1406,80.8114
29.0873,60.4574,49.2543,58.4916,69.6908
32.8737,46.7302,54.6606,60.9622,62.2345
27.7237,43.3454,59.3588,63.5229,66.0507
55.0137,41.8381,54.0353,55.364,64.9804
30.624,56.5526,66.6587,68.1837,68.323
33.8823,53.0731,50.9939,67.4299,72.0407
29.2335,34.2269,44.0686,61.1726,64.6845
34.8088,42.5377,50.8724,65.7705,68.3455
28.1349,40.0958,65.9366,69.2746,71.9011
21.3251,31.5213,67.1506,58.5112,62.4327
32.0252,54.1996,43.9812,59.1973,70.2624
52.5677,57.4555,44.3783,59.0526,76.0133
37.739,59.2533,72.0587,66.4158,72.711
65.1927,40.7099,56.6234,69.6792,70.5282
23.6799,38.4807,53.708,58.5336,70.1822
23.9248,57.9253,63.7274,66.1183,75.6142
30.8448,46.4276,49.8848,61.2085,74.736
30.1706,27.166,60.3287,76.3094,64.6387
57.1521,55.5805,71.7766,57.0026,58.6844
64.4465,45.3999,51.1623,59.8499,69.4826
19.9888,65.6787,49.476,51.904,69.8729
32.8296,56.9632,64.6535,59.3444,68.6014
57.7166,69.9975,64.8066,63.2344,78.4403
33.5199,61.8112,73.0589,59.9161,65.5923
23.1961,44.4048,65.6036,68.4791,70.1498
30.4044,58.7917,68.7502,64.7575,76.269
61.4642,34.8129,52.7016,64.0225,60.2644
36.2652,61.4164,49.733,58.3383,79.9396
55.0186,45.2242,44.4103,55.4001,70.9
66.0109,61.4692,50.0822,60.8257,66.8036
61.8011,61.7125,54.1422,66.4874,73.0733
30.6995,37.7936,70.6242,62.8994,76.3325
23.9219,67.0568,61.0879,63.2468,72.2405
63.8104,38.5555,68.2801,70.4386,65.2081
55.8413,66.9564,49.6355,67.508,72.7183
22.7222,41.704,68.5934,64.5522,67.7967
64.4942,47.9932,42.1726,64.9279,68.8343
24.9995,46.1403,61.1998,69.4465,69.1414
58.3007,32.4035,51.7381,75.4929,78.1032
59.2754,37.9537,60.5077,64.8026,75.7543
53.7181,60.4563,53.2857,53.76,69.1944
31.0064,56.1841,46.7137,61.3885,68.8587
28.952,40.0764,66.5112,68.332,74.7728
27.8618,65.8549,48.2172,55.2187,74.5834
63.3155,62.132,52.44,70.408,73.546
32.1566,66.0214,59.4561,70.7546,69.2931
28.8977,39.3724,51.6603,69.4733,71.4523
52.2646,34.0984,63.0807,62.5734,68.2154
62.6627,62.8506,47.5325,65.6617,70.5482
59.8018,37.871,63.6381,71.7552,71.1579
26.0572,58.4743,51.584,59.2028,81.4385
27.9791,58.1735,71.4374,67.4313,66.5545
64.0671,57.8878,45.5249,45.6609,79.2339
29.3063,51.9394,59.8851,64.2192,75.0003
63.0908,46.3904,50.4478,62.9174,77.6262
57.8936,62.0634,53.219,64.3238,65.0936
53.9594,31.7724,67.6615,55.0164,64.7221
22.1646,61.6208,50.5816,65.3916,68.0569
59.6061,60.1919,57.7356,64.4962,67.9493
25.8205,63.6851,60.8224,67.7011,68.8617
57.6609,36.9348,52.2235,54.7953,68.6897
30.8704,46.6911,68.6476,67.823,71.3861
40.096,67.1662,54.6319,61.4187,70.9401
65.108,41.1232,44.7612,66.3107,67.1135
54.3952,39.1648,48.5685,64.1548,67.393
48.2897,63.1821,62.7566,48.8467,68.9624
62.923,65.654,64.025,60.2672,68.1725
39.6151,69.129,69.8421,61.2212,68.2297
28.5888,60.624,56.6777,63.1669,70.6287
37.8336,47.8103,67.0919,49.1502,65.8839
64.4516,41.4344,72.2205,60.123,77.3401
59.1357,40.3273,60.9068,58.1591,74.4198
62.3159,53.3792,43.4347,60.9169,63.4923
63.4162,59.6086,43.4479,65.2591,65.2471
67.2046,57.3172,57.5897,61.8596,67.4387
64.387,33.9969,65.2671,57.0879,67.2071
23.6287,60.8726,66.4783,58.6622,76.803
38.0284,42.1249,63.1221,61.445,69.2179
63.0244,40.7237,53.1855,56.663,63.6813
30.4708,62.4498,58.142,59.902,62.7454
32.6654,64.7474,60.612,53.4922,65.8248
31.6569,36.2331,55.75,67.3638,68.3803
67.099,47.1135,58.5566,63.1203,69.7427
58.158,42.4456,54.0916,67.4896,65.0849
30.2196,63.3029,66.7321,64.3068,76.9284
60.5901,41.7201,67.8136,65.8983,64.1176
60.6551,32.6812,56.696,62.4101,70.1304
62.4265,63.3167,55.3328,62.0033,67.8821
62.3358,64.468,71.3007,61.9017,62.8376
39.058,60.96,57.8163,71.8473,65.613
60.4096,37.7071,48.6062,50.3377,82.2915
59.43,36.5505,54.1799,63.8084,73.7999
64.3327,58.0254,59.4704,66.2196,72.7285
65.7852,53.339,46.264,63.1011,61.5127
31.8925,65.7966,52.712,56.7422,75.1375
32.8446,35.1124,54.4498,63.4388,74.8595
22.2421,39.0342,50.1355,67.3387,78.9761
57.1258,40.7779,59.8611,64.3033,64.0809
53.3937,34.933,61.8635,58.4661,70.2596
20.496,55.9859,43.8014,54.4402,70.8699
58.2388,46.1718,59.8032,64.6194,64.5546
31.8489,52.9431,62.9033,66.6816,65.8299
60.452,61.3064,59.0847,73.1643,57.627
65.2696,34.2183,57.3345,59.9474,67.8557
27.8405,62.7056,56.3984,58.5981,68.9583
31.6872,40.705,68.2486,66.66,61.032
32.9206,48.5751,50.7029,66.9345,70.328
27.274,60.5152,60.0514,60.4201,77.9315
38.6548,67.0928,66.2652,67.1891,70.3931
37.7782,65.1577,61.924,67.2515,67.4055
62.9113,43.6842,67.1848,63.3375,75.1107
24.7506,44.0021,57.4044,63.5148,72.4486
62.9806,41.5605,65.2609,69.6025,67.9304
59.1512,43.8383,64.9303,66.8837,67.7809
27.4502,54.592,47.4005,65.5393,61.5012
29.6647,40.7537,64.2998,78.3011,73.0112
24.0014,57.0571,45.9961,64.4676,63.653
68.2322,61.833,43.7541,70.3035,69.2815
62.8273,57.5046,46.8005,74.3599,71.1772
54.9831,57.6017,55.3115,61.5335,71.2893
58.5855,58.6243,57.921,70.0688,70.3812
71.1836,54.3827,55.1923,58.9966,76.7368
56.9663,42.1273,50.9749,67.3772,69.4066
30.395,37.0637,60.757,70.8714,69.7041
29.9307,35.4312,47.563,62.677,75.2088
61.0425,38.2353,58.4012,67.9429,68.197
39.1621,39.9409,63.4662,66.1181,67.037
60.9129,41.0368,70.2785,55.4085,62.6589
74.5082,52.4724,49.5417,63.6512,69.1545
54.197,63.2267,52.79,70.9915,69.2962
67.5415,59.8118,59.0656,63.7351,64.5471
62.2935,64.841,66.0526,58.5114,64.5371
56.9461,65.5866,70.9686,62.4992,67.3435
71.2716,43.7934,47.607,72.1302,70.9769
62.3879,59.8995,58.9602,60.0481,77.8585
31.6843,47.4156,57.4507,64.7246,62.4541
58.9593,42.576,60.7182,66.953,78.9677
52.7625,66.0808,48.3314,69.5818,63.4293
59.114,35.0396,56.808,58.2337,73.963
70.0187,64.3298,51.1464,61.7143,73.169
32.7946,68.043,72.3442,57.3807,72.1344
34.2687,66.2421,51.1929,70.0044,69.1992
37.2437,59.5502,56.7751,67.4695,69.2686
26.0275,70.8271,55.2902,54.5555,76.056
25.4523,34.8965,52.2835,73.6633,70.9477
27.6827,59.2075,53.9376,66.2088,67.335
52.0861,62.9057,55.9822,59.8457,68.8167
55.4115,45.1951,55.71,69.0751,73.8484
32.6242,32.607,44.7032,60.0042,58.2534
31.1184,59.9686,55.598,56.2983,75.0646
32.8271,74.6589,49.6378,59.8757,64.4804
38.4191,57.611,69.0312,66.9863,74.4873
65.2205,65.0538,65.7388,75.892,66.2087
54.913,26.723,62.4372,63.6395,73.6131
40.8343,57.4622,56.6752,71.9443,62.3269
62.6808,61.4141,55.0761,67.3612,73.629
31.2084,38.9487,61.122,61.6077,64.5078
62.9344,38.8362,56.2505,58.5294,67.6982
26.5449,62.9801,43.8378,64.8245,68.2633
61.0245,56.9685,58.8695,61.7303,68.4977
29.4308,52.1628,63.0153,65.2357,64.5471
38.9384,42.8693,47.4101,64.9905,67.4447
67.7496,66.3245,55.7496,56.2857,78.4829
31.8403,46.2892,67.6618,64.527,67.9738
31.5872,42.0349,50.4179,66.476,76.8609
34.1188,41.6551,41.0507,67.2573,65.7226
25.6026,34.3574,63.9409,70.2025,65.3043
30.1407,41.7212,56.156,58.2382,77.5004
28.7236,39.0689,50.0045,64.2292,62.6379
38.1728,41.587,56.3504,68.4877,65.6727
27.0531,62.4955,49.8058,66.7593,68.2232
68.9225,39.5168,50.6934,54.6638,68.3271
35.7808,69.3082,44.3375,68.2287,68.7271
62.1643,38.5215,39.9671,65.0847,65.6748
53.204,62.2,61.0459,64.3614,71.2512
28.1703,43.6419,52.701,61.6704,57.5139
49.3463,59.29,52.5647,63.6951,64.4424
33.6141,43.8234,51.6761,51.193,62.3345
35.1084,40.5557,65.92,63.4889,74.9456
63.233,61.9484,46.5368,71.0319,67.3938
63.1828,39.6519,48.7649,69.4909,76.6668
63.3595,36.2367,47.41,67.8379,70.3447
34.744,36.4297,48.2748,62.3315,81.6067
61.5275,46.5104,53.3,62.5112,60.6156
31.2603,42.324,47.984,67.0948,66.9785
59.8979,65.1147,64.1933,60.6615,67.9005
53.9025,46.9708,66.8961,68.9948,66.5655
63.6186,62.2826,49.3975,61.1277,75.6434
62.1776,67.3771,75.5602,54.4728,62.0552
59.4061,32.9856,62.2412,54.1458,70.4856
55.7309,49.3615,68.0797,55.8404,77.9865
20.7403,44.3159,50.405,51.5571,75.6874
32.8154,60.4528,53.4537,55.2502,73.1892
60.4824,35.5802,43.6787,48.0638,72.4229
34.2261,38.9107,61.4674,70.0337,73.2673
