alpha,beta,gamma,delta,epsilon
-0.3183,6.9052,13.7136,29.8954,36.1833
1.7232,13.0369,19.6187,31.9269,55.2778
-2.1913,10.1617,11.6866,19.01,31.1121
0.6301,11.4023,18.1845,26.5588,45.9252
1.117,16.4175,20.1501,26.3343,29.8939
0.349,11.1022,17.8159,25.9864,29.1021
1.6268,11.5028,21.591,34.6019,60.5133
0.9539,9.6267,25.1255,30.2786,37.2878
1.4484,11.0929,9.8001,37.4353,39.6071
0.5495,9.1557,18.285,26.8522,40.9135
0.4999,13.8647,21.5315,39.0869,43.7487
0.3151,10.2624,15.8433,47.1986,45.731
0.1837,8.8499,13.6507,22.8353,43.6689
-0.7631,8.6435,14.0033,37.5892,38.5508
0.5219,6.866,14.0474,34.8118,35.3411
0.6698,12.2968,29.479,31.0823,52.6144
-1.2956,12.618,16.9186,34.1012,24.141
0.0303,7.1442,31.3213,31.6646,40.894
-0.4429,7.6151,18.0176,27.2335,36.4653
-0.4951,9.568,21.8919,41.3185,35.2007
0.0958,15.9846,30.6064,30.9787,34.4597
-0.0945,7.7779,17.8434,37.2498,40.3516
-1.9631,6.3698,11.845,27.253,41.5618
-2.0857,11.2967,26.5365,22.0957,43.8199
1.5202,9.2464,20.9971,30.6418,38.4997
0.042,8.4985,13.4914,29.5833,49.035
-0.102,13.1317,15.2277,31.3456,57.6513
2.1169,10.1232,18.0107,30.9455,45.8803
0.7184,8.5365,27.087,21.3659,27.7358
-0.976,12.5017,22.7377,35.6161,41.8919
0.0122,12.1762,23.0236,13.0508,34.2385
0.5674,11.6533,19.0963,32.5099,25.3408
0.6754,11.4466,19.8111,21.7685,39.0846
0.9739,9.6504,23.524,31.7766,40.5328
-0.1856,9.7545,18.7222,41.0016,31.1141
1.0241,8.8808,21.0427,23.0732,40.415
0.7364,10.3247,12.095,32.489,31.0202
0.7075,4.583,16.3293,27.1383,38.3142
0.0294,14.3209,27.5506,37.3802,40.8206
-0.45,13.3357,10.0939,34.5742,32.023
-0.7028,8.0772,23.9351,31.4275,30.735
0.7154,8.4233,18.1036,30.4961,31.0806
-0.6708,14.718,26.7594,21.0329,26.2703
-0.3782,15.5802,18.7434,40.0131,61.6651
-0.5368,10.7817,17.159,27.322,36.8664
-0.7974,12.6103,17.9677,19.9248,32.9757
-0.8694,8.3772,29.2288,40.349,52.3163
1.9362,6.0701,19.1723,32.2281,52.347
-0.6083,11.3636,15.5456,22.3361,37.4133
-0.3461,7.3566,21.153,27.7227,41.7802
-2.2289,10.324,13.0954,31.9042,39.9165
-0.871,11.3121,22.0481,12.1014,51.7533
0.988,12.9208,20.1976,27.3608,35.3944
-0.6547,11.9701,15.1188,41.5021,37.5891
-0.108,8.3873,29.2864,31.6999,34.908
-1.1658,12.1474,18.435,29.8934,33.0231
-1.3857,17.2032,21.7181,31.8263,53.9237
-0.2633,13.6968,19.6061,17.1188,50.5359
-0.2942,14.6927,21.0194,30.2699,34.1988
1.3428,11.5197,18.8077,31.4797,37.3092
0.4735,6.1819,17.5228,33.5361,47.4573
-1.6689,12.4528,18.5772,25.358,31.6966
-0.5759,9.6738,22.0039,23.7602,38.4052
2.8953,15.379,13.2198,41.2112,34.4529
-0.1161,12.472,22.912,28.7686,43.2151
3.4265,8.4318,22.2471,30.775,43.2658
-0.1167,11.909,26.898,13.8655,31.7546
-0.416,9.103,18.0765,44.7372,60.9755
-0.2324,2.8658,12.741,5.5938,26.3751
-0.6415,11.5423,29.8136,28.2589,42.2968
-0.7137,11.666,27.6962,23.0339,37.2989
-0.4383,4.6815,27.619,24.8377,41.537
1.7034,6.6178,23.6021,30.7188,40.0954
0.6564,13.5625,19.6634,24.8225,44.159
-0.154,16.252,28.9809,50.2804,20.5584
1.4621,10.2247,25.0129,22.3645,54.7941
-0.6849,13.4075,29.7663,37.8085,36.9429
0.3632,11.3531,14.3737,27.0698,35.5629
0.4776,8.18,26.3923,29.7495,41.0829
-0.4932,9.5262,21.9507,25.2027,53.3722
0.2894,15.991,13.5063,26.0704,31.163
2.9227,9.1092,22.4662,25.0378,42.1353
-0.229,13.2678,20.154,33.5352,38.3989
-0.5005,9.2825,13.8189,25.3902,24.762
0.3786,11.4127,22.7382,34.8185,54.1359
-1.0512,6.2355,21.8555,34.5231,46.9858
0.7234,3.8334,22.5432,25.0037,30.9159
-0.5215,11.589,16.9642,34.8252,17.571
1.2995,10.2101,17.6025,24.9585,43.9518
-0.0939,6.54,18.8179,33.9139,37.2359
0.2756,6.5388,9.7915,39.7226,49.7876
1.0326,14.1488,34.6005,36.8959,26.7932
0.1335,15.0306,21.7052,25.9921,40.9861
1.5118,8.7105,16.9517,28.5379,59.0042
1.8033,9.139,21.6569,32.8498,42.8271
0.7353,13.0755,20.5299,27.1517,44.1112
-0.0983,4.2736,28.0416,28.9597,54.0525
0.7241,11.2598,14.1162,24.9945,51.9378
-1.0821,12.541,14.5662,30.0549,35.2757
1.2175,11.1886,16.0961,29.9176,42.6016
0.1005,11.7555,22.0856,27.2376,44.1784
-1.2997,10.0264,19.9561,31.3916,51.3344
-0.6807,14.5737,14.711,26.2817,43.2716
-1.3829,10.3766,15.2308,18.9942,27.2109
-0.3,11.3446,21.4668,29.4991,30.7383
1.29,4.2098,16.8642,23.4325,29.3788
-0.1592,10.7299,31.4229,35.4979,47.2843
-1.109,6.3898,14.7744,43.1323,44.6145
0.2238,11.189,18.4749,23.2401,47.5207
1.1295,8.4414,13.5983,45.5155,32.6254
0.1441,15.4781,17.1171,36.5161,37.4246
-0.6815,6.1003,15.7587,35.5228,26.097
1.0174,12.8505,17.314,26.5605,48.0606
-0.9759,10.988,4.1969,29.9712,52.3298
0.6742,7.4563,17.9774,33.7552,45.6056
-0.3255,12.7886,13.8179,38.0423,43.1123
0.2975,10.7914,25.1368,24.2728,32.6308
0.4411,11.1804,16.9839,15.3414,31.9934
2.3157,14.8052,14.4254,39.0215,20.1558
-0.6528,14.3037,18.4783,33.0797,14.8157
-0.582,5.683,23.065,34.0493,37.4628
-0.9212,10.6763,22.4055,24.2756,29.3905
-1.6829,10.8168,22.8447,25.6846,51.3381
-0.5445,7.654,25.3894,26.4276,48.228
-0.0026,10.3124,22.4272,36.644,34.6413
0.4663,13.8302,18.74,40.0487,54.1882
-1.4407,6.0728,15.2106,39.2637,24.517
-1.4092,4.3347,18.0047,19.8045,41.8363
0.7472,8.7828,13.8466,28.0237,51.5888
0.0525,4.9091,8.8109,23.2055,52.6324
0.77,12.3654,13.2085,28.6529,38.3212
0.0753,9.7607,15.1545,37.4883,36.1217
-0.9969,7.2331,27.2634,30.9164,36.0615
0.7496,12.5365,13.7481,28.5345,51.4302
-0.3715,9.2754,11.9914,27.8057,43.4136
0.6873,4.5651,21.8686,34.2942,33.3105
0.5797,7.6907,19.6121,31.6238,39.1065
-0.4031,7.639,27.4714,21.3906,38.551
0.7601,14.6745,14.5645,41.6368,49.1865
0.8418,9.7603,26.0546,30.6051,37.826
1.0636,6.9865,17.8942,40.149,26.0551
-1.0648,12.2975,23.1725,30.9071,39.4154
-0.0046,9.5033,14.0587,31.5502,44.2549
0.7201,9.4944,21.6625,27.5871,45.7446
0.7286,9.3034,20.6619,29.2482,31.2393
0.0932,6.733,21.8752,43.0271,38.0076
0.5936,18.5926,26.2131,30.8243,30.8825
-1.7061,11.2276,24.7486,32.029,36.4815
-1.9863,8.8529,24.2512,37.2651,50.5129
1.6659,14.3669,24.5554,38.1775,41.5409
-0.2395,6.2569,23.3879,36.9308,32.7393
0.1819,8.4705,29.8627,26.6434,24.7868
-0.7098,10.8258,18.686,29.5992,47.7824
0.3272,7.6856,20.1426,32.9586,46.8104
-0.1795,11.4918,11.5546,38.3492,41.7083
1.5432,8.3035,8.3292,20.731,41.6714
0.7997,8.711,19.2778,26.3384,24.7007
0.0126,9.1314,23.0382,24.8142,43.9039
-0.7591,12.1062,17.1372,23.5102,38.7251
-0.416,9.2584,25.5009,24.8566,37.9924
0.7773,10.641,12.3721,24.3196,39.1672
-2.0089,16.3732,16.0235,29.7314,39.919
0.5892,7.6464,23.1446,19.4519,24.8841
1.1829,7.5039,27.8091,44.5405,25.473
-0.0098,8.1134,14.4559,26.0519,38.6185
0.6018,12.3457,21.2736,27.4388,22.7536
-0.1424,9.69,19.3074,28.5332,24.7599
0.2605,14.5825,23.1601,38.7749,27.7407
0.1702,18.1531,11.7102,32.247,37.4773
-0.2543,11.3014,28.3561,33.0677,53.3503
0.3907,12.7027,22.3361,31.5593,24.7909
2.6847,10.9742,24.4939,16.5194,36.1689
-0.7732,10.3403,15.0516,20.8862,34.8974
0.8612,9.7029,15.0849,36.6886,46.9856
1.5856,9.4793,21.6217,30.84,44.4805
1.8018,6.4068,8.6367,35.9908,35.0149
2.1007,9.8858,31.1054,37.753,48.8936
0.3546,7.4012,25.8959,40.054,44.2165
-0.166,10.8088,11.6422,37.4702,38.9432
0.6405,6.7598,15.3288,35.4124,36.5019
1.448,12.3906,12.2521,23.5375,39.1836
-1.2151,8.693,23.0617,31.4661,44.403
-1.4293,10.6521,25.1186,30.3196,36.7621
0.0629,9.865,27.4665,39.7106,37.0965
-0.1016,10.4777,15.1804,36.5522,38.8284
-0.5646,8.0792,31.8662,33.067,52.0903
1.1691,11.2038,24.1616,27.0248,56.747
1.5568,9.3728,19.383,22.631,39.964
0.5099,12.1338,17.5577,37.6389,45.6578
-1.2745,8.2314,18.993,38.0564,38.3411
1.0018,7.3155,15.0326,24.6833,35.2694
-0.8248,8.8586,13.0834,23.7588,42.8488
0.6364,8.6169,21.885,34.3156,44.0234
0.3645,5.1149,22.2601,32.6246,38.3784
0.4816,12.662,21.7187,26.75,53.6348
-1.1713,14.9977,26.0675,39.5507,28.1709
0.9747,11.7448,16.1012,26.7403,40.1458
0.4531,10.2999,21.7541,27.0701,56.1987
-0.1927,7.4591,13.3447,25.5236,39.1459
-0.11,11.9185,22.0192,31.3113,49.7593
0.4606,8.9284,20.3807,38.3871,41.8463
-1.2684,14.0211,16.457,27.8844,54.9369
-0.4453,6.8044,22.2733,37.8145,28.2538
-0.1939,12.5712,22.5978,28.1835,47.6956
-1.3835,15.9989,23.7864,40.428,45.0668
-0.6704,14.3834,29.3797,34.7397,35.0822
-1.461,6.4333,20.0918,33.839,41.5228
-1.49,7.1558,12.3552,12.3483,38.9096
-0.6553,7.5951,24.9284,39.9721,67.7149
1.4352,14.7612,16.5814,37.7407,41.6736
0.2228,18.7149,22.7903,31.9138,36.3089
-0.6445,10.3724,17.5445,45.4788,29.0721
0.1195,14.5342,31.7473,30.9259,33.1652
-1.8386,6.2683,17.4415,37.633,47.5038
-0.0498,10.77,15.933,22.3612,63.9923
0.8267,15.9183,23.8959,28.8309,57.7486
-0.2283,5.9867,8.9756,23.5433,33.7943
-0.6878,14.4878,23.8611,42.621,39.2892
1.5735,10.1161,22.6694,30.4202,47.1018
-0.3291,6.0654,20.8572,35.7577,55.0622
0.4204,11.7084,17.6143,21.44,38.3984
1.0173,10.0465,24.7515,28.6348,39.0581
0.7457,9.0657,7.3268,38.9078,38.0835
0.8632,15.5672,19.9449,35.4024,44.9583
-0.3747,12.3417,20.8864,31.2649,52.487
-0.6485,12.853,19.2833,23.5303,29.7662
0.7053,3.9382,13.5178,22.7836,36.6454
0.3775,12.698,27.4475,38.2715,29.8264
-0.4702,11.7021,17.8343,32.0237,49.3448
-0.171,19.6299,15.7869,48.0149,34.0282
-1.0885,8.4038,20.3002,27.1211,30.0392
0.0272,16.006,19.6374,29.7223,27.6384
0.5812,14.3585,32.4458,12.6867,38.3008
-0.1665,7.4064,29.3495,22.164,37.7092
-1.1535,8.9935,14.0483,25.8912,30.9125
0.3169,9.1765,11.5882,19.4856,49.9531
-0.415,11.2874,27.0053,23.3415,30.0146
0.2345,6.2131,13.0804,36.4368,48.2777
0.091,15.6511,24.9855,34.2985,33.8483
0.7544,14.0187,10.0946,24.7169,36.7318
0.8789,14.5778,18.7618,30.981,29.6506
-0.4391,5.7039,23.4076,24.0653,40.9705
-0.174,14.1615,17.0722,34.591,41.2717
-0.0725,10.1186,17.6136,26.59,37.5853
-0.5916,11.0184,14.9401,24.8823,51.9255
1.3604,4.5902,17.4593,27.7279,42.4437
1.0236,9.2822,22.001,35.5821,53.3427
1.5918,6.3248,16.2913,44.456,33.5296
0.6631,9.9957,29.6651,30.3727,31.0988
-1.1393,4.6035,17.0137,25.5471,46.0391
0.3987,7.0349,17.682,43.8846,32.7893
-2.7202,16.8561,10.5623,34.0001,41.4336
0.2727,12.862,20.0304,29.1766,35.9343
-0.8215,10.1803,9.3024,26.5911,34.5165
-1.306,11.0388,17.6643,26.7244,46.8728
0.6424,6.9657,26.0769,18.7151,34.72
1.3818,9.7746,16.6333,31.9983,31.8917
0.0728,10.701,19.56,41.7026,33.3457
-0.618,8.7001,17.8334,17.5645,39.3302
0.3493,8.0053,23.8982,18.5386,32.9008
0.8926,10.7674,15.8542,21.9425,40.1425
1.7176,3.8929,20.8623,29.4864,42.8697
0.8112,10.963,18.1822,22.5239,38.5778
-0.2502,6.2005,26.3558,14.0115,51.3772
0.5797,8.6259,20.5166,28.0889,45.7345
0.779,7.4432,16.2672,26.9361,42.3311
0.162,2.1757,20.0517,23.2679,24.4803
-0.1514,11.4826,22.8759,40.7877,30.7287
-0.5479,9.0845,8.6012,27.1572,36.6386
1.0044,11.3344,13.7052,22.027,31.5853
0.903,16.7684,11.1202,21.5386,44.7321
-0.3156,6.2954,19.9311,21.1088,35.1916
0.4849,16.3574,18.4133,35.1106,51.0651
0.9644,9.3458,16.595,31.5194,46.5275
-0.2902,15.4524,19.2529,43.5191,47.7536
0.2926,4.4188,24.2451,33.134,40.4797
0.2946,11.4623,18.3766,41.2874,35.9949
-0.9165,9.9097,21.1416,30.4006,54.1683
0.7258,7.8502,22.0141,28.2187,45.6381
2.0448,7.8018,19.2033,26.2429,45.1723
-0.5493,15.4871,25.787,29.2593,57.7332
1.203,7.3945,21.3923,37.1315,36.5482
0.0329,12.6071,27.8784,35.7949,49.351
0.4303,9.4457,21.1564,33.2855,51.6139
-1.4908,5.8536,24.6309,22.1885,51.1057
-2.0073,5.4854,22.5531,40.2644,42.7405
-0.3105,11.847,18.7069,33.6819,44.5196
0.2157,10.1201,16.8459,24.3431,35.9327
0.2238,10.6649,16.3701,21.943,32.1768
0.8142,7.9756,14.6794,20.3864,28.2992
0.3204,9.2229,21.6246,23.6065,64.1917
0.3208,10.6958,19.3881,28.8754,29.9832
1.2566,9.3379,21.2355,22.6417,48.5574
0.6423,6.6638,19.6944,19.6646,52.5492
0.1275,10.3871,16.067,37.7045,34.5102
-0.875,3.5052,25.9176,21.5017,27.0891
-0.9036,16.8673,21.3666,35.9682,22.13
-0.5554,12.8051,2.6521,19.3955,39.3371
-1.7661,17.6517,22.0671,24.9187,40.296
0.56,3.7077,16.7628,25.95,45.0054
0.398,8.9288,13.2624,25.8361,48.7083
-0.5591,8.2478,22.8114,12.8852,42.1403
-0.3961,13.3123,21.2403,33.1063,41.551
0.5262,13.4613,27.8909,23.1932,23.0925
0.0209,7.7492,22.6814,22.9927,56.7839
1.1289,14.9594,17.4849,31.4713,53.0987
-1.7185,8.8007,15.2166,37.8835,31.0629
-0.2006,4.8353,15.1695,46.0767,37.8248
0.6113,4.9207,17.5031,31.5692,36.7317
-0.1048,17.0794,24.1622,28.4945,34.1897
0.7361,6.2756,19.793,44.7631,49.6023
-0.6573,10.3436,28.1036,28.5729,32.8306
0.7094,12.9611,24.1525,27.453,51.1503
0.1533,6.7389,21.1416,32.5988,40.5884
0.3866,4.7668,15.3175,22.988,54.5717
-0.2307,11.2221,21.7923,39.9425,41.7326
-0.8238,11.4706,28.6463,31.605,44.3011
0.241,16.0272,20.7826,26.3599,29.6131
-0.8105,12.0943,21.1793,45.3468,45.3885
1.6441,12.309,16.3364,29.9448,41.6032
1.022,12.5143,20.9269,19.2444,44.5305
1.4947,9.4322,30.8883,34.1504,45.0941
-0.1596,16.1544,19.6095,35.8819,36.1494
-1.4538,11.322,20.4579,37.0939,39.749
-0.8411,9.4967,19.4474,27.9365,57.6347
-1.8777,11.1803,12.0688,34.4246,37.9111
-1.2783,13.015,21.4276,35.8986,30.4807
-0.1342,10.1085,16.6991,28.8469,40.9874
-0.3889,5.0356,17.359,49.8945,26.9786
1.315,4.9862,29.4272,32.8156,37.2328
0.6354,14.2041,16.8501,22.2181,32.9254
-0.8498,9.3421,17.3691,28.5888,46.3784
-0.1195,9.8799,13.7657,30.1789,44.0093
0.2914,12.6066,18.6824,25.5835,31.6684
1.5548,8.0868,23.6924,22.1068,20.8649
0.6447,17.3199,15.9507,27.6984,48.7385
-0.5502,6.68,19.0383,30.0063,35.1206
0.8366,5.9158,23.3069,27.8238,20.2528
-1.5751,10.8475,21.5366,31.8285,63.0883
0.5286,8.5796,20.9847,34.9081,38.1433
1.4524,10.0104,11.1745,32.9384,45.7496
-0.1808,12.9916,13.8774,25.3498,37.7223
-0.9764,10.8971,15.2498,26.3993,48.253
-0.5764,10.817,20.2355,29.1897,18.5827
-0.0765,12.0195,17.1227,16.9813,46.0519
-1.147,12.0091,20.7535,35.2987,39.5154
0.8774,7.2331,18.9642,29.1665,59.6469
2.0036,8.0132,20.2782,24.1956,42.453
-0.0911,13.5911,14.7486,27.4961,46.1621
-0.4576,6.1146,22.6761,33.3765,22.2516
-0.8655,8.6026,14.5945,13.4259,32.2308
-0.5994,10.581,19.7519,33.7629,40.7643
0.2874,10.9008,32.0451,25.807,48.5823
0.2315,10.2817,26.7049,19.2985,38.6888
0.1357,8.5065,18.3704,27.5767,39.5156
-0.9282,12.0051,17.8628,26.7534,32.4082
0.052,12.0491,23.7136,27.5647,37.8264
0.2709,10.5744,12.0928,32.1886,32.4524
1.0379,8.2367,7.4074,29.1654,40.2387
-0.7934,7.3975,25.1901,31.167,46.064
-0.4681,11.1484,22.4103,32.935,37.5061
-0.0512,6.9771,23.7218,43.1287,18.5038
0.8871,12.2924,17.1097,21.0439,43.0969
1.1587,7.4419,15.2133,19.4029,32.43
-0.2097,9.1256,13.3667,26.2578,56.9116
-0.3511,14.9985,17.5664,31.4675,32.4786
0.711,9.8279,22.9414,45.3562,35.3148
-2.6005,3.3971,23.2744,36.5323,57.5725
0.8225,7.6999,15.8902,38.0645,37.2908
-0.6147,15.0127,15.6754,39.4649,50.9169
1.2407,8.7263,26.7736,29.1581,38.5578
-0.5413,8.6125,22.3579,27.8099,43.7968
-1.0418,11.0984,26.5172,29.4227,41.5566
0.2216,4.4206,23.3726,25.4807,49.6599
-0.1061,12.0071,12.1485,24.6953,43.8395
-1.4378,7.1713,24.2278,37.454,45.2178
-0.6972,17.6095,17.5414,30.8269,36.9415
1.3218,15.7325,24.0287,25.0857,46.3294
-0.2509,12.2979,16.3864,29.4732,51.5948
-1.2504,9.031,24.406,23.6297,41.9977
0.0024,10.2534,15.4516,20.3881,43.9344
-1.3223,8.0548,20.1416,35.4076,43.0609
0.7556,7.5954,15.8308,27.4782,32.9162
-1.4539,9.3624,12.2761,31.8297,44.8533
0.3409,8.9517,25.4524,34.5709,40.9925
0.4957,11.9369,22.6288,29.6322,39.2374
0.708,8.8117,23.496,23.0869,51.412
-0.3009,7.5466,24.7143,28.7532,56.8656
-0.8303,13.0583,26.2487,23.9605,57.3595
-0.2366,7.6306,20.3818,30.6256,38.1139
0.1705,11.8311,23.9647,40.8996,36.8459
0.758,6.351,26.4765,21.6605,28.6117
0.7788,15.2267,16.7767,36.7983,35.6347
1.7392,13.801,15.5094,29.0763,44.0097
-1.1139,5.0533,26.2538,34.3603,47.519
-0.8958,10.2466,18.2824,42.7636,43.2377
-1.647,15.0304,18.8938,34.4476,19.5588
-1.4511,10.4829,32.5003,38.5313,39.3126
1.8526,6.545,14.3746,32.2042,42.8984
-2.0915,11.8171,20.5281,28.2168,50.9231
0.2521,10.6213,19.1811,35.3615,43.7116
0.1071,7.9051,20.7612,34.9179,50.0721
-1.0152,9.0709,23.2978,32.8521,25.1426
-0.7823,7.9893,20.664,35.3047,32.6658
-0.3022,7.4607,14.9568,27.7623,38.1632
2.0038,8.9251,25.8258,28.9903,41.6752
0.5749,18.3686,19.0248,34.1583,37.3798
-0.1664,8.0138,29.0068,29.726,27.4944
0.755,5.872,20.9583,45.0504,25.8229
1.8864,11.2118,20.6984,38.0617,49.2901
1.3657,10.2063,27.1909,38.8812,40.055
0.1555,15.4942,19.8756,28.459,35.3086
0.3424,7.387,16.2736,23.6934,23.1069
-0.4721,8.8856,20.7844,28.7788,48.6255
0.6439,11.3615,19.9656,20.4409,50.1064
0.3744,7.3889,8.9137,29.5407,33.0718
-0.3778,6.3339,22.846,34.2661,30.8682
-0.0626,10.7032,17.5868,41.9626,41.6601
-0.0467,3.3509,20.497,28.2969,39.9889
-0.0739,16.4004,17.2844,31.8827,45.4985
-0.1468,11.6954,20.6107,25.8809,38.0467
-1.1692,7.8065,13.3471,30.3978,42.8836
-0.8998,18.0702,14.3363,33.0469,39.7175
1.1552,6.6744,19.6817,30.2617,37.0245
1.6045,5.8258,23.7781,34.8263,44.8619
0.4094,6.4754,21.1532,30.4114,35.3259
-0.6547,8.1536,12.1312,37.4325,48.9324
-0.4741,7.8753,20.8961,21.0325,40.7492
0.549,14.3231,20.855,36.936,40.617
-0.1007,8.8634,19.1832,31.7821,37.1173
-0.0681,8.9225,13.1049,26.9021,39.7333
1.8536,10.7739,11.7727,30.9924,36.7924
0.4738,8.1883,25.9145,36.4084,28.1451
-0.6224,12.6013,13.8713,32.234,30.5281
-0.1549,13.0884,16.1902,34.6762,42.1639
-0.9802,4.5278,23.8641,22.1764,46.6489
-1.5396,11.6313,18.0707,24.0208,53.7123
0.0621,10.323,17.5424,26.2023,32.4569
-1.4006,11.8428,23.2758,26.2851,55.7652
-0.204,16.3088,12.5136,18.6785,38.5659
0.6134,11.9695,16.6186,25.3003,27.0374
-0.9074,15.5564,23.6387,34.8646,29.5383
1.1562,10.0282,20.6149,32.6713,27.9505
-0.5731,14.2676,13.0446,20.2473,47.7257
