alpha,beta,gamma,delta,epsilon
64.7973,72.5558,68.6786,109.8742,112.0733
70.1695,81.9989,83.2889,83.6135,110.3127
77.4571,57.299,94.8096,95.2465,116.3731
79.5571,82.8673,88.3276,105.4092,118.9755
69.2375,81.385,95.1987,107.5619,104.1942
68.2418,67.3531,95.801,100.9866,100.9428
70.1574,83.2352,95.5094,106.0249,109.1916
72.6022,88.2891,94.4271,106.1424,98.0112
77.5468,72.1135,94.8334,78.1122,117.1853
79.3419,69.8475,76.2109,88.3438,83.0794
76.5271,81.2785,75.6278,105.8146,118.8629
72.8823,75.5115,72.0751,104.1758,118.303
73.3856,81.566,85.4221,109.2277,98.0284
69.7299,84.8968,94.4904,95.9818,114.6574
79.4647,76.0936,84.1764,91.9422,86.4028
65.6778,80.4674,92.7991,102.7286,101.3358
78.1927,77.5625,85.6028,97.6851,105.1725
71.3994,74.0258,93.2106,107.3689,118.654
63.5207,81.0028,88.9568,98.4902,119.2771
76.9385,82.1901,99.1574,90.3441,108.3456
73.0225,83.2536,85.5575,97.832,115.1209
77.5991,83.4715,94.5204,83.5088,119.0063
68.8723,86.7005,95.2084,92.3437,86.7221
59.7091,85.8447,94.8023,86.8965,112.3999
69.9426,84.3633,80.1263,87.3023,105.1745
71.5907,79.0506,86.4684,101.779,111.7881
66.7715,74.6434,88.7183,109.3469,114.2743
65.9638,82.5638,97.2598,108.1269,114.7271
75.4386,77.2647,88.0235,83.4591,102.5998
70.3993,78.728,93.9862,103.5181,107.0997
66.2021,78.7418,91.2771,93.6579,118.3021
77.8334,87.2905,91.9442,91.3345,110.6866
72.1094,74.6306,78.79,103.0952,116.0011
77.8536,76.549,73.519,104.1253,98.5153
73.9897,86.8151,62.7777,98.5621,97.3451
72.9804,85.6906,97.9535,105.6297,98.2828
75.1646,75.4116,92.4258,107.0415,93.3243
78.0644,69.4091,74.5265,94.3177,85.2476
77.4455,64.7302,55.5548,89.2107,113.7462
79.7714,81.4545,84.5879,102.6215,115.5761
71.749,84.5431,78.3703,101.3159,117.6654
67.6193,85.1715,88.9842,103.3976,118.9067
78.7106,88.0214,94.945,108.3048,119.615
78.7494,69.7303,83.0226,92.8243,107.9715
76.0731,86.8271,95.4075,94.1864,103.6515
78.9523,83.0173,85.6428,99.1662,119.7803
76.9993,87.3705,95.6432,102.0801,97.8596
63.9732,87.9388,91.7552,97.0274,115.5785
71.3519,66.4926,78.3211,103.551,103.1661
74.9561,86.1799,96.1333,87.6244,114.7042
67.0169,66.1179,79.0572,87.1314,118.5437
71.7728,79.7624,96.0795,97.3263,103.9333
77.2406,88.7228,89.3546,100.8358,106.5701
57.1167,87.8719,90.0728,86.307,103.5198
76.3339,82.7689,98.9796,99.2174,113.0826
68.006,84.2242,78.3868,94.129,105.9219
76.3234,81.5043,70.9768,99.5185,101.9818
70.4529,80.8182,90.9804,84.6308,71.0454
76.8907,78.8099,93.0537,92.6935,118.8402
78.8539,57.045,94.6964,84.7737,108.3734
79.7024,85.5232,95.8971,103.5362,107.9197
71.2839,86.9766,83.8562,95.6354,109.4179
77.7371,89.416,88.7238,108.7242,113.0577
78.6554,79.0589,93.8085,93.4297,93.8691
68.4176,80.6264,75.7402,96.7652,106.8045
78.2237,84.1138,89.0927,83.8278,87.3608
57.0374,89.54,87.803,79.7506,94.5288
70.3526,84.6785,89.244,94.2819,109.1228
69.8003,83.5484,78.897,92.3901,92.1692
72.5607,88.3288,91.7803,92.1327,104.6331
73.9734,81.5368,91.3779,92.4285,103.2413
67.4568,80.1091,86.6778,101.1255,110.0855
63.4002,73.7923,93.3351,99.1448,103.6481
61.7965,84.9115,83.8886,72.2258,111.6466
73.8486,82.7685,85.9709,98.225,100.5208
73.5585,86.663,95.8679,72.636,95.1857
75.8286,86.4175,86.4172,81.9,89.2842
78.0273,81.3808,99.9211,91.7772,93.8938
76.9426,78.7918,78.7785,97.1728,110.4978
77.7572,78.4002,74.303,86.9362,100.8306
76.2919,88.1551,90.4518,75.6335,107.537
77.7647,86.8629,85.2855,102.7485,107.311
75.9697,88.4852,90.6454,94.2332,113.8106
75.3418,75.5094,90.7772,73.9685,118.8091
74.486,76.354,80.3547,102.5714,98.6493
67.8349,81.9596,91.4448,77.7279,106.0047
75.0572,84.2519,96.1031,107.1967,91.8444
79.973,87.3901,75.6042,108.8749,119.2218
67.5607,68.8174,97.5207,95.4079,87.5418
73.4216,87.9658,96.2998,103.8894,110.085
78.4756,84.3408,94.6155,101.5562,106.5213
72.8802,86.6996,99.1555,74.3425,111.1729
75.1899,80.9388,97.0609,109.9893,103.7062
69.5328,82.8296,98.761,106.3144,102.3834
71.0597,82.3668,91.1244,99.0179,109.8736
61.0693,79.048,99.8059,105.0453,106.8548
70.3151,84.8923,94.371,102.5412,108.0486
77.4339,73.6105,90.012,96.8882,116.0422
77.8858,78.7147,99.1208,96.7946,93.232
72.3745,83.2452,84.7232,98.5434,105.0196
74.9663,78.9843,87.4776,102.8546,77.6251
74.4396,68.9019,96.7857,108.4478,114.7876
78.9449,83.8222,96.6913,80.1696,115.5233
65.7835,84.7301,99.1718,83.0701,97.7288
79.4668,72.8477,98.2733,102.4371,109.0491
79.5983,86.0893,97.9825,107.8167,114.9487
75.7738,76.0109,93.5436,91.2523,99.9421
73.462,89.4797,92.838,107.0978,113.017
76.9095,83.1067,90.8693,104.035,108.8445
61.0557,80.7507,71.7562,100.8478,113.0504
76.5824,76.2632,92.4253,105.8258,108.3096
76.0872,70.1328,79.5266,91.9322,110.0746
77.9347,63.8525,94.14,86.2611,117.314
66.362,72.2505,96.81,97.7428,119.8534
66.8357,87.2451,89.5199,87.4068,106.0671
69.3445,70.4476,95.5949,102.0236,104.1959
68.2523,74.3478,71.2419,95.5554,104.4943
69.127,85.3549,93.3728,94.393,107.0067
72.2239,81.8162,88.7849,107.151,118.5811
73.2415,71.5825,91.2192,105.0239,66.7862
79.1392,71.9259,87.5694,80.9476,109.3792
79.5963,87.8767,94.743,108.9477,101.2353
79.0341,81.4987,93.4079,92.2975,119.8733
79.8481,79.5776,99.9301,97.7064,111.0418
68.1995,81.1267,74.2494,87.2332,119.9518
76.1193,86.8546,79.0681,99.8772,102.5086
69.385,82.5797,90.5283,84.3057,104.8838
76.5325,85.65,83.1848,87.1388,118.3652
77.0157,88.3043,76.0074,104.2892,95.9204
72.0901,77.1658,85.8799,106.6183,101.7295
68.6088,79.105,87.7664,98.6309,109.0379
74.5312,88.2703,99.2811,80.5256,114.0708
70.081,84.5374,99.0591,88.5842,102.03
73.3315,49.8755,97.7429,90.7137,119.1319
77.3,76.2578,94.935,85.9776,90.4302
61.167,74.2137,90.418,100.6227,100.6811
77.9123,78.9212,93.4254,81.9427,101.6612
76.036,82.3376,94.0994,109.8696,110.4229
69.5253,85.9082,95.4138,95.1657,115.1637
77.3925,84.3449,77.4401,103.2004,115.1279
78.3211,88.8612,79.5129,107.1384,114.3544
76.104,72.8805,86.0836,83.9042,105.8418
71.5357,77.4167,98.7271,109.5971,95.9383
67.4409,73.3072,96.3499,108.4602,109.1352
79.0241,66.4013,90.7245,84.6535,83.9934
78.744,72.0171,99.6685,106.175,115.3426
68.6316,88.3864,86.6201,102.3312,83.2676
72.484,79.4242,85.2018,98.4915,104.818
71.67,78.9061,88.6359,103.5722,109.7269
76.7359,69.1373,93.8684,98.6622,115.173
58.4554,86.736,66.7249,101.2367,113.577
75.6202,78.204,81.9413,81.2326,105.6887
79.832,82.0466,82.9539,91.4789,118.1215
75.447,87.2766,98.2113,74.0257,116.3362
74.6219,85.6905,86.4443,92.6003,111.2477
77.7653,76.8095,83.3555,89.8146,97.2196
78.6183,71.6727,86.5716,88.8844,99.9761
72.9003,87.0866,76.7534,73.8575,106.2633
75.5419,72.0778,75.723,106.746,109.7038
72.0463,78.5387,89.4529,88.7637,106.5754
73.0866,87.5972,91.7406,91.7393,93.6091
71.4766,88.3375,91.6725,96.1658,117.1364
62.6923,82.13,98.7413,86.2878,110.0915
76.7876,84.2102,88.7122,102.2501,91.2677
62.2328,87.7931,96.4718,107.8933,113.8082
57.8881,86.4836,88.6339,89.0495,103.9435
77.996,74.6905,94.8572,76.1879,119.9996
78.8743,85.0737,92.8343,109.9638,107.2388
79.005,81.5637,90.4089,82.4987,96.5413
74.4738,72.0535,89.3251,108.8381,112.9559
75.2044,55.0367,77.4419,107.3486,111.9693
75.6819,85.0251,97.8514,102.7592,119.6964
79.1168,87.8237,84.9745,109.8547,96.2272
67.249,84.9282,86.0431,98.2056,109.6144
71.3472,87.7788,85.8581,103.3209,107.2363
74.8075,88.3113,82.2346,95.0522,99.206
79.4374,79.1692,78.7272,93.443,113.081
74.4075,73.4863,75.7121,95.3822,117.8326
69.9195,77.1981,97.8361,108.4368,115.7044
67.6433,79.5483,70.8751,95.7815,102.3805
76.2161,89.8436,89.6352,102.2095,112.8022
76.8996,72.1012,92.5882,103.3395,106.7387
79.1243,70.8668,68.4942,86.1731,110.1221
73.2187,88.224,99.7289,104.1628,92.4945
71.2707,83.6002,99.4222,97.2487,95.1194
79.4244,82.1806,90.7271,108.6773,108.7963
69.0476,81.0725,84.1838,98.1898,109.2168
75.7077,82.6547,97.3373,105.7485,109.926
79.0625,58.4286,91.1072,107.6232,117.4817
67.6209,77.2163,86.5101,99.686,91.2068
71.4262,75.3576,98.6426,106.5904,115.4379
68.2571,88.4423,91.7738,101.3878,99.2833
64.6133,80.4003,93.5832,108.5802,118.6536
64.592,78.0946,93.8219,96.4831,106.9155
56.6829,76.2448,93.4238,93.9193,116.3608
70.7354,89.022,80.6132,106.9076,110.2949
77.7596,89.085,91.1239,99.5135,102.3723
69.6215,75.235,88.3011,97.4552,105.2254
71.2685,68.8278,87.0945,89.6374,108.8438
66.7684,80.8455,98.9743,101.2231,92.0476
64.6368,76.8033,80.2266,89.0063,79.1796
79.2902,88.6439,69.3908,98.6449,71.3642
56.246,71.5812,76.7706,98.1709,77.3934
79.4356,73.6923,96.5191,105.4986,118.9075
55.6258,68.1103,89.8857,100.9209,113.8196
75.2241,83.3818,79.7686,107.0411,109.4732
66.8921,72.8777,72.002,73.1654,92.15
79.1479,85.8494,99.2619,107.2129,93.5389
66.0164,84.1837,86.4027,89.2479,84.4245
75.9431,86.8283,77.9995,109.0921,107.3488
70.5786,87.6388,91.1909,97.0236,104.5377
75.3561,87.019,94.5853,94.5075,105.4096
78.3734,72.8758,97.4892,104.7718,116.712
71.9575,77.1027,95.8617,91.6089,116.224
78.9313,68.177,91.2793,109.665,113.2201
53.3284,82.9258,92.3001,93.7574,100.8462
75.8568,89.8939,98.7484,109.6568,104.3922
68.1725,88.7391,97.9737,98.5965,102.4713
65.0677,78.8523,82.0535,98.3138,113.528
70.7898,83.5651,88.3367,98.797,105.6531
70.1721,85.2104,92.1574,92.6321,93.3588
69.8614,86.2577,86.7001,104.5904,106.699
77.2973,78.4512,99.5566,89.6792,112.3876
75.9011,88.7676,89.4784,105.8298,104.8323
78.8955,71.0482,71.8901,87.8439,113.7033
57.9386,81.6697,97.0058,91.3362,111.7585
78.0026,84.0219,95.5725,104.9889,95.7206
79.0739,83.1858,74.2159,77.7837,112.9196
67.1704,75.6708,82.3129,103.5737,112.1718
78.3121,76.723,95.7993,87.7973,70.4188
71.5472,81.5438,81.0975,95.4219,97.1149
73.1379,88.4997,79.5446,93.8869,113.8045
69.1521,80.4673,89.5203,107.0197,91.4149
77.0327,89.8586,80.4569,95.4301,108.8797
79.2704,84.5814,87.9601,103.4741,111.6209
78.3524,74.9347,97.4152,97.3148,99.2799
67.2249,84.2295,99.1124,101.922,113.4428
67.2879,86.0389,83.47,109.0241,106.7445
57.2132,68.3067,98.9368,109.3758,103.4008
59.7185,74.2729,79.4205,103.8309,88.8641
77.2243,85.1916,98.4089,100.8593,89.0389
59.7013,75.1372,78.5915,84.3863,108.738
74.635,89.4772,92.1148,81.7454,103.9708
75.334,88.2099,80.0697,90.1337,104.067
75.2258,88.9004,79.3327,102.0597,117.3463
75.9358,67.8068,96.4164,100.5393,111.1441
69.8922,84.3006,97.8156,81.6874,114.1533
74.5418,89.7869,81.537,97.4465,106.3011
71.6605,76.9997,88.7597,89.4255,109.3733
74.3646,73.2428,80.5087,85.1214,109.4556
70.8208,83.0047,85.2752,84.6491,119.4069
69.067,80.7089,92.8617,92.2457,118.8099
64.0726,81.698,86.7258,64.851,119.1165
65.6777,64.3271,97.549,96.492,99.9456
76.8236,83.4498,96.5935,94.1741,57.5003
79.5034,88.638,95.4277,88.6647,115.7849
72.596,79.0939,87.3337,103.7994,101.8093
63.602,57.5992,86.4259,96.311,108.2603
76.9714,80.618,98.0718,98.1165,91.4627
75.8968,85.0161,98.7959,107.8864,107.4518
71.7632,87.9909,93.2652,93.2284,107.6463
78.7871,84.2145,74.9435,104.4252,112.4023
78.4327,78.6673,97.9015,108.7807,110.7634
54.6612,85.6678,78.8011,99.4762,105.0932
76.0156,74.9174,90.8289,88.9388,110.0746
76.0418,84.3716,91.5814,100.4304,102.6167
78.6206,80.0827,90.6726,101.9811,97.7218
64.8585,83.5399,97.6568,85.3159,98.6532
75.0389,88.6519,97.596,109.8783,109.1378
68.3094,87.4104,97.6213,109.0901,105.0211
70.2873,89.4019,73.8505,92.677,98.1032
78.4002,82.7219,89.5007,101.2243,107.4106
73.1713,89.1941,92.2719,94.5853,112.7641
73.4994,75.9324,96.6987,96.1553,108.3262
77.5811,78.6908,85.0823,96.7016,109.3572
64.4889,73.9812,80.3524,94.1058,103.7857
74.5698,85.081,99.6153,102.4071,110.3045
69.8836,76.1409,98.0358,99.9746,109.4601
71.4234,83.6846,66.6714,95.1725,107.5674
67.0167,85.6033,91.9316,82.1662,107.74
75.8382,87.8541,98.4957,107.9082,96.8847
71.0959,78.076,93.8445,84.0066,113.4071
72.2141,84.5838,95.3208,107.1582,107.4146
67.9775,81.997,91.0007,105.8261,103.6199
73.1277,89.0811,98.7785,93.6429,102.9603
71.9353,80.2931,96.2509,106.9501,112.1148
79.0061,87.6018,98.2882,93.5008,111.809
79.3201,80.5546,89.5537,90.0369,108.6442
76.6554,74.3031,96.2648,105.676,109.9531
76.7284,82.6165,72.3836,85.1922,117.3193
71.2508,81.4796,95.973,93.0916,99.2488
77.8233,81.5458,89.4672,107.245,115.7385
70.5229,87.4843,91.7619,107.6166,103.4143
66.8253,77.7759,92.8602,82.0983,118.7831
74.4909,87.0394,98.4318,96.3982,99.2297
75.7023,80.6801,88.7698,89.6753,104.8343
76.4303,67.095,88.4683,88.9648,88.6851
66.4676,72.1519,72.0502,85.6307,115.1943
79.4219,69.3662,95.4837,95.7733,112.3696
75.8682,74.9259,94.2105,109.8566,102.2934
62.4146,75.4924,88.2988,94.8395,89.43
77.0499,72.2508,89.0685,100.4234,95.2644
66.2536,77.3346,77.2837,86.4569,98.8319
58.0818,88.564,99.1725,106.4178,86.7142
78.8571,79.9083,72.3804,106.1233,110.0551
72.532,85.9159,65.7396,58.8024,102.8301
65.0744,89.2463,93.3862,104.9553,117.1002
68.0626,88.8728,93.076,102.1091,86.9511
60.7454,81.5573,95.7219,104.2577,113.3732
71.8719,62.1004,98.0108,72.1951,107.4067
76.473,77.4516,88.7253,99.0689,117.5108
60.0913,88.4052,93.7167,100.8332,101.3261
78.6005,83.6083,99.6834,103.589,117.7004
77.9974,78.6068,70.2411,101.3254,101.4774
70.8345,82.6407,94.5116,108.3557,107.6853
68.5514,86.6491,84.5523,108.8849,109.4723
75.3087,87.0287,98.9767,79.1637,115.0011
78.8729,81.0226,72.5248,95.2291,108.3979
63.578,84.5386,77.1831,104.4916,109.7913
79.6,88.0679,90.21,88.0984,74.3125
72.1248,72.0525,98.8693,54.7854,109.1427
67.6899,76.0443,90.0539,105.9164,105.5647
69.8375,76.0788,82.2797,88.8031,109.3357
72.7376,81.3868,78.2864,93.9526,114.1746
78.4351,81.5181,91.1646,81.6683,106.5088
78.0878,76.0007,91.3923,92.4521,117.2113
72.2148,75.2298,93.1928,102.5098,109.4394
77.4507,79.2445,71.5307,89.0847,100.4778
68.3865,79.896,68.944,88.595,117.2393
63.9322,75.336,97.1704,100.4289,101.4962
71.335,87.8138,91.7629,103.3514,94.1492
72.1161,81.5164,94.0297,85.9269,117.5282
71.3552,67.1876,85.4089,92.0537,97.1946
53.932,65.3259,99.9653,93.0172,90.0341
61.9832,79.6145,95.2193,93.569,87.3749
69.9853,85.3178,95.1661,92.4511,110.2853
76.6373,65.7917,98.0758,99.2683,95.0004
76.4723,83.7018,93.7899,104.7357,88.7306
72.6185,78.0818,96.7135,89.0087,109.6037
77.4144,75.3158,89.6377,108.9162,108.4863
72.6639,88.7007,95.5192,101.983,102.5005
76.5836,82.869,99.9036,109.43,107.3095
78.6088,89.019,89.2848,98.054,97.8344
58.4073,68.8674,91.7547,98.1366,108.7262
78.3281,79.9287,92.2569,91.7889,112.6325
68.8496,81.4733,82.6385,96.2416,102.845
75.9034,85.4402,75.2918,102.4724,90.2462
69.4062,84.1266,91.5994,107.0977,97.6905
71.0377,80.6527,90.8262,93.9959,117.087
74.0989,76.0205,82.8464,98.4652,99.0029
74.072,86.9769,98.3168,95.3002,117.763
77.2568,73.19,77.014,108.6041,119.5251
75.9189,84.0294,99.237,104.2469,102.204
67.4666,82.6334,88.12,98.0633,106.4098
79.7307,85.9838,99.8679,107.0034,102.3382
70.1207,89.0319,95.4816,100.955,101.2077
68.6965,80.7734,82.061,100.6706,100.4001
73.0185,66.9149,86.195,81.3515,83.8626
74.2035,89.5917,97.6663,95.9338,111.5248
79.5643,83.5567,82.325,80.0181,118.6416
66.3246,82.8805,94.1249,79.1493,112.8185
70.5777,73.0011,97.7607,74.9092,115.1557
74.3899,84.4335,87.023,104.4803,94.7319
66.2975,86.8309,98.1733,107.3468,119.5099
79.2501,69.0622,89.3862,96.0484,119.2517
67.8895,81.1126,89.8757,92.0628,118.2128
67.3088,89.0516,97.4001,99.3708,115.3895
77.1807,53.4719,83.7247,83.4188,114.5089
79.6764,84.3133,95.6486,93.0776,109.4154
79.5483,86.2276,84.3666,95.2014,117.3359
60.0856,86.7194,91.0319,72.0794,118.7585
61.9776,86.2738,89.4626,109.3577,113.1019
78.572,70.1254,79.4224,88.8064,108.8617
79.0154,88.8824,92.9911,108.9721,116.6898
65.3634,87.0829,95.6271,95.4345,115.7883
75.645,87.8553,84.4917,108.9438,118.7982
67.5233,83.403,99.3749,70.7985,108.7689
72.3907,89.8834,95.3607,107.0633,89.7771
61.9208,84.5988,68.3669,94.5391,79.5689
75.248,65.2544,96.4028,82.9247,108.7921
76.4044,89.948,92.3422,81.0561,110.9545
66.9434,75.4648,85.2165,89.3093,110.3221
71.5897,83.7786,93.9573,98.3643,113.0153
61.1317,70.5267,92.0949,104.7798,96.6742
79.1702,88.8795,86.9587,97.0433,82.843
73.7458,75.8887,78.3766,103.5468,119.9097
74.3711,84.4728,81.6857,87.3664,113.7199
64.1861,89.36,69.6753,80.2519,118.6871
73.5099,85.6248,97.4395,100.4488,93.0771
77.7085,79.923,89.1271,88.6677,111.9
72.7518,76.1693,88.6773,100.0803,105.582
79.3457,74.2351,89.69,105.6992,106.9867
66.8748,85.6842,84.1704,103.0947,103.6116
76.174,73.2227,83.8949,104.3123,115.8006
76.2269,74.1931,92.1958,94.3907,104.925
79.5069,63.8236,81.7709,93.1371,107.7343
74.7578,81.6648,95.8826,106.3744,118.2257
73.4027,78.9219,81.9076,105.5497,119.354
68.0453,77.791,85.9928,100.1296,101.7299
67.4222,83.3489,87.043,106.2675,114.836
63.2823,78.584,92.5145,69.8006,94.3844
72.1655,83.8956,94.2568,93.6038,101.8359
77.2616,81.6105,81.3539,96.174,105.4582
63.0023,88.0066,96.6715,99.0581,118.8629
68.1883,75.4314,96.1686,106.3034,118.3463
62.5015,78.1873,81.9943,104.121,117.4152
78.5817,75.3703,76.9325,109.0099,90.9035
78.0307,81.5667,83.861,101.68,107.5823
72.6451,69.6534,96.2349,99.2236,107.4776
72.004,73.5865,88.0281,102.3879,102.9582
75.7547,88.0844,89.6828,97.6776,117.5822
74.2125,87.9926,79.8204,89.7366,100.4881
66.1128,66.3346,98.1576,72.3331,93.0685
75.7336,83.2745,90.4795,106.8109,115.2805
75.2673,88.1124,66.0272,104.7352,91.1944
78.1538,76.1952,87.9337,109.1998,119.8126
68.0145,85.0835,76.2128,105.4872,99.6496
79.205,86.7492,90.3921,91.505,112.3796
65.631,47.6894,97.9477,90.816,104.1157
75.2705,89.8965,90.1685,89.5642,97.0669
74.3782,86.0595,77.1385,94.128,89.1745
73.8102,88.891,88.9018,97.3505,118.1763
74.9524,82.359,97.9839,104.1669,101.3688
74.5332,65.7562,85.1798,97.5952,106.9814
79.8759,83.4663,90.6606,108.9049,70.9474
73.4712,88.0928,59.9896,88.2547,107.3979
67.9473,74.2427,90.5483,88.5651,108.7465
70.4125,78.9302,68.6848,102.1731,102.1564
74.7933,83.0108,77.3519,102.9899,118.5769
72.8047,88.0849,78.9164,84.6515,80.0484
