alpha,beta,gamma,delta,epsilon
10.6311,20.0938,30.1077,47.1323,57.9517
14.9483,25.6324,40.4943,52.7929,62.225
12.9066,20.4692,36.8302,40.0344,51.0147
15.7248,25.6135,39.9683,58.767,51.1305
10.8376,23.3784,35.9344,52.6776,76.8606
10.3666,20.2444,43.9331,43.9287,74.2059
11.2004,33.0503,33.7666,44.8446,62.9538
10.8363,33.9391,30.6478,49.4527,63.8428
10.769,22.7917,35.9119,40.4442,54.2031
11.5224,26.3484,36.3391,51.4331,63.9282
13.8852,20.3073,35.5597,45.8104,73.5004
10.7047,30.1537,47.0709,45.1234,76.2086
13.2736,23.3951,33.1671,52.1554,76.0029
12.3759,24.9197,37.6244,58.7191,61.6099
10.0882,23.3691,40.5366,59.4892,52.6749
14.7086,29.2898,36.5521,42.4549,73.8219
19.1651,27.83,36.8111,52.5042,50.213
18.8486,30.0096,30.6661,48.7728,65.3462
12.5698,27.6164,34.629,48.5785,57.0913
11.7812,22.3666,32.2709,56.9214,52.1045
17.1053,28.4908,31.7955,45.8285,67.9077
10.4233,23.2009,37.6585,50.6768,58.0346
10.9367,25.5274,30.9519,45.4893,61.9643
13.2211,31.9623,32.2941,65.6029,53.0342
12.1642,20.2746,39.2313,42.402,65.1238
16.8176,22.3402,35.3768,47.8802,63.1195
10.6625,20.0511,33.0885,41.7093,58.3252
10.5316,22.6167,31.7234,50.5501,66.3175
15.8818,37.7692,38.2207,45.914,55.1433
10.9228,21.1303,48.3673,44.5109,60.1368
10.6369,24.2684,41.1875,43.2457,56.4981
13.7029,21.7567,36.888,41.4889,55.0439
14.4534,33.0803,30.7607,52.6051,68.0314
11.6329,29.5249,32.4821,59.0566,70.2356
19.3028,21.0726,33.7536,50.4553,51.1496
12.9326,21.0043,41.2506,54.6291,55.7936
12.9819,20.0831,35.4815,49.14,57.0856
16.6811,22.6758,40.0256,41.9867,57.0564
14.4695,27.1071,35.8039,40.2979,56.8368
16.9405,35.2692,38.7232,44.4429,56.3736
15.8326,26.0395,41.4919,48.7757,60.1314
13.7704,30.1702,41.1167,45.8396,57.7246
11.125,23.247,35.476,57.3575,81.6493
19.2417,30.6272,34.0939,64.359,51.3519
16.3331,22.7524,30.1781,60.2806,62.7012
16.03,23.0997,34.1862,40.2108,68.7012
10.9785,21.9799,44.2521,52.6069,62.4351
13.389,22.2691,43.2963,40.2788,53.8423
12.5196,31.0317,38.7521,60.6686,77.8431
14.6837,34.4795,30.1349,46.2681,59.1868
14.7034,20.5,45.5685,46.7818,58.927
12.5336,21.4367,30.7724,43.5573,65.9356
13.0964,20.9339,34.4555,41.2467,53.0087
13.0323,34.6877,34.6033,63.8544,52.1043
11.798,32.5035,30.4054,40.3026,59.5117
14.3865,21.0831,34.5569,47.1188,62.7839
22.5525,24.3701,40.0188,53.1145,53.5553
13.0676,24.3927,37.6937,72.5212,59.0662
10.4633,30.2558,34.3394,42.7208,67.1447
12.9351,24.539,43.8917,42.0783,54.7109
16.651,25.437,33.8204,44.2018,53.1987
10.1914,22.0579,37.7837,51.6306,59.8696
11.6398,34.7923,31.0012,41.2142,51.1444
13.0394,33.8596,34.1133,45.0012,55.3143
10.1558,23.8919,30.5125,48.1931,63.0101
13.8871,25.4421,46.7116,54.0207,70.8243
16.6222,20.316,38.3638,46.0718,78.464
18.8119,26.7884,35.3241,43.8968,57.8309
10.9947,30.6703,38.4775,58.2218,78.6883
11.2912,22.9625,43.0287,40.8516,51.1366
23.0157,28.0008,35.8084,65.5387,61.1916
10.3024,20.2974,38.4669,42.2632,59.5379
14.1871,22.5626,33.309,53.3156,64.5143
12.8913,22.9753,34.8141,57.9567,80.7324
21.2784,23.3599,34.8265,40.0557,53.7799
18.6617,23.8554,30.8507,51.2025,60.7485
12.9293,32.59,40.4499,57.4982,64.9841
10.0413,24.3738,44.9439,43.4645,68.7118
16.05,24.0184,34.9725,72.534,55.1545
10.6156,22.2286,45.055,40.3941,62.6032
19.899,27.9291,30.1496,44.5605,50.6994
16.0675,21.4727,32.0049,54.8935,60.4353
13.436,38.9961,36.7223,47.688,58.0364
16.4733,21.2193,36.8736,62.9977,63.4126
11.7543,27.9086,31.0647,46.1268,64.3881
22.2283,23.6258,39.6234,44.4861,65.1054
12.7156,20.9285,41.1612,48.7917,53.3468
11.1518,22.6312,32.2184,50.4242,55.5739
11.6652,32.5618,34.9402,55.9932,72.1965
13.2618,20.1006,43.578,44.5833,66.1823
10.8878,22.487,36.1787,43.4442,56.2361
10.3697,31.3044,35.7006,43.0315,55.485
14.9697,21.6964,47.5435,56.3061,64.3673
10.7069,22.2382,36.143,40.9455,81.4071
14.9238,29.2948,31.5461,42.4319,51.9749
10.1135,26.8918,46.271,40.6611,51.0561
10.2336,24.1472,36.5509,57.6633,70.4531
19.0534,28.4047,37.7543,43.9496,58.8409
10.5489,22.3519,36.7267,40.4454,72.5857
12.7789,23.6283,32.751,44.3447,63.4722
11.4925,26.1467,33.0994,40.3757,51.2027
13.9424,29.1822,30.8603,49.2885,59.2277
11.2647,35.8174,30.1978,51.685,59.06
10.3569,24.4184,42.1482,48.6865,60.7489
11.4645,27.0378,32.4804,41.0956,50.2936
11.8366,24.2156,34.6782,53.1296,66.7058
12.8348,20.5595,31.4352,66.1675,53.0096
11.3875,26.3655,33.3694,42.8688,58.1006
10.7172,33.3309,50.4805,55.1252,52.6897
13.7393,23.8903,44.5187,50.7018,59.0033
16.6507,29.6503,49.9752,64.533,55.4956
19.5464,27.7614,31.158,40.6017,63.2573
15.257,27.4012,36.0007,47.1111,62.1405
13.6889,27.2744,32.5881,45.1161,83.5085
16.6976,20.485,30.0279,49.5499,59.6296
17.0191,25.0082,35.13,69.406,60.0728
17.5471,22.0029,30.4898,46.8873,73.5901
13.6803,22.1065,40.4734,47.0449,67.5803
11.506,22.9416,36.7024,54.7383,60.7737
12.1233,24.2176,32.1062,49.8946,53.1347
12.545,21.8787,44.1038,66.5839,71.3225
11.0854,31.4089,31.1595,54.0806,50.168
15.3376,33.4858,33.806,44.8378,75.1006
12.0844,25.587,39.0803,44.6183,52.7535
13.1516,24.1663,32.5837,62.5935,52.5577
12.6294,20.7576,35.0802,53.7525,56.8946
11.1009,25.7633,39.7965,45.4018,50.2736
11.0201,20.0656,31.4494,48.0628,78.2293
12.4883,27.3605,31.3508,46.7111,65.7252
12.2069,30.8694,45.9583,53.3093,69.2993
13.4909,24.1634,37.0903,41.314,70.4737
14.1061,24.4323,37.4992,40.5453,64.1306
11.5295,27.366,39.0354,42.5451,63.6374
14.051,20.221,46.4599,55.0266,56.2968
11.0116,25.8926,36.5007,43.5328,63.4612
17.1117,32.7996,58.2919,47.7069,50.1591
19.7841,25.866,33.3401,62.7212,58.9715
10.3608,22.3574,36.3635,53.0334,52.4711
15.7819,28.8242,33.9807,40.1773,61.4576
15.6624,21.9455,35.5934,52.9879,65.8433
15.6013,25.6796,30.9176,47.0374,51.5001
11.7663,25.942,37.7363,42.5202,54.6728
16.8953,21.3536,38.2103,41.9242,56.1661
13.8142,32.9983,34.732,45.7296,52.4405
15.8491,20.6703,32.0784,55.0971,64.6077
11.4606,22.843,41.4123,65.9663,75.9495
14.3768,32.1961,35.294,44.3044,53.9996
14.2269,26.082,31.0562,45.614,56.8288
10.067,31.0919,38.6837,43.7563,55.3295
14.2551,28.0271,41.1127,41.3825,59.7074
12.651,26.0564,39.3662,42.1868,61.0778
16.3865,20.5345,41.9942,49.0152,52.1253
12.3562,33.4078,33.6045,49.4699,61.5507
12.0845,33.0726,33.2294,54.9401,62.7689
16.4166,24.5103,36.4156,41.7497,53.1842
18.5478,31.8225,35.5462,47.4322,55.8132
10.3232,21.0417,36.19,52.4648,59.6507
17.9828,36.2508,33.5998,43.5924,66.4848
15.9005,20.1558,33.7396,54.124,76.025
16.602,21.0103,38.8475,40.1777,53.776
12.651,21.7812,35.2126,45.6285,59.0699
15.8368,31.1013,37.8423,45.6865,59.0618
17.4892,28.3751,35.9839,45.1701,58.7701
11.7278,24.9379,47.4443,41.1568,65.6713
12.5258,21.4512,30.2715,40.7141,51.0128
15.6032,39.299,43.4798,40.5941,55.5419
11.9326,34.5183,38.7239,51.9178,66.0595
16.2635,25.5099,41.84,42.9778,50.1398
15.2571,21.1566,31.9024,54.2459,57.5766
14.7015,23.829,31.6726,45.1856,61.4071
11.547,31.8631,37.1091,57.5076,60.6084
10.7581,23.0704,36.5443,51.6433,59.8108
14.7195,20.2368,35.7927,41.6688,78.1582
18.7355,24.7513,36.4096,44.9116,68.0871
11.7058,21.8933,43.1057,54.2083,66.334
14.1827,24.3415,39.1961,42.1781,57.8751
11.8063,25.056,40.2847,66.911,63.025
12.6062,24.0719,36.2597,43.8742,51.1338
15.2356,31.6395,31.0623,49.0373,60.4361
15.6534,22.8753,31.884,51.8905,60.5301
11.4103,31.3827,32.1333,55.6255,59.3959
14.7324,24.3484,31.1143,44.524,53.4662
14.824,27.3648,31.3986,41.824,57.0818
16.9465,33.4976,45.7529,42.134,94.2695
18.227,29.82,32.1743,40.6108,50.8836
11.2873,27.0485,38.6538,53.1461,61.6491
15.8508,20.6233,41.301,66.1543,76.7499
11.8819,31.691,32.8052,52.8946,57.9734
10.6186,35.9039,36.6881,45.0262,50.8513
11.5581,22.8444,39.1999,43.0916,50.9533
13.4025,20.1461,44.3973,43.8497,56.4958
10.5911,28.9914,31.8229,51.1605,83.5692
12.6083,25.396,31.8779,56.4981,57.0123
16.5057,21.7836,43.1554,43.8825,68.0039
13.1146,21.8566,38.5419,57.8029,53.4905
10.2244,20.5652,30.4561,52.5363,51.2085
11.8075,23.6993,35.0979,45.101,50.2332
11.3654,21.8296,36.8629,48.531,64.8353
14.9521,28.1812,44.1471,42.0414,55.9456
11.0869,26.6013,47.14,61.9682,53.4211
11.4972,34.0147,36.0266,55.6922,59.552
10.2556,28.1226,30.2847,45.5253,53.0244
11.9796,21.9281,32.2823,47.49,50.2886
18.5089,23.9304,30.8726,47.2079,55.0748
12.4031,28.8379,43.6662,51.7738,65.6107
13.7394,22.1638,41.4952,57.5339,53.9707
15.9335,23.3227,45.2344,47.9974,54.4376
15.4496,25.137,39.8175,44.2839,55.1386
15.9712,22.8537,43.1592,41.037,59.4434
10.5174,20.1794,41.6297,48.764,58.2176
16.1952,38.2432,35.5494,43.6836,54.992
14.1017,22.4458,45.0739,55.2922,54.5317
13.094,27.6406,36.8222,48.9634,78.9007
14.4698,21.5443,37.891,43.8638,52.6767
12.6066,29.1795,30.7368,52.145,58.2958
13.4419,20.7607,35.2961,47.1789,53.927
11.3617,20.8962,31.6695,55.7881,59.4771
14.7995,32.0396,33.5385,65.8311,59.2297
10.5717,21.394,31.3328,42.5087,53.7677
10.6244,25.8631,30.1275,44.6911,60.479
19.4822,21.7831,42.4059,44.1351,53.4036
13.394,31.3084,36.4633,41.4357,59.3372
18.2713,26.667,35.5074,43.3739,57.303
10.1521,38.7039,37.6853,41.7502,59.2052
14.8273,22.3842,38.224,53.8887,50.4236
10.7195,42.4312,42.0742,43.864,55.0756
16.9783,23.7913,32.493,48.7419,65.8404
11.988,27.477,45.7878,45.3166,74.6023
12.3723,27.2996,42.0605,43.6815,73.2891
11.2499,22.7646,41.3298,58.9824,56.4609
11.0347,31.0555,39.7091,58.3517,70.6763
14.9938,26.3235,33.3319,51.5771,54.0748
11.6201,28.2635,34.2875,51.5874,71.8154
16.643,22.8766,32.5905,57.366,59.7728
12.8163,20.8032,33.2018,45.2182,72.434
11.6834,40.5877,36.8484,57.2299,54.3699
12.3599,38.3223,43.8426,49.3185,56.6621
10.3363,23.1684,42.0875,54.7445,75.1256
12.6329,22.3753,40.5069,45.9764,72.8755
16.5193,21.5847,38.1995,49.1716,78.5325
14.4661,34.7977,33.2376,48.1187,53.4061
14.0671,26.6981,44.5226,46.4298,55.7787
18.4911,22.9143,30.8567,57.1379,62.7521
13.9471,25.0083,34.2057,53.2279,64.0927
13.9341,22.2408,46.2763,62.059,55.0644
10.2236,20.7736,32.6486,55.9323,63.4885
13.6842,20.3811,37.8403,44.7591,50.3405
18.672,27.2305,32.7885,68.7438,52.525
12.9906,27.2339,35.0742,56.9798,50.5246
11.6647,26.1467,30.5036,42.6345,60.9192
10.9706,22.9627,43.6008,48.4267,58.7836
12.0483,22.4314,42.8854,41.3283,50.8023
13.9071,25.0813,35.0015,47.1159,54.8612
18.0724,21.7723,32.182,46.8149,54.917
12.0606,27.6388,48.4003,53.6089,52.36
11.7537,27.1026,34.2096,44.2619,60.5304
12.9232,28.3087,39.2221,40.8118,65.4815
17.3291,25.4054,30.4541,42.5025,59.001
11.9537,20.6395,38.5494,46.4974,55.4517
12.9632,23.0002,31.5204,42.8154,50.2014
12.3068,25.3619,40.9949,43.6069,72.9272
10.863,21.9629,39.0417,49.6444,52.6859
15.3327,21.5159,35.0918,48.5661,56.0108
11.2275,34.4784,42.5357,59.1836,56.7719
13.9795,30.8735,35.61,43.589,59.7833
10.8566,20.7138,32.393,44.2161,56.5285
10.8291,20.7975,33.2628,56.1705,62.6447
11.3543,25.365,39.2274,41.6361,51.7342
10.1661,32.743,36.9259,68.3313,56.104
18.3259,26.5979,42.6255,61.4336,67.2787
17.6683,20.6453,34.2515,55.8633,54.1296
15.4989,29.6698,36.1356,41.9407,66.0553
15.0677,21.5171,52.9026,52.7193,56.2952
24.2096,20.5122,37.1095,47.3327,59.4204
11.2924,27.2426,37.0235,48.5062,56.6051
10.0305,21.0173,32.3459,51.6636,50.2213
15.1214,20.0815,32.1319,40.3119,59.8831
13.4177,22.1026,49.5398,41.5427,63.4604
12.5379,21.8491,39.0497,58.4466,63.3526
13.3418,22.9902,40.2308,52.0482,59.3242
15.255,20.0653,46.7575,62.2394,60.7236
17.2211,24.5447,35.8525,47.3652,55.0309
10.0399,21.4022,35.856,51.6611,58.0352
11.8329,28.7477,30.0547,45.9173,56.929
16.3924,28.0359,35.8886,58.3034,62.8909
18.8648,22.4131,40.563,46.0176,61.1266
12.311,25.4323,42.4841,54.3993,68.37
16.6469,27.2498,34.7392,64.0386,61.3672
12.9492,20.3822,34.0313,43.7709,53.7725
13.6011,25.562,54.8959,48.4655,54.2673
15.3163,30.6027,38.3999,42.9415,72.947
10.7806,33.754,36.875,41.8918,58.0047
12.7694,27.6441,35.0435,43.2575,64.6522
11.9168,26.3296,39.3153,53.6181,57.7726
13.0071,28.7445,34.0908,44.7253,59.2149
15.1299,20.5804,37.1817,61.4215,64.4185
11.1676,23.63,34.8047,41.5035,52.0516
18.818,22.1764,38.2331,58.2515,70.1804
12.0011,21.8026,45.9256,62.2533,60.114
12.9003,27.5865,31.4759,57.8348,58.3849
10.9736,26.4739,38.7921,61.8703,59.5553
13.6588,29.0763,38.0797,49.7543,60.3408
20.1426,25.463,44.108,43.0955,56.0337
11.0297,27.2264,42.3669,53.1771,61.4392
10.3467,25.73,39.3026,43.9877,52.6362
16.2077,22.3368,33.4976,46.1756,60.6352
12.61,37.8498,39.2888,45.1342,54.0767
15.4968,22.9815,43.2783,52.9579,59.982
22.4269,27.4809,37.0889,52.878,61.413
11.9215,23.8197,37.6291,51.4046,85.1384
10.6058,30.9888,34.1364,41.411,52.5509
13.704,23.7759,35.1698,40.9564,61.9338
19.0692,24.1374,42.7275,41.286,68.2714
12.4113,22.9313,31.5279,51.5641,53.25
22.9137,20.1877,31.457,40.0217,66.8316
17.6731,24.0319,31.7727,43.6948,64.9966
10.3783,22.0979,33.847,50.125,76.7331
11.7688,24.0634,34.68,58.1001,59.3286
17.1174,23.2769,46.1441,51.982,53.7373
11.1145,22.6624,35.8799,47.1215,56.1702
14.9401,30.1062,34.9946,43.997,61.0522
12.2734,23.3415,35.4427,58.7174,82.3443
13.455,21.2462,36.8708,41.6956,54.255
10.2204,21.6882,39.1229,41.9391,59.2329
10.5118,20.7292,39.874,56.7568,52.5629
15.3624,21.4095,41.7076,42.6744,65.1818
18.7154,23.6556,32.8295,42.9567,60.8137
11.9778,25.9101,30.4582,59.5338,53.8363
11.7273,21.3984,30.7487,55.6097,56.7121
14.6131,21.277,30.8156,56.0775,56.9969
11.01,25.4367,36.5698,48.3602,57.6728
10.332,33.3048,38.7439,51.2178,62.7689
15.7222,26.8221,35.7638,47.4811,58.8033
17.3432,21.6259,34.6217,63.3876,53.7785
13.3992,29.5769,34.657,48.0998,60.1304
13.4176,21.1901,37.1548,56.4268,64.7934
12.1837,24.7303,40.6857,50.9158,62.6424
17.3605,23.28,40.4976,40.6931,61.2434
18.8017,21.7294,35.0592,49.905,82.4555
13.921,25.9613,30.4334,47.4902,52.2065
11.2637,20.6134,34.5802,43.3634,64.8083
14.495,23.4968,47.4617,42.0291,50.3431
21.744,21.9555,31.1403,44.1591,57.8712
11.9026,23.7478,33.3464,44.4448,56.0099
11.7585,20.2792,30.5553,45.6898,52.8419
10.306,21.2986,53.9942,45.4569,57.9391
15.2514,27.7725,43.5436,54.3096,69.6599
14.0623,20.4778,42.8208,55.7933,63.6078
19.9494,22.2809,36.4637,45.3353,67.615
17.5615,23.8584,42.8731,53.0986,69.3737
13.1888,22.6019,30.8991,47.289,57.6181
16.2467,23.0629,46.4764,45.4586,64.028
13.1089,26.2895,33.749,54.2088,66.8609
14.6355,20.4857,43.1523,56.5339,73.1508
11.0646,20.5504,38.6476,40.5332,55.975
14.3586,31.7713,32.1506,49.0769,63.5286
11.3522,23.0431,30.3791,47.6975,50.6822
14.5968,21.5616,38.9486,49.313,67.5059
12.7386,27.0942,42.6753,40.1255,59.2866
15.5032,23.9653,35.9616,44.0988,57.317
12.6652,26.5721,47.2934,55.4859,52.4726
10.0384,25.0426,44.7176,51.7096,52.9437
13.0352,21.03,34.4458,55.4505,64.7392
16.689,31.917,39.7886,42.6485,51.0341
10.9648,22.5308,39.7112,59.4778,50.8795
14.7091,22.4888,41.4465,56.1121,55.8005
14.5089,24.5909,30.1772,55.1689,54.2041
11.772,29.2374,31.0418,51.96,55.5606
12.4533,32.6729,45.4632,47.4966,64.1993
11.1299,26.1888,35.1385,47.5052,62.3788
11.4442,24.2225,34.6463,46.7828,68.7408
14.7402,27.411,34.1645,64.439,62.8471
12.9614,20.7726,38.1296,54.5967,67.7553
17.2768,24.9109,45.7112,45.7779,50.8026
11.6258,23.9634,31.5168,40.9105,64.47
11.131,23.9956,44.9244,48.3135,59.552
18.7305,24.549,49.4213,56.9205,56.2584
12.086,20.4618,31.9811,47.6489,67.0806
16.4419,21.8041,36.7396,44.9617,60.2124
11.6013,23.0587,37.2128,44.9607,59.333
10.9902,27.4613,45.4219,41.2918,85.545
12.9755,29.5583,42.9703,41.4046,53.3492
16.6251,27.1948,46.1815,43.0945,61.1228
13.795,22.7386,35.8014,45.7265,57.5919
10.2304,20.741,31.8412,47.9342,57.6059
13.6267,24.6827,40.8529,53.4535,53.0112
11.6059,21.2612,37.5716,41.7319,57.1424
13.1571,23.4709,33.5252,52.8548,69.9807
11.4671,28.9459,45.9012,52.0304,60.665
17.5663,23.3693,43.6433,49.6175,53.537
11.1468,35.2008,42.9684,45.283,62.6613
14.342,26.1791,32.1938,51.5907,66.2746
12.3975,25.311,33.6214,56.5045,53.6305
12.0519,26.242,39.1467,63.2457,62.6625
10.668,27.5362,36.8043,54.2945,53.6541
11.3386,20.2837,34.896,41.1858,72.3928
13.1601,21.6509,33.0869,54.5928,51.3643
15.5483,29.4459,34.5643,41.7407,63.2001
18.1208,26.5369,34.2657,49.0944,51.3032
15.1795,21.1746,31.3233,40.9776,64.9998
26.0882,25.2116,49.5607,51.0445,51.44
12.9509,21.692,34.7777,43.5826,51.9139
15.0109,32.365,35.0325,50.0613,57.6164
11.0254,26.2693,37.5112,51.6372,68.5987
14.2602,28.3536,39.9597,46.8078,50.5924
17.937,31.1779,32.0036,40.1457,71.6863
11.4548,22.2449,43.9431,41.1583,54.0951
11.2492,32.081,30.3964,41.9754,67.4513
13.8898,30.0037,34.7328,47.8958,60.7856
14.9774,21.9791,41.1274,42.4673,87.5606
22.8802,21.9413,30.2004,56.7383,57.223
15.5284,20.809,31.1112,57.4693,80.8104
13.3684,24.2812,37.5753,43.4596,52.4139
13.2731,26.4983,33.9346,45.2955,76.3609
18.1208,25.8299,43.026,44.7054,54.0056
10.2497,29.2071,43.2065,54.739,62.6002
14.1112,26.2684,40.8454,49.2074,50.1917
11.7083,27.0857,44.2705,41.0181,69.1881
14.5988,25.6745,30.0295,57.6152,64.4405
11.5885,23.7123,41.4413,58.2396,52.7846
17.7299,25.9091,34.4829,42.8397,55.9776
10.8864,23.4264,31.1013,52.5734,61.3825
15.8208,22.484,40.1559,43.0494,72.8261
12.7591,34.7816,31.7726,47.0403,54.5177
13.1249,26.65,32.8283,40.765,58.8391
16.742,35.1471,35.7883,47.0024,61.7674
10.1504,24.074,37.9327,60.9358,53.1099
14.5837,25.6887,34.3108,57.7649,74.0644
21.1227,20.4892,43.9695,43.7732,74.2841
12.8175,20.4344,32.1793,58.7367,61.2651
13.9302,21.8466,44.3766,49.7995,78.0909
