alpha,beta,gamma,delta,epsilon
32.0294,-1.5284,15.8027,16.04,52.4962
-25.1843,-12.476,3.6142,24.1947,36.85
22.6884,34.8118,16.9292,19.8884,34.4981
48.494,-5.4917,30.4877,28.3895,-2.3692
47.5284,-24.1384,42.4478,53.6347,51.7673
20.2173,-13.0622,14.6176,11.0884,16.1343
17.2519,8.0777,37.4463,9.2764,-8.6259
33.4396,10.3446,-14.4233,-7.6964,7.5527
33.1739,7.1854,9.6558,27.1859,54.5207
11.4671,23.5014,-8.1505,34.2356,20.6812
30.522,22.2109,2.0127,42.1771,47.8975
-15.4179,7.1601,25.2604,-4.4398,46.5037
-31.1801,-1.6829,25.9981,7.179,43.4359
-0.557,19.7586,-2.6755,32.3141,13.7872
-18.9593,-10.1249,17.6677,5.2108,44.8468
-28.8024,7.3171,-3.7919,-10.134,52.4246
-25.4983,-35.3803,46.7219,45.4881,0.152
-15.2701,27.0783,28.4126,-4.0647,19.4833
-36.284,-5.0351,39.1554,23.1379,11.3314
-24.9311,42.5382,-28.1906,-15.5329,44.0092
-1.5867,11.7115,-22.4732,-17.2674,55.7212
35.0268,-37.6183,25.5844,46.8393,39.3372
-13.5025,29.9797,-28.4287,11.2032,10.2667
2.4025,-5.5175,1.6527,-7.6518,40.8396
-39.5785,45.0294,-23.9576,14.5624,55.9992
38.946,21.9386,-23.054,37.1949,-3.5227
-42.1772,-8.3831,2.1478,11.3268,54.958
-36.3676,33.4328,23.8475,21.8796,22.174
20.146,26.635,-7.5627,14.1741,44.7341
-28.3865,32.3743,4.9604,6.4576,26.3624
-46.0787,8.4461,-19.4075,9.1265,43.0178
34.9699,47.3413,4.3378,26.2889,2.3737
42.7383,40.8672,29.0511,42.8536,10.7724
8.9885,25.6133,10.3835,46.0557,24.1473
-5.0656,-27.4177,7.1067,20.9753,35.2751
25.8486,-38.8778,-0.4555,31.889,19.9611
20.9373,-20.6491,5.5462,13.8673,52.2934
8.3224,43.4142,52.4606,-10.4683,-0.965
-11.7272,30.9606,31.3409,13.6157,34.6806
-12.4003,22.1346,-18.4511,4.0952,50.0837
8.7018,46.575,22.474,-9.1913,-0.6867
-42.1133,-15.656,-19.2153,37.4515,-8.9693
48.2548,-21.5774,-15.7101,17.0187,16.44
-26.6414,-32.42,27.3876,10.7744,46.4936
21.9908,44.8683,29.3723,45.6566,-6.931
29.6568,-5.8698,53.7072,-7.0107,49.9941
-6.1893,-1.6325,31.3876,53.5787,35.3298
7.9362,-13.4823,10.1163,40.2736,20.5185
-39.5703,41.2389,3.9215,6.4911,26.87
10.433,-17.1282,19.2996,44.5109,16.0502
3.9361,16.1582,44.6572,45.428,-0.1988
-20.8614,10.9736,-3.9768,-13.1905,57.0095
-13.5197,-14.5312,-3.1071,0.035,-1.2894
-18.8314,51.7391,47.5445,40.7585,10.1595
-15.2673,47.5942,17.3155,35.1909,24.5952
10.4652,-6.624,38.6699,33.6562,45.3504
23.0574,-13.391,50.244,49.7325,-9.5156
-17.7963,-17.1098,3.4832,12.8758,26.637
-24.4058,5.0232,8.5104,-13.979,4.535
14.8306,-22.4132,-1.0948,20.3009,-5.9067
15.6798,-4.3638,-28.4791,36.6498,34.331
47.0232,-31.8194,31.4027,-13.9826,-1.8295
-3.0826,26.424,19.0448,23.9438,-8.7478
12.9842,19.0413,-24.4811,45.4943,57.565
-36.3255,9.3927,32.1789,-4.9144,-5.0053
17.4585,48.2134,-24.3517,39.1769,17.0139
34.7205,-23.4188,-11.4069,24.7271,12.9152
-41.5234,-33.843,29.2591,43.0856,29.492
22.5648,-20.8091,23.8985,-2.8322,16.648
-43.9115,51.6999,-17.7195,-0.5547,28.7898
-25.868,29.3122,7.3741,-0.2901,56.933
-46.9626,6.5266,36.1046,38.0267,57.527
-40.7609,6.8266,-23.1144,-13.76,7.273
27.781,-15.285,-26.1574,-17.2405,-8.4802
-41.4674,39.1971,4.8679,-4.1843,33.0943
-33.9584,22.2422,8.173,35.2647,22.4572
6.649,30.8316,41.5025,41.7286,2.9502
6.0528,47.7632,-26.6758,55.3844,16.6353
-21.6352,40.7774,-20.2738,14.631,23.6116
-1.614,-11.0972,50.8954,17.456,-8.4359
41.8258,-29.8818,-16.3709,30.5144,41.4988
-7.3445,13.5058,-7.2341,25.5959,49.4086
-44.7734,2.4542,36.7867,26.805,34.3055
30.0769,-19.7577,42.2916,50.1133,30.009
-1.2964,-22.629,0.8973,-7.9019,32.6804
40.5155,10.5734,8.4882,38.146,50.6527
-19.244,28.0273,-0.2158,47.1489,-2.9163
-26.5557,1.5707,28.0895,0.4961,-8.3273
23.5637,3.3291,-16.0606,-19.725,23.8868
28.1645,-3.4509,23.4923,52.2756,44.3775
-31.0721,41.5169,29.6673,-8.3259,53.1072
1.6458,24.0087,28.289,-6.576,19.6911
22.0983,19.8445,25.9538,-7.0635,10.7021
22.1527,-18.1625,-27.9171,0.6171,49.4654
-11.9121,-17.4851,-19.183,27.4489,42.0781
-9.0236,-12.2841,-24.0884,-11.8276,5.9994
45.9935,-12.8267,-18.0939,45.2802,34.8508
37.9763,-18.3244,4.9046,14.7644,31.222
-22.9336,19.2207,53.2297,51.7396,38.0801
-42.7579,-18.8885,7.5202,7.2594,4.468
-14.3105,-6.1312,37.4445,-12.6535,45.0411
-8.7219,6.4926,-8.9496,37.2948,18.9
-48.7596,-25.8982,-11.5875,12.0543,43.906
-23.9166,-5.6796,-7.2352,26.4056,53.5189
6.9489,16.0185,-6.1581,55.2184,36.766
-13.0188,39.2645,-15.0828,26.2136,12.4712
27.6926,11.5482,-16.5528,21.4162,9.2786
2.4722,-16.1005,52.6262,24.5084,43.3963
42.0743,-34.7379,49.8721,22.0465,49.7761
-18.3122,9.4628,-9.4289,-14.05,43.362
-20.3432,26.5328,29.2854,-11.4407,-8.1205
7.1922,-30.0929,52.0886,-3.5694,-1.9401
3.3215,-24.9982,53.1051,-4.1574,52.8762
30.819,15.728,-21.2053,33.5337,24.099
14.9133,14.5706,47.5263,3.7638,44.9515
-41.9709,42.6619,17.2494,-4.7,54.3984
-13.4961,6.1156,14.3238,40.9967,57.399
-8.8914,-15.3285,23.8382,44.0293,39.74
-29.5487,-15.1946,-15.4041,27.75,45.9615
25.2379,-14.0772,-17.3376,44.0076,18.915
40.1621,-22.4975,16.7939,36.4077,54.1072
10.4989,-30.9079,31.9307,-13.5155,-5.6141
2.2208,23.3218,38.4869,32.5574,34.1034
-29.7487,-37.8642,45.4231,39.5467,8.6053
-26.2911,51.0717,-14.1078,52.2912,30.3377
-16.3706,37.3346,36.4883,2.8906,31.386
-33.2041,36.1015,29.4532,43.4402,33.1435
-13.1409,26.8893,-7.9696,38.1426,52.6718
38.4362,20.69,-11.2343,10.3845,-4.0669
-48.7995,9.9422,19.3622,18.605,16.7215
7.7076,39.7366,2.4211,20.7539,46.5156
-48.655,7.2623,49.1232,1.4495,24.3272
-28.1821,-13.5029,-14.4772,5.4638,19.3126
-35.4644,-29.4005,49.3532,-7.1995,45.8135
-45.5625,-26.9941,-6.6252,42.7348,-1.2114
7.0499,-23.7969,-19.5693,1.4946,39.2494
38.2381,-14.72,12.3212,47.2527,20.6755
41.0298,22.5873,44.2101,25.3919,11.0134
-29.5218,-21.1151,8.8604,-2.3944,-5.0874
-20.0667,-26.4632,-12.4359,31.1973,7.1313
-29.6657,45.9863,17.4571,0.3919,51.2405
-37.1895,36.5533,34.9369,-12.6583,51.6959
-25.5544,-39.3342,18.1201,0.1332,56.631
-2.4707,42.765,2.4975,11.8336,54.2908
-42.2731,-18.1284,5.3525,-18.6366,15.248
-40.815,7.2428,-24.8297,-8.7799,49.8634
31.7285,-10.9578,1.1682,52.65,34.1722
44.6278,26.3382,45.81,47.5728,10.042
32.4174,-1.3594,45.7046,2.6434,44.3949
16.8382,4.3247,-26.3825,46.2762,-4.3079
-10.1354,-27.5047,14.3614,54.7911,35.4545
24.6019,48.9488,47.4871,46.8229,26.8727
18.8677,-9.4398,20.6895,-16.6218,27.9936
-20.1245,-5.6912,-1.2326,-5.2542,14.9304
38.9391,-27.6709,8.9502,20.9697,56.7044
-6.111,20.8954,48.952,-16.9561,10.2943
24.9678,10.8581,6.3412,26.3157,40.2238
-7.0451,48.6481,-15.176,46.8727,5.5611
-0.1465,-15.1083,35.9964,50.181,53.0775
-1.7757,35.1796,34.1337,25.8841,0.3886
-44.389,-31.0254,2.9691,-5.8184,-7.3084
41.3622,-36.5891,2.3548,21.3414,19.6029
-25.8666,-0.2301,9.7166,23.1055,39.4145
2.0976,-23.7441,9.9823,-16.3577,38.8614
36.7974,-23.8897,48.4842,0.1097,18.3393
5.1919,-21.2372,43.7904,-2.6148,28.3241
-21.2036,34.3987,4.9187,0.4986,55.5733
-38.3533,-18.8682,10.2403,17.7669,5.6395
-43.0367,20.8896,-23.2356,36.4375,7.5744
-40.2198,-34.2462,45.1982,36.1121,45.3649
-34.9704,34.8605,12.1425,35.9943,50.3691
15.8408,43.029,52.0085,50.0537,30.2307
39.2096,-38.6945,-21.9491,5.415,55.2733
-29.1318,11.6455,51.6515,24.492,1.8659
-24.9625,-5.4647,-1.0481,32.9952,7.2743
-49.1345,-35.8006,-14.6234,-9.5383,47.3128
-15.3082,50.4655,-14.7833,20.6258,1.5829
11.8315,-10.4981,26.0664,40.6978,33.6356
-48.9798,-18.7078,28.7558,22.2893,-5.413
-38.0995,-8.0726,11.4525,-16.2059,38.799
43.0794,45.0268,39.5662,-3.4892,5.2214
21.1928,-5.5507,22.9701,8.3518,-0.164
-39.0,22.5092,35.7209,6.5814,31.074
-35.1959,-20.488,31.6964,5.0375,14.217
16.6569,30.1479,36.2426,-12.6074,-7.2744
0.4027,5.3652,-22.6781,46.8866,-3.3418
-35.9338,46.7162,11.6162,-1.1447,32.336
8.4482,-18.6552,0.6787,50.8998,20.8033
7.6048,49.7868,-15.4997,24.885,54.1486
-29.9971,46.5937,-9.0842,21.3079,0.0891
5.231,-14.5478,-19.2684,24.0423,18.2478
21.9348,15.9012,7.3146,53.4285,22.1316
-1.8731,-7.0307,10.3306,26.6139,6.5448
30.7054,1.1474,47.5529,22.4583,15.7721
-28.9376,-19.4246,1.4961,37.0194,55.2373
-3.7826,-5.0952,46.428,47.8377,53.02
-13.3179,0.1097,-18.885,-0.0644,47.8147
42.8313,13.9595,41.5298,29.513,51.1068
24.2819,-28.9023,-3.7375,46.2695,23.9916
-7.4017,13.4368,-4.5236,-12.5745,1.4852
45.3305,28.2923,6.0788,38.5634,47.475
-18.2217,-35.6243,-12.015,41.4956,46.8866
-0.1405,25.0844,44.6001,-3.1252,14.0294
2.8972,-36.0826,-24.7826,-13.8178,44.8561
-5.9926,10.2784,38.1596,-9.0733,34.6248
25.0128,16.6241,28.1392,34.7141,8.0551
13.2274,28.8802,-4.728,-0.7605,26.6218
42.341,-18.8175,31.1398,17.4441,54.4958
48.9293,1.1613,-12.0953,4.2994,30.6465
-38.648,-9.7088,9.8685,-19.1246,23.4312
30.8037,1.7533,-27.7241,-6.9991,46.4024
-19.1882,3.2155,-7.7496,29.556,56.766
31.2819,44.7787,-18.7931,30.9392,49.7024
40.416,39.3972,45.4712,-4.3526,8.561
-47.1259,-38.8405,-11.3234,0.6199,53.8431
13.4978,14.867,-23.3965,15.6446,30.8193
-21.3717,39.4725,9.0658,52.2752,23.7225
-26.7495,-5.5182,52.843,-4.3885,32.4842
-24.4682,28.572,35.3504,3.8851,8.0612
-33.1101,-4.3505,29.8315,34.1918,56.1373
31.3702,26.3288,-23.9139,-12.2996,40.4956
-30.9415,6.8189,26.5498,13.6489,38.1048
-1.7866,-19.9399,-23.2408,26.1072,54.4467
43.9418,30.243,42.9897,33.7116,44.2127
-34.3869,-36.5122,25.8351,8.4515,50.8727
33.0925,-0.5123,-18.4777,32.3214,55.0213
46.4149,15.4444,37.4324,44.6393,38.6288
-7.187,-28.6222,31.7362,-3.4333,55.2338
45.1444,-11.7673,29.8315,-2.5391,39.6548
10.7613,19.2205,51.3398,45.7289,55.3079
26.0817,2.7006,-2.2284,20.8416,-3.2824
31.4257,-0.0335,-28.0111,0.7835,50.7312
-39.6663,-2.8158,-16.1152,47.1366,39.4601
-18.2826,-27.1614,-6.9412,-19.6109,28.9184
-30.5459,27.2726,21.5998,37.5034,56.0859
48.5283,-8.7439,22.4294,22.569,12.2995
-12.6696,-1.0489,-28.4575,6.7708,13.6697
-49.2075,18.3047,53.849,-9.2334,26.7938
-2.5652,36.6381,-14.2674,-1.6709,40.0278
23.0907,-35.2857,-5.3243,11.9322,16.8592
-22.6583,31.48,-14.0697,-7.6474,54.4658
-0.0236,-31.9294,17.1907,-1.8133,14.5778
36.5258,-4.9682,17.9512,51.2796,9.1911
-1.8038,2.5403,4.7573,22.542,15.3613
36.5942,1.5238,35.7295,3.2944,42.6043
24.7671,38.8968,31.2518,15.3185,42.0787
-28.1008,-20.7399,43.4665,15.7494,28.9676
44.9215,-35.7233,17.5574,29.2511,21.8062
12.0771,-11.0619,11.2086,-17.7721,11.7267
33.0792,-5.1363,-7.7507,-2.333,52.5503
21.356,-4.4232,40.5914,24.2692,45.1719
-38.5378,-37.0621,35.5881,30.9268,18.786
35.1502,40.7419,46.3983,4.7756,8.6109
-46.4099,8.5133,-24.6053,54.5833,25.4836
-2.0909,-32.3275,-17.6861,41.1755,17.8038
-14.2329,43.1126,-25.5711,-14.3194,-4.7515
45.4767,-15.6629,17.5774,8.7621,40.4687
31.2036,-38.4962,-29.4558,20.2398,40.3225
5.6694,-6.2472,-25.3907,20.6104,48.0394
-32.6573,34.3385,-5.726,4.5127,19.6038
24.9562,0.4547,-21.2122,16.3965,53.9961
27.36,-2.6614,10.5872,-7.9436,35.1939
-22.9812,42.8583,19.3279,-17.2859,7.1564
24.7533,-29.4244,-7.1977,4.9212,-3.6129
37.8168,43.6259,-24.4173,27.192,39.0073
-8.5457,-6.8594,48.6023,-17.6189,28.7196
14.525,11.6385,20.3855,47.2989,46.6898
-9.479,43.7423,4.7297,55.3191,21.4145
5.757,23.2418,4.9772,36.9015,-5.2663
42.1515,-38.8172,32.6451,-1.0918,47.5878
-25.8475,5.739,50.1608,-12.2374,43.0249
3.1808,23.5952,-26.1586,20.274,6.3632
26.8974,10.0785,17.3496,-15.6797,22.9374
-34.6309,6.4846,-13.3677,38.2416,29.8124
39.6698,-13.3117,52.9063,38.4354,32.2738
27.7776,-25.057,-21.9832,53.5218,36.321
-40.8438,0.5286,23.1101,6.9884,34.0052
25.6399,44.1195,20.0636,13.152,28.883
7.8181,-20.0563,44.8482,33.884,18.6
1.2096,-19.5635,-2.3693,-7.5899,51.1991
34.1001,28.7756,53.8349,35.8845,46.1116
22.1148,-39.4335,26.1557,37.4592,-5.6826
23.2843,32.866,-0.493,15.2602,50.3154
-14.1784,21.4826,7.8623,51.9015,-9.2205
-46.4581,23.2951,-29.6013,36.5087,40.8268
30.8961,26.087,25.0255,33.2104,3.5264
-39.01,2.2119,4.1318,22.5495,27.7321
-48.1418,19.1881,10.7907,51.6083,-6.0075
21.1483,6.2733,-29.7911,32.9537,23.5869
-33.1701,49.5575,4.8145,52.3021,-5.0254
-22.1837,-11.5025,45.2521,20.7237,-7.1094
-3.3006,-32.31,5.7499,47.4567,19.4835
-38.4925,-16.4138,-7.2265,50.8439,12.2096
37.2547,21.8563,-10.3512,10.4014,12.5791
-15.723,-36.8523,34.449,-0.5304,-0.1668
24.185,47.7686,17.0243,11.4618,38.7359
-19.5513,10.2786,-12.835,40.7781,42.6991
2.3246,5.0564,16.4714,20.2147,18.6527
-13.2891,49.7222,-27.2765,41.9995,2.0078
43.9649,-28.637,43.2261,36.4161,11.2835
-27.0428,32.9355,-24.9614,13.5615,34.1545
39.6475,30.3648,35.0861,51.2841,-5.59
17.8277,-7.1296,-9.3035,47.2496,9.9691
31.2254,13.2975,7.1523,41.3474,43.9624
25.9507,-24.9052,17.2567,49.9946,43.0195
13.6512,-11.2199,26.023,0.9778,37.7411
-7.0623,19.309,-13.4412,44.0584,36.4969
1.1286,-18.9719,-12.9311,11.1775,40.2223
40.3819,25.4469,26.4619,24.8404,38.5623
34.9201,-7.599,18.0863,-2.9063,13.7803
0.0731,-10.721,42.8655,24.1596,53.4435
-18.7575,-19.554,28.2152,-14.5074,35.5424
-4.3167,37.8567,48.8803,43.9692,22.7734
4.2006,-25.192,38.1715,55.3124,8.1885
21.3513,10.8249,45.9251,-11.0004,38.8778
15.6399,14.4299,-18.1541,16.5047,42.3338
-37.5192,28.0083,40.8988,30.9761,50.2324
40.9672,4.9162,27.2402,28.3994,-5.4316
47.0566,51.2154,53.7909,45.8302,43.7806
45.6616,-3.8666,15.8253,8.8153,2.1381
-31.5551,-12.7007,11.1739,1.1915,16.534
-26.7966,11.3067,46.1693,14.8434,53.628
40.5733,-31.7443,-13.842,11.4757,36.7028
41.6726,12.1118,16.4012,17.9226,-5.6002
-39.1162,46.2081,35.0658,3.2827,11.2477
-34.4644,11.1969,-28.057,-12.0574,36.0036
40.36,-37.6219,7.505,41.1528,7.7697
-37.1654,-34.733,48.6256,17.9713,19.979
-47.6871,-2.1611,45.187,24.5222,6.3917
-29.1544,31.6814,42.6891,-18.0206,-1.4125
35.5056,41.5244,53.9935,-7.1177,38.5185
-0.9541,50.2881,-1.1833,25.3324,18.7188
46.4327,28.1787,-10.9201,32.4357,5.9098
-40.6679,24.6318,51.3021,54.5029,1.3781
-11.2648,-36.9097,-15.1331,31.1989,35.6216
48.6167,38.107,-14.0465,-16.2801,9.98
-12.7804,29.2267,21.6542,10.9062,48.2758
-21.6429,-13.2707,38.171,15.6805,52.2857
-17.6146,43.078,32.5875,-5.5898,28.6052
-43.2673,42.6186,-8.4531,-10.2738,28.9923
-32.4491,-4.5252,53.7253,35.1609,11.8345
-38.707,22.023,26.6873,37.8715,-2.7685
-34.3754,17.7532,40.6244,46.3859,4.9972
-31.8168,40.0316,-16.8078,26.9414,12.8589
22.7906,49.264,-28.3266,15.4194,-5.3784
-4.4014,-12.7507,-24.3807,37.5565,7.9438
-29.2191,7.1366,5.348,-7.1474,16.0314
28.5655,-10.0118,-0.6418,53.9682,48.869
-26.8129,48.0071,-2.2005,-4.4636,43.5938
-30.549,38.4801,-20.6475,-2.8148,18.4895
39.1733,-10.9176,27.4105,39.4701,26.474
42.6065,-26.5279,13.0263,24.7154,4.2991
-35.375,-1.9571,7.8953,12.9426,-1.2671
15.7079,25.7534,-25.5595,34.6308,53.5245
-48.5381,50.2637,-22.1576,52.362,4.474
11.2638,46.2248,51.4441,33.9185,18.3234
35.5052,32.7186,-5.1007,-6.5514,0.3532
22.6656,39.8743,13.3997,33.6071,35.636
-49.8116,31.4098,7.6931,37.3532,25.2999
-42.9233,-11.4294,-12.2512,53.0457,57.6892
11.4659,-15.659,-17.5002,8.2128,39.3394
1.7779,23.5691,-3.4457,50.2087,37.3799
3.3351,-13.3415,-14.5287,8.0982,42.4383
16.2258,29.9517,-27.4357,29.9512,11.8299
21.0145,36.2137,-18.2447,-8.0534,45.6125
2.8217,1.8966,44.6462,-4.6486,53.4113
-1.2814,28.6955,22.341,36.1153,49.9993
-11.6389,15.5678,28.9198,6.5588,-0.1699
-49.7857,41.4015,21.3706,11.5421,57.3544
-47.0701,-25.9909,22.0722,15.5685,-7.0916
12.6197,17.9851,51.0201,7.6103,-1.7492
-31.0117,48.4834,6.552,26.7553,16.7318
-2.2655,16.3361,34.649,-18.1584,-1.4861
-41.9425,13.0472,23.5775,-1.0733,15.6656
30.6848,43.3915,50.6466,-10.724,20.1236
16.6981,45.0436,8.0476,27.7146,-7.0871
-19.3319,5.8728,41.7597,7.9378,8.5993
-1.5874,-4.9142,53.28,16.0598,16.923
-26.1758,-35.4748,25.4076,38.0929,-3.6422
12.0709,7.6207,48.7094,-6.1017,41.9028
-19.9733,20.966,19.7131,15.2148,38.3097
-20.2922,-4.1701,-6.4406,0.4128,41.8593
-46.2536,-36.311,-19.1489,25.547,4.6937
-37.4618,-6.3281,-1.6053,-11.6371,36.4686
-47.4043,43.4318,27.3275,30.0419,47.1747
35.5753,-3.8153,11.9445,33.0892,-4.7108
6.45,36.6139,-9.9601,-5.1066,46.6135
32.0539,49.6529,40.5722,-6.7161,24.2281
30.3213,-12.6088,21.2053,18.1026,31.5412
-14.4061,23.578,-15.8704,40.2924,45.9331
-2.2851,4.556,-27.963,42.0452,6.3009
5.5191,17.6591,-8.6333,-8.6609,34.2203
27.0211,-21.4027,41.0621,-11.4127,10.4612
35.5932,26.58,-24.5668,3.6536,-4.7217
40.2568,-18.5325,-17.0381,6.6713,26.5205
14.1652,31.8632,40.4373,-14.5658,-5.6201
-14.2624,28.2672,20.5463,11.5831,7.5025
4.7999,26.5906,41.5711,28.5347,19.9127
-28.5229,8.3512,34.4387,10.6936,18.234
-48.6747,44.4132,-20.9977,14.9885,43.7632
14.6289,17.1691,-25.0358,54.5675,-9.781
22.0024,12.9103,10.4,29.5065,33.243
-2.8249,-32.8081,8.4248,3.1662,-9.7693
-49.7398,-30.3551,-21.8106,10.2336,50.7055
32.1236,-18.9699,22.3662,7.8849,15.7808
-37.0692,24.3665,42.1017,49.424,44.6315
29.7316,16.6288,-1.3696,-2.437,18.8837
20.0254,0.012,11.8759,14.8768,7.7038
45.3763,-0.8987,29.2917,46.3353,56.0322
-39.5819,12.0922,-28.8616,21.3188,-8.7675
-33.7861,24.79,-12.3183,39.7989,42.7719
14.9946,-15.4205,-15.0334,28.6419,5.3619
9.1403,30.3016,11.1911,19.2216,43.7611
-23.6096,10.9123,36.4963,-11.3785,55.3858
9.788,-11.2736,51.2724,33.6944,15.5371
-15.9839,11.9897,45.5676,2.8867,30.5284
-6.8899,-5.3445,28.5323,33.2093,34.7716
-22.2133,-30.1879,33.1841,-16.0188,47.8544
-17.08,23.3208,51.2709,20.4222,23.1348
39.0884,-13.923,-8.9417,-3.8167,-8.1135
-34.8614,-19.7292,-2.4903,1.4976,33.8257
19.3504,3.3777,-18.1127,18.8892,16.1931
17.7237,-12.6641,-27.3966,47.255,-2.1072
-5.0639,41.5772,44.3154,26.3552,36.3115
-37.5236,41.3951,40.4588,-10.7586,13.2071
48.7771,-19.5129,47.6426,10.3607,16.6048
-40.4541,-39.5413,-22.4998,54.3966,36.2125
-45.1617,47.567,-8.9522,49.2123,53.9469
-43.6007,-34.7675,24.6219,15.4561,3.7416
-43.1252,-33.008,-25.0522,37.8966,14.6903
-45.1185,-19.7647,-8.8074,50.0223,23.1161
11.3558,45.9138,41.0078,3.3701,11.7789
-17.3852,39.573,14.0021,43.5285,-8.2326
26.5985,9.4755,3.581,25.8934,10.7653
26.3621,-32.2193,-13.425,-14.1272,-6.1992
-15.4921,-7.4292,-26.3146,24.242,11.4165
-14.3271,-24.7869,4.9344,31.9511,-8.6485
37.3316,49.8508,-6.2416,29.1202,49.3061
2.228,-14.8871,-28.844,28.3233,32.9388
16.4404,39.979,37.0263,23.9736,47.8632
-3.4275,-35.2352,12.4288,-6.7069,-7.7692
42.3712,25.6791,-19.902,-5.2058,-6.4301
-22.8355,-33.4541,38.1034,21.8921,-7.3293
12.8575,-18.8797,38.1813,-6.9244,31.3717
-44.7796,11.7474,-3.4747,46.0387,57.2388
24.0031,29.4336,-12.0724,-15.1475,44.797
25.3053,-18.4448,30.0416,17.1792,19.3369
-44.4103,38.263,9.493,-5.393,9.7007
4.8504,30.0545,26.4633,-18.3134,42.5776
-43.0213,-17.9087,34.5043,5.9849,51.2324
24.8051,41.8926,38.7522,-7.8053,54.0634
21.129,19.1086,43.5924,-11.0504,-5.6081
-43.4046,29.2094,37.6828,44.962,3.4342
-40.5845,0.9828,52.2465,33.3303,-3.1589
36.2781,-1.4791,-26.4901,-13.9645,29.5843
37.99,-19.9817,-17.4897,21.8674,41.9946
-38.1682,-8.5509,1.9761,40.2767,9.1127
-35.3356,-33.2658,29.9972,52.6095,34.9823
1.044,48.9985,12.4732,46.4478,32.7827
-31.2375,-12.2719,28.2039,5.0919,2.411
-23.3276,30.1295,-10.3524,-16.5861,44.4751
35.9279,19.9958,-0.2313,-1.1276,-4.4172
14.6844,-29.3186,1.6906,3.4606,35.3312
-15.5966,-34.1916,7.0441,-19.3798,50.6611
-43.4629,10.019,4.9611,-10.4986,-6.9354
28.393,-6.0437,6.3728,1.826,42.2364
-38.9187,-28.8529,-26.0308,30.4786,2.3151
19.7699,25.7512,17.9678,41.0544,25.5704
4.5568,6.9896,0.4233,-7.3102,-9.0609
