alpha,beta,gamma,delta,epsilon
649.0082,668.7748,348.8038,714.316,610.7412
504.4571,583.1308,231.1547,322.4227,532.3022
546.7707,613.7303,509.8984,817.3817,553.9728
548.8009,549.5419,501.4507,603.2329,370.6895
559.7906,414.9752,558.8213,616.212,543.031
487.6438,569.0899,466.586,483.1492,470.0863
465.6963,484.1908,638.433,590.349,526.7249
447.2339,462.3767,487.525,537.5313,378.321
475.3845,562.0581,517.4872,503.7463,504.8054
476.6355,437.112,642.2414,422.7474,238.6911
520.2738,589.5267,638.5744,561.6241,602.4673
412.35,554.9057,507.8794,564.0426,685.0545
617.9357,407.8615,493.9658,580.3624,594.0673
528.0472,326.8132,408.3145,489.1928,510.8377
642.5439,644.1352,594.52,673.3667,731.4938
446.3012,559.6497,572.9701,363.1693,578.2771
623.7298,374.7272,445.3879,531.0665,780.3854
451.2586,497.6696,612.5395,574.6309,609.5499
511.0895,426.3557,314.6391,517.7216,456.5959
464.5109,484.1508,294.7865,416.5686,518.8453
698.2174,686.841,523.5465,609.3018,558.1661
567.29,409.053,567.507,426.4875,748.9112
374.6571,604.0524,493.1291,585.6561,545.9218
374.2385,507.8679,323.0163,662.0062,588.0936
648.59,330.6606,554.1444,491.5105,367.728
439.9067,681.7153,384.7493,727.6571,609.1628
385.8475,517.4731,389.0023,475.0927,676.9633
605.9103,638.3058,532.1714,454.2997,505.9935
480.2577,621.1774,679.2882,432.6305,595.7574
475.1482,553.643,719.1877,703.8162,575.4909
454.5432,471.2913,425.5819,440.9377,456.1834
505.4458,388.036,445.2176,401.5885,653.8284
362.2106,559.6639,517.9086,582.343,513.4614
323.2233,511.3867,329.4909,580.1627,378.4277
513.2068,464.445,460.505,499.0797,572.7065
414.956,458.8463,600.6755,535.9168,602.0346
320.5668,531.4764,485.2613,306.6785,617.208
572.988,537.0683,622.5417,668.0052,666.8739
441.9923,561.6346,564.1392,689.5626,348.9442
527.5279,503.9164,540.2933,509.2628,588.2378
362.7938,577.5719,506.8219,399.6806,534.6213
512.7383,650.4576,480.3779,731.6296,608.8782
371.5563,549.7394,607.1547,599.1355,535.0058
400.6944,452.2658,420.6147,492.4929,604.6483
600.7779,783.3631,604.5971,698.876,475.2123
375.4473,402.531,601.964,639.5427,673.342
563.3783,497.0886,586.8397,570.9008,546.6595
645.5884,653.9246,635.8429,540.6504,445.8733
474.3736,284.212,608.4355,483.1471,489.4486
597.2276,437.6693,451.3173,478.6427,334.531
546.3472,405.1158,590.668,535.6804,620.0905
625.3617,376.9584,568.0127,652.2871,611.7473
487.2494,577.1325,555.4131,713.696,756.5842
518.6718,653.2326,665.0264,536.3588,690.8509
572.9917,513.7681,577.4703,332.9706,517.1477
400.951,630.7707,537.101,725.7672,642.6902
397.2834,370.5105,549.2627,468.5095,404.3696
470.2487,527.4764,477.0192,436.827,572.9295
501.9974,521.1561,616.2551,647.9978,427.8722
638.2587,621.2427,580.5647,541.4917,818.36
529.6031,471.7536,286.6293,412.3336,463.4336
486.3707,634.3754,328.8393,467.5165,800.0537
436.1992,540.3031,645.0898,635.0512,574.5931
590.3716,423.0056,721.8885,537.887,381.0957
507.0152,565.5425,572.4449,586.0175,453.644
356.761,561.9617,393.6024,593.7336,390.0102
422.8453,499.278,557.5106,535.7391,461.6387
496.8621,480.384,694.921,629.7812,657.0636
447.5641,549.116,614.8719,553.8218,782.5976
371.4627,455.6478,464.929,489.4272,584.1107
489.6347,464.4029,550.4394,413.0979,523.8203
595.6101,390.7632,368.1232,588.7692,397.3208
492.6009,539.573,490.7861,557.064,745.6118
371.868,485.2323,541.1244,614.1266,469.5399
420.2312,522.817,591.2363,476.9667,385.9316
473.7234,649.4454,427.6538,620.9773,484.5466
478.6937,475.1545,505.4803,598.1448,505.2982
419.0011,471.9291,471.8181,738.2396,486.2087
461.4022,514.1514,388.8367,351.2906,448.8442
507.0218,794.5728,537.2314,460.5254,533.6718
497.5809,387.313,477.5015,741.8371,402.5355
568.4282,524.9295,660.8313,654.3126,719.9712
501.1313,611.8141,669.289,353.5292,607.0427
604.9414,507.7633,526.7855,577.492,347.5754
363.2057,440.3843,562.2336,561.0261,543.4785
751.778,590.0798,425.3291,438.1779,600.1005
355.8255,472.0052,588.3236,525.4396,505.0419
509.6813,523.6948,429.0556,679.4493,564.0456
523.8271,554.4095,555.0121,663.1909,475.1965
429.1052,389.8058,517.5676,527.5461,411.5624
411.2428,423.0534,344.614,574.4292,747.1999
403.0412,541.2126,477.3007,507.3313,580.1619
598.3674,601.8777,437.7524,481.0772,807.0915
568.7585,560.2064,674.9803,575.5159,484.5737
491.2688,481.6757,384.3959,542.7639,634.0858
480.9742,451.048,492.4156,566.4118,471.9302
301.5276,502.5874,480.929,567.8608,694.3301
426.1169,388.7866,463.9933,558.2279,425.4727
398.2423,537.8226,541.1955,578.4431,623.6445
379.723,714.6264,516.4579,417.8846,586.0368
281.1858,643.2434,406.5345,651.1222,404.0851
456.0875,518.1456,495.3474,368.7265,463.342
448.6635,579.2989,527.9986,398.5872,523.0044
375.5316,662.574,542.9876,671.3515,435.1699
324.6851,483.8157,311.6017,665.1535,566.3262
470.1501,606.3062,718.7141,605.7705,419.2687
389.331,581.3581,442.0341,596.6315,425.0533
474.9094,566.24,748.703,510.7859,646.9453
400.3048,407.426,495.2262,551.0396,550.3505
611.146,640.0029,421.3372,609.6037,455.1704
488.1479,536.9026,228.0439,460.4765,701.1923
480.5033,476.9988,423.2206,729.6206,546.8059
257.3585,385.9158,388.1482,637.5191,584.2004
505.9559,447.2186,397.7365,352.2313,586.7754
541.0765,413.6259,414.9672,555.5161,693.9069
630.4651,549.058,727.3499,498.6545,417.0147
531.4609,452.5118,519.0011,678.9759,530.7877
548.0569,561.9047,513.9159,718.916,601.7556
514.0009,734.936,657.5846,626.442,505.5639
371.38,303.0948,625.1656,468.4467,486.961
490.659,342.1993,460.7881,454.5187,476.6563
582.5539,494.2553,512.36,292.1157,546.8642
385.8366,725.5073,592.3637,444.4404,341.6202
645.6896,500.9364,541.7049,696.7815,563.2715
683.4642,533.1494,524.9443,340.3411,577.35
431.3229,427.9004,533.691,473.3462,410.9049
532.8863,413.2526,501.378,523.395,518.3797
462.4927,539.5966,424.747,462.9151,527.9043
380.8877,532.4921,496.4032,453.0111,677.7383
516.4406,574.9974,618.109,452.0079,568.8612
465.8758,632.7381,537.6927,374.49,439.1849
503.3755,451.9643,518.561,566.2771,675.8134
448.8303,461.5501,599.7142,566.8333,599.1274
641.5547,517.2861,457.9589,687.9688,419.691
404.6516,401.5478,345.6164,528.4952,484.9136
586.2246,473.1359,768.5242,683.7321,535.8998
614.6537,425.2385,431.1411,635.8639,424.8047
495.0414,515.7557,402.2321,375.7009,662.21
725.6226,501.5013,487.4156,382.7188,588.203
568.819,522.7241,408.2894,774.3696,529.12
481.4846,484.8648,663.9681,614.3748,609.8159
620.4369,650.5699,433.2797,522.5421,509.1925
423.4803,566.4022,662.5058,441.9238,526.2154
515.5312,706.3789,495.7579,446.6388,558.4645
416.0481,550.8562,375.3672,537.7258,466.1705
592.837,596.5543,414.654,404.0921,676.3677
495.4826,634.864,462.3863,587.4427,629.9386
635.1797,642.5168,548.5712,585.143,521.4701
537.4657,566.5349,558.4179,669.5544,685.5945
535.22,499.9488,627.5252,422.167,530.7923
601.2592,567.5908,748.149,735.5221,696.3198
418.5839,476.3116,634.1605,687.4492,682.8192
393.6504,459.2369,385.5309,537.9187,406.0338
495.2174,419.5267,638.8033,523.192,366.3058
301.5736,607.1768,444.1099,490.8037,702.2805
652.7084,710.5523,475.9732,468.4228,786.7711
523.4481,557.289,535.6142,563.0154,513.1468
426.1922,352.2984,620.9789,446.9585,477.6729
652.8114,629.0647,532.5501,636.6972,639.6421
501.7397,447.3503,546.6241,493.9306,442.5474
612.5644,449.1391,624.1084,659.0577,510.383
514.299,628.9721,681.6843,307.2594,523.2615
538.4117,457.9923,338.7438,512.125,691.8691
524.9682,663.9792,474.8963,416.1014,298.4368
592.1556,418.8999,441.7208,603.5273,662.2234
536.9356,533.5837,338.7107,607.3722,428.7325
504.344,379.8698,457.1078,383.7648,596.0224
528.5654,488.2314,303.4811,522.73,376.5796
486.4541,553.3415,561.793,481.6294,454.6419
507.012,431.0701,504.696,642.0324,526.6238
627.4922,655.2875,659.0159,682.1229,525.4637
441.1456,571.1468,685.3923,443.2122,424.7243
523.8303,330.5262,628.1924,510.5654,638.1072
410.9934,369.01,636.141,589.1768,539.9212
408.7963,394.1096,571.4454,636.399,478.3674
496.9321,783.971,443.1666,370.075,601.1895
455.3023,585.5223,434.9381,619.4571,476.8876
373.9978,496.2909,586.1906,803.3927,607.6584
592.8559,320.0801,630.5858,297.8605,579.1269
603.3977,674.1441,535.3852,496.1929,482.3932
452.7648,460.9036,382.6597,480.7458,593.5438
647.8999,625.1544,552.2389,450.103,576.2595
358.0487,401.612,730.7655,606.9627,480.1607
401.8228,605.887,375.314,618.9737,691.9629
555.7159,539.5367,541.9981,405.5321,798.5162
507.3273,638.7063,487.1796,411.0384,394.5085
379.8696,593.84,642.6372,702.2943,534.8799
428.731,522.4004,645.7272,593.0176,619.1011
611.4832,458.848,589.4984,558.5126,552.9672
490.761,455.1782,391.722,497.6218,703.0912
504.6132,662.9181,385.6487,451.5584,334.1713
657.0463,443.4796,426.9632,733.1874,476.0894
554.1385,572.0499,490.8505,436.81,453.273
469.4753,469.5691,574.0205,516.0801,692.0385
474.2019,249.3763,674.672,491.9835,550.1734
659.0242,573.4358,593.446,498.1278,615.7938
456.1866,558.1007,485.8957,564.3025,500.0925
587.1676,694.2899,485.985,395.6773,451.3883
555.9209,454.029,656.0576,339.5025,516.5177
588.3606,663.8909,655.2242,507.6506,583.6425
655.3527,412.0074,556.9739,610.0488,452.7358
536.4628,301.7329,534.812,396.717,672.2813
488.3228,612.9057,355.5332,779.7319,390.3178
651.1996,438.1522,605.9168,716.6217,541.2603
668.0884,488.6062,404.489,466.6671,373.1579
546.081,556.5255,621.3383,492.3623,616.9553
685.469,322.8998,494.0963,556.0363,545.989
457.0402,485.062,333.4422,361.0485,540.2826
504.4688,341.9297,347.5985,506.7061,552.9815
444.6129,521.6165,509.5428,450.365,566.9787
647.2442,434.3653,600.7356,293.7827,636.506
399.4849,497.6574,586.2994,580.6588,599.3949
649.7698,629.4888,564.902,768.3259,291.3379
455.3133,602.2414,597.2671,408.0707,502.9119
501.2727,538.5309,627.4254,595.1024,370.6569
460.1231,618.9446,561.2674,635.1342,611.0242
445.5072,528.0076,633.2709,463.8575,346.198
515.5864,576.6157,563.1821,453.424,479.6584
455.8468,289.102,728.3249,594.6267,473.1351
522.9661,441.1704,464.1359,412.299,460.6507
509.2256,603.4821,342.3831,660.1183,532.9658
428.8907,624.5702,660.8117,594.9813,479.9711
396.6069,631.1958,654.5357,194.7734,430.7202
418.1327,470.4335,575.6497,693.5914,351.431
406.0428,358.3425,394.5847,383.2586,585.9746
448.2374,520.7724,426.04,502.2073,381.531
523.1577,540.2645,608.5621,389.3694,715.978
328.3568,472.7801,520.0682,580.29,679.0392
466.6479,444.173,686.5517,613.7245,548.1377
526.036,603.1008,719.1258,467.5135,498.9946
597.1587,673.0535,586.1983,553.4381,561.9449
706.3462,595.984,652.7519,420.2639,666.9555
488.7966,579.029,474.7771,398.3533,662.0168
525.42,541.7879,629.4984,474.2866,498.0838
557.9719,496.4681,731.6644,439.9197,610.8074
450.8641,565.1846,404.9761,597.3352,332.0219
568.9652,515.5708,617.0308,430.6463,516.7315
405.2475,426.8024,578.9584,402.8162,553.9588
498.0827,564.9659,468.9731,554.6989,396.3148
520.6726,674.1042,582.6886,521.0807,520.0214
439.3293,572.3816,498.3522,589.977,440.9297
519.9781,383.8343,623.9045,524.5264,561.5196
537.3559,289.2664,371.5705,587.005,566.6818
537.6633,558.244,490.1464,345.7298,407.6814
408.3689,681.0974,480.8787,633.513,441.653
538.9582,702.2102,485.7542,489.833,464.3496
333.0928,334.3215,505.4878,490.8564,610.1972
341.8702,530.9701,555.5665,440.8438,799.6369
361.3574,482.7313,523.9812,549.272,492.5712
528.3317,611.2588,776.6391,682.9604,706.2579
602.7778,426.6021,452.9861,636.4273,615.7305
505.9531,516.6239,428.3549,577.2369,525.6579
521.4079,261.2089,490.8431,710.2902,403.8343
259.8056,405.3295,606.5596,419.3029,872.4194
591.6761,460.2884,459.3272,497.7548,746.1209
497.7505,485.6595,528.3324,522.8678,609.4627
600.3811,282.1215,532.9683,706.9712,662.7303
463.9111,520.3146,416.3935,610.7598,577.5619
511.8617,662.0519,506.4884,362.7412,745.3257
744.9366,555.4052,491.3501,456.9952,744.8081
450.0327,557.5089,730.9153,712.3884,448.2167
306.5171,452.0686,648.7537,541.1856,631.8233
546.9878,402.6671,595.5115,529.2513,669.5588
478.0736,564.1791,400.2408,709.029,622.4445
470.4542,461.175,383.4999,570.0048,744.0421
410.649,672.5845,476.5407,545.1757,442.3732
568.6876,572.7909,477.5727,397.3241,544.0984
436.0587,475.1333,479.9854,464.9059,539.4869
580.0907,529.1201,302.2533,544.5705,455.1151
503.1209,604.9067,331.3463,474.3145,654.5642
624.5215,463.5319,230.1545,567.5149,382.0774
661.1586,556.6162,623.0009,381.3717,621.2737
431.4833,526.2833,607.5439,469.4357,609.1211
458.8276,479.5694,606.0271,418.3431,334.3042
546.5786,498.4569,482.9566,553.4515,556.871
529.4257,418.6157,587.1234,534.3066,643.1505
384.4137,497.9646,442.1013,636.2541,433.4735
709.0487,461.8397,439.9742,588.9529,392.5344
436.2067,662.0986,684.1807,592.2248,455.0872
713.848,418.1173,516.0704,440.646,623.2868
548.0196,537.5441,498.1491,367.4295,395.7312
450.9565,379.4092,480.4973,557.3869,686.1575
554.5184,460.5725,446.2314,360.1471,496.4503
385.8186,424.3178,567.6659,582.6516,506.0232
399.7104,464.6966,626.3107,513.661,611.2703
432.6837,364.1633,606.3507,656.4334,731.4284
428.0894,628.4827,529.1798,617.0333,664.6587
242.7439,531.8386,686.1611,438.789,598.2644
360.7855,482.9001,566.6299,511.4771,568.8062
559.8902,490.9275,543.8126,405.9413,568.1081
444.4665,435.3026,470.6775,439.045,546.487
344.3663,612.6732,673.6574,441.7538,411.5861
380.7192,467.1827,450.1539,489.6659,603.5997
385.9341,495.1213,436.6178,347.4091,503.899
545.946,415.7154,481.759,426.5031,681.174
417.4212,510.5368,439.8783,487.8745,659.8337
579.6621,556.9859,612.0099,629.7387,554.7807
480.8164,575.6601,628.7139,383.848,462.7865
447.1669,662.4612,397.9583,439.6103,675.3344
701.3114,520.9832,657.9344,409.7135,527.5819
597.9998,493.0713,688.1666,357.7897,636.9227
540.5814,376.9277,560.0669,554.8263,544.2209
556.4062,466.3466,549.267,464.5007,511.0776
572.3663,489.3735,472.2819,408.0944,618.3628
623.9705,412.6179,583.4559,589.2617,573.5641
529.1596,518.8494,626.1389,629.947,478.8374
570.2464,665.28,567.4137,618.9752,322.5954
221.3866,512.3751,377.4695,522.6672,603.8346
347.6728,390.7429,425.1303,582.4486,583.5289
517.5832,592.8538,427.5605,498.6417,523.6079
395.3875,380.4387,452.2838,621.6878,619.7208
475.9459,525.2016,510.4707,567.6374,476.6953
606.5995,540.7133,547.4736,462.4819,453.0385
460.9996,501.3477,318.0818,447.69,551.72
330.7046,242.9633,670.0219,488.3037,670.0976
703.0121,577.8096,478.8032,356.2338,520.2206
361.0718,469.4502,530.6297,542.7734,513.3225
516.1361,791.1269,418.1861,462.2296,374.2684
483.5454,298.9948,503.0977,430.2297,219.0141
543.7723,619.9115,659.7782,351.2011,602.2273
515.3452,418.7946,682.6753,548.9722,460.032
524.121,585.7975,526.2468,409.65,455.1331
444.0648,617.1442,658.5206,410.029,418.6595
417.6232,535.4437,545.3603,784.9778,585.302
560.7596,594.2795,427.2161,631.2414,389.232
467.2116,624.3265,619.0526,549.0097,622.3284
421.2992,539.6201,502.6902,566.9906,713.5135
547.8989,600.7641,412.7392,650.1862,557.0882
581.6631,630.3166,396.0961,586.7473,713.6153
509.9122,480.4347,470.6728,532.1775,578.066
466.6641,547.7632,630.6371,550.9823,658.3059
559.9596,567.5264,693.1684,286.9374,442.2299
432.9858,463.2891,711.8944,514.7286,471.9717
488.0602,416.3126,566.2439,647.7104,555.7712
377.3349,561.3022,491.3133,526.4436,745.6302
543.1849,727.7002,489.0651,499.6446,528.6948
271.2572,382.0531,504.0458,513.5517,588.5065
558.9282,427.4103,542.0983,493.9324,680.5218
414.3044,438.5225,500.6646,467.9127,688.4117
556.1498,510.4494,559.4692,473.1559,344.4818
646.7988,572.4761,751.7836,474.2616,520.7335
489.5923,289.7958,394.8831,695.4103,378.7898
495.2517,478.0294,500.5895,612.1527,582.2889
690.4666,443.4839,626.8475,596.7981,690.8548
494.119,497.8426,573.2059,521.2095,582.0927
567.6349,607.5285,561.0779,458.9033,680.2027
471.0169,609.5323,432.434,510.9314,761.3922
564.9984,353.2715,505.884,392.9156,543.4868
406.0619,644.3358,358.194,770.9573,684.1877
418.6778,623.2762,567.5094,567.8141,512.7631
534.6984,567.9506,476.5712,460.857,571.3925
480.9138,431.9857,455.4933,539.1704,652.3295
626.5344,641.0363,458.8112,443.1816,496.7768
469.5467,437.9593,497.7492,381.6847,474.2211
521.7908,382.9621,689.9429,485.5071,580.0404
434.3201,470.4492,591.8786,767.4504,504.8279
447.6118,449.7435,536.9711,564.2652,501.0442
427.6641,633.0012,504.4045,426.7428,625.7544
502.1175,527.8321,613.0409,508.7831,558.295
326.5312,580.7523,545.1425,440.7971,256.7254
298.2611,565.0265,350.2835,601.9739,367.545
537.239,675.4187,419.4865,643.0318,422.4766
580.4579,485.9436,674.626,596.5796,633.3478
431.6515,530.593,522.8627,275.5272,553.552
469.0269,594.2103,702.8517,439.7163,403.4981
407.1494,524.6603,418.9977,584.1558,512.0954
407.585,418.3255,450.7886,599.6775,572.713
408.3519,637.4289,342.3106,546.0807,552.0942
463.6395,517.44,482.3158,499.352,488.1021
616.3573,391.8087,685.6921,631.9805,599.9606
433.1742,626.8904,623.275,475.9749,426.1481
598.8859,507.3763,636.6159,511.7208,555.1286
563.2088,519.484,778.5477,528.8678,632.9534
624.5386,493.0561,533.6639,472.6354,560.5363
446.7935,606.0638,711.0342,564.3432,589.3637
466.4128,580.1016,460.9236,539.6412,525.5634
576.1154,587.3757,534.532,498.5028,485.475
490.8493,524.3211,501.6039,634.9164,414.6004
541.4529,569.5302,651.5178,397.8906,670.2927
451.4801,474.1805,650.1788,472.1815,655.3456
474.1192,557.9463,394.906,589.4183,452.1358
422.3392,495.7801,625.5089,503.0362,336.9981
416.8197,451.3515,537.4711,499.8993,393.1427
433.26,486.0924,498.2467,486.0265,588.0269
410.5485,444.6974,497.4418,677.3865,710.3922
671.1511,324.1028,442.3375,485.1465,647.8108
505.4235,585.4644,624.9793,491.5153,433.2316
462.004,604.9274,535.586,681.0414,645.3044
626.8876,618.7638,378.2219,491.263,337.3028
475.6906,636.2499,668.8711,505.6274,605.4733
560.8486,677.0645,457.351,476.8467,572.1053
444.873,532.3457,557.785,655.6381,411.7342
270.4649,519.8572,468.1483,627.7463,611.1623
414.5823,495.0591,459.1545,610.4771,572.5162
578.7805,309.1335,404.6848,702.8574,427.9545
703.6948,465.4654,387.5818,518.4544,704.399
569.376,460.8688,524.8223,597.1979,518.1692
566.0654,568.3408,441.5214,630.6898,497.4147
421.9222,336.4367,486.3865,346.683,512.8637
604.8946,450.7161,733.3643,360.2832,567.1412
728.4028,530.948,391.1466,609.4205,554.8274
313.9368,532.151,476.5291,439.0658,537.9506
606.0927,453.1642,534.8271,468.1867,672.137
408.5965,679.2466,632.0036,503.553,750.6946
581.3121,491.4002,290.1135,510.3608,637.6886
586.5728,543.9501,488.7058,397.7064,665.582
412.3505,504.6063,549.0162,569.7224,615.6397
343.6723,700.4834,703.5442,542.8174,598.591
328.2994,541.1206,614.8367,540.8185,285.2208
578.4105,522.7773,619.9353,370.6151,468.3173
705.3353,294.7051,616.2209,562.7312,731.1796
370.7098,486.7998,519.1646,674.0238,606.9292
497.0288,475.6354,402.7234,629.8683,859.5278
360.174,445.0799,610.2346,610.8459,538.4338
585.4367,494.962,493.3851,512.497,561.3271
555.443,473.5002,395.8997,562.9574,359.3369
716.8319,559.1614,643.8913,371.2553,524.3477
391.1346,288.1424,550.5015,607.6075,447.0955
650.1294,573.2098,348.6542,557.3226,337.6687
580.6619,493.5675,621.6342,660.0757,517.6366
553.9608,641.2628,519.0528,400.3967,458.5004
418.3393,445.2813,461.1095,601.5994,673.5158
530.9023,517.2858,537.2812,425.5054,480.6581
523.2026,321.5306,660.9578,569.248,737.5578
507.9307,547.0866,407.5063,530.1574,917.3587
430.7691,458.544,395.4992,327.2898,453.1705
524.8963,570.0709,465.3626,517.0998,590.1085
448.1788,628.9804,274.8984,499.4087,486.3854
449.4002,671.3073,433.3373,614.0468,634.5766
453.516,653.3188,545.3041,468.8979,406.976
391.3427,515.6481,682.3635,499.0,568.1975
